UniprotID	ProteinName	GeneName	Rank	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
 nan 	 PREDICTED: MAPK-interacting and spindle-stabilizing protein-like 	 Mapk1ip1l 	3852	3.68	6239.4	1	1	7.44	336
 Q9JJ94 	 Sjoegren syndrome nuclear autoantigen 1 homolog 	 Ssna1 	3584	4.95	6326.9	1	1	13.45	119
 Q9D902 	 general transcription factor IIE subunit 2 	 Gtf2e2 	4127	2.01	6408.0	1	1	4.45	292
 Q8VEJ9 	 vacuolar protein sorting-associated protein 4A 	 Vps4a 	3714	4.40	6460.6	1	1	2.06	437
 Q7TPD0 	 integrator complex subunit 3 	 Ints3 	3135	7.12	6506.8	1	1	2.31	1041
 Q99N94 	" 39S ribosomal protein L9, mitochondrial "	 Mrpl9 	3678	4.51	6562.5	1	1	5.66	265
 O55229 	 choline/ethanolamine kinase 	 Chkb 	3063	7.48	6731.3	1	1	4.82	394
 A0A1Y7VJR5 	 transcription factor Sp4 isoform 1 	 Sp4 	3991	2.87	6732.4	1	1	2.69	782
 Q7TS68 	 putative methyltransferase NSUN6 isoform a 	 Nsun6 	3935	3.22	6735.1	3	3	7.14	476
 P22892 	 AP-1 complex subunit gamma-1 isoform 2 	 Ap1g1 	3690	4.47	6800.4	3	3	3.28	822
 E9PUZ5 	 PRKCA-binding protein 	 Pick1 	3979	2.98	6817.5	2	1	2.88	416
 Q9CR11 	 YEATS domain-containing protein 4 	 Yeats4 	4097	2.24	6819.7	1	1	4.41	227
 Q62048 	 astrocytic phosphoprotein PEA-15 isoform 2 	 Pea15a 	4251	1.50	6872.3	1	1	10.77	130
 Q80XC6 	 protein NRDE2 homolog isoform a 	 Nrde2 	4157	1.81	6876.8	1	1	1.71	1172
 Q91WQ5 	 TAF5-like RNA polymerase II p300/CBP-associated factor-associated 	 Taf5l 	3829	3.77	6886.6	3	3	6.62	589
 Q9CXF7 	 chromodomain-helicase-DNA-binding protein 1-like 	 Chd1l 	3745	4.27	6984.9	1	1	1.67	900
 Q8R516 	 E3 ubiquitin-protein ligase MIB2 isoform 2 	 Mib2 	4215	1.57	7096.6	1	1	0.98	921
 Q9JK38 	 glucosamine 6-phosphate N-acetyltransferase 	 Gnpnat1 	4034	2.59	7225.6	3	1	9.78	184
 O70546 	 lysine-specific demethylase 6A isoform 1 	 Kdm6a 	3945	3.16	7225.8	2	2	2.32	1424
 Q3UVG3 	 protein FAM91A1 	 Fam91a1 	3883	3.47	7320.8	2	2	3.11	837
 Q9QZS2 	 E3 ubiquitin-protein ligase RNF4 	 Rnf4 	4203	1.60	7338.2	1	1	5.15	194
 Q8K330 	 protein phosphatase Slingshot homolog 3 	 Ssh3 	3131	7.14	7533.6	1	1	2.16	649
 O70348 	 decapping and exoribonuclease protein 	 Dxo 	3472	5.38	7604.2	1	1	3.53	397
 P13705 	 DNA mismatch repair protein Msh3 isoform 1 	 Msh3 	3985	2.92	7608.6	1	1	1.00	1095
 Q78WZ7 	 DNA-directed RNA polymerase I subunit RPA43 	 Twistnb 	3806	3.87	7609.6	1	1	4.85	330
 Q2NL51 	 glycogen synthase kinase-3 alpha 	 Gsk3a 	4144	1.87	8172.0	1	1	4.08	490
 Q9JKV5 	 secretory carrier-associated membrane protein 4 	 Scamp4 	3781	4.00	8244.6	1	1	4.78	230
 P57746 	 V-type proton ATPase subunit D 	 Atp6v1d 	4137	1.96	8370.4	1	1	6.48	247
 Q8C0L0 	 thioredoxin-related transmembrane protein 4 precursor 	 Tmx4 	3295	6.16	8396.3	1	1	3.88	335
 Q99LX5 	 multiple myeloma tumor-associated protein 2 homolog 	 2310033P09Rik 	3715	4.39	8432.6	1	1	5.38	260
 Q9D0J4 	 ADP-ribosylation factor-like protein 2 	 Arl2 	3406	5.70	8550.2	2	2	11.41	184
 B8ZXI1 	 PREDICTED: queuine tRNA-ribosyltransferase subunit QTRTD1 isoform 	 Qtrtd1 	3303	6.13	8677.6	1	1	3.85	416
 Q9D2V5 	 protein AAR2 homolog 	 Aar2 	3880	3.50	8816.3	2	1	4.17	384
 Q8BTW9 	 serine/threonine-protein kinase PAK 4 	 Pak4 	3552	5.07	8860.6	1	1	2.19	593
 Q9JIA7 	 sphingosine kinase 2 	 Sphk2 	3118	7.20	8863.3	1	1	2.92	617
 Q9Z127 	 large neutral amino acids transporter small subunit 1 	 Slc7a5 	4077	2.37	9019.0	1	1	2.73	512
 Q8CCH2 	 NHL repeat-containing protein 3 precursor 	 Nhlrc3 	4062	2.44	9039.1	2	2	7.49	347
 Q8K5B2 	 multiple coagulation factor deficiency protein 2 homolog precursor 	 Mcfd2 	3042	7.62	9043.1	1	1	8.97	145
 Q03147 	 cyclin-dependent kinase 7 	 Cdk7 	3383	5.79	9080.9	1	1	4.05	346
 Q3TFD2 	 lysophosphatidylcholine acyltransferase 1 	 Lpcat1 	4212	1.58	9130.9	2	1	1.87	534
 Q8BSN5 	 PHD finger protein 23 isoform a 	 Phf23 	4068	2.42	9239.8	1	1	2.99	401
 Q9Z247 	 peptidyl-prolyl cis-trans isomerase FKBP9 precursor 	 Fkbp9 	4007	2.76	9356.0	1	1	1.58	570
 Q9Z0F8 	 disintegrin and metalloproteinase domain-containing protein 17 	 Adam17 	3409	5.68	9436.3	1	1	1.42	846
 Q8VEG4 	 exonuclease 3'-5' domain-containing protein 2 	 Exd2 	3226	6.52	9444.5	1	1	2.00	650
 P43024 	" cytochrome c oxidase subunit 6A1, mitochondrial "	 Cox6a1 	3722	4.34	9587.2	1	1	18.75	112
 Q9D385 	 ADP-ribosylation factor-like protein 2-binding protein isoform 1 	 Arl2bp 	3242	6.42	9657.3	1	1	9.20	163
 Q60838 	 segment polarity protein dishevelled homolog DVL-2 	 Dvl2 	3810	3.85	9689.1	2	1	2.04	736
 Q99K95 	 protein RTF2 homolog 	 Rtfdc1 	3644	4.68	9741.5	1	1	3.26	307
 Q3TCJ8 	 coiled-coil domain-containing protein 69 	 Ccdc69 	3299	6.14	9818.1	3	2	9.90	202
 O88983 	 syntaxin-8 	 Stx8 	3052	7.56	9979.3	1	1	7.63	236
 Q8CD19 	 lanC-like protein 3 	 Lancl3 	3300	6.13	10043.3	1	1	3.57	420
 Q8CEE7 	 retinol dehydrogenase 13 isoform 1 precursor 	 Rdh13 	3766	4.08	10058.4	1	1	3.89	334
 Q6P6K7 	 serine proteinase inhibitor member 6C 	 Serpinb6c 	4141	1.88	10086.8	3	1	2.37	379
 Q8C8T8 	 pre-rRNA-processing protein TSR2 homolog isoform 2 	 Tsr2 	3629	4.74	10334.3	1	1	8.33	192
 O89050 	 muskelin 	 Mkln1 	3551	5.07	10364.6	2	1	2.45	735
 Q8K0Z7 	 translational activator of cytochrome c oxidase 1 	 Taco1 	3634	4.72	10384.0	1	1	4.08	294
 Q8VC88 	 grancalcin 	 Gca 	3538	5.13	10528.7	1	1	9.09	220
 Q3TCN2 	 putative phospholipase B-like 2 precursor 	 Plbd2 	3855	3.66	10531.0	1	1	2.02	594
 nan 	 PREDICTED: proteasome subunit beta type-2 isoform X1 	 Psmb2 	3734	4.32	10535.1	1	1	9.37	160
 Q04692 	 SWI/SNF-related matrix-associated actin-dependent regulator of 	 Smarcad1 	3718	4.35	10564.4	3	2	2.55	1021
 Q8BLH7 	 HIRA-interacting protein 3 	 Hirip3 	3724	4.34	10564.4	3	2	3.99	601
 Q8K1C9 	 leucine-rich repeat-containing protein 41 	 Lrrc41 	3517	5.21	10626.8	1	1	1.73	807
 Q8BHC9 	" alpha-(1,3)-fucosyltransferase 11 precursor "	 Fut11 	3836	3.72	10628.1	2	2	4.09	489
 Q9D1L9 	 ragulator complex protein LAMTOR5 	 Lamtor5 	3890	3.44	10644.7	1	1	6.90	145
 Q62276 	 mediator of RNA polymerase II transcription subunit 22 isoform 2 	 Med22 	3892	3.43	10806.7	1	1	5.50	200
 P30282 	 G1/S-specific cyclin-D3 	 Ccnd3 	3732	4.32	10863.1	1	1	7.19	292
 Q64373 	 bcl-2-like protein 1 isoform a 	 Bcl2l1 	3364	5.89	10870.3	1	1	4.29	233
 Q91WR3 	 activating signal cointegrator 1 complex subunit 2 	 Ascc2 	3588	4.93	10912.1	2	2	3.34	749
 Q922M7 	 ashwin 	 AI597479 	3068	7.47	11031.2	1	1	7.33	232
 Q9CPR8 	 non-structural maintenance of chromosomes element 3 homolog 	 Ndnl2 	3560	5.05	11083.0	2	1	3.94	279
 Q8BLR5 	 PH and SEC7 domain-containing protein 4 	 Psd4 	3924	3.26	11124.7	1	1	1.09	1005
 Q9EPQ7 	 stAR-related lipid transfer protein 5 	 Stard5 	3663	4.59	11216.8	1	1	4.23	213
 nan 	 PREDICTED: ankyrin repeat and MYND domain-containing protein 2 	 Ankmy2 	3790	3.94	11238.4	1	1	2.48	444
 Q91YT8 	 CSC1-like protein 1 	 Tmem63a 	3815	3.84	11260.1	2	2	2.61	804
 nan 	 PREDICTED: biotin--protein ligase isoform X1 	 Hlcs 	4112	2.13	11303.4	2	2	3.76	1011
 B2RXR6 	 serine/threonine-protein phosphatase 6 regulatory ankyrin repeat 	 Ankrd44 	3939	3.20	11372.8	1	1	1.61	993
 Q4VBF2 	 R3H domain-containing protein 4 	 R3hdm4 	3773	4.03	11397.3	2	1	7.25	262
 nan 	 PREDICTED: Friend leukemia integration 1 transcription factor 	 Fli1 	4245	1.51	11463.9	1	1	3.10	419
 O88574 	 histone deacetylase complex subunit SAP30 	 Sap30 	3986	2.89	11504.4	1	1	5.00	220
 Q8C6G8 	 WD repeat-containing protein 26 	 Wdr26 	3408	5.70	11519.4	3	3	4.84	641
 P70175 	 disks large homolog 3 isoform 1 	 Dlg3 	3544	5.11	11538.7	1	1	2.36	849
 A2AEY4 	 MAP7 domain-containing protein 3 	 Mtap7d3 	4031	2.60	11657.5	2	1	0.80	876
 P32848 	 parvalbumin alpha 	 Pvalb 	3987	2.89	11721.3	1	1	12.73	110
 Q8JZN7 	 mitochondrial Rho GTPase 2 	 Rhot2 	3875	3.54	11798.4	3	1	2.42	620
 Q9DCT8 	 cysteine-rich protein 2 	 Crip2 	4190	1.68	11852.5	1	1	10.58	208
 O89090 	 transcription factor Sp1 	 Sp1 	4172	1.76	11912.2	1	1	1.02	781
 Q3UHC1 	 rap guanine nucleotide exchange factor 1 isoform 1 	 Rapgef1 	3024	7.71	12110.4	2	2	2.21	1224
 Q9CZ62 	 centrosomal protein of 97 kDa isoform 1 	 Cep97 	3061	7.51	12190.7	3	3	5.72	856
 Q99LJ6 	 glutathione peroxidase 7 precursor 	 Gpx7 	3003	7.83	12253.9	1	1	6.99	186
 Q9D0P8 	 intraflagellar transport protein 27 homolog 	 Ift27 	3795	3.91	12267.7	1	1	5.91	186
 Q8BJA3 	 PREDICTED: homeobox-containing protein 1 isoform X9 	 Hmbox1 	3089	7.34	12461.8	2	1	2.73	403
 O35516 	 neurogenic locus notch homolog protein 2 precursor 	 Notch2 	3930	3.24	12529.8	2	1	0.65	2473
 Q8BIX3 	 ARL14 effector protein 	 Arl14ep 	3742	4.27	12533.1	1	1	5.80	276
 Q9D964 	" glycine amidinotransferase, mitochondrial precursor "	 Gatm 	3923	3.26	12544.3	1	1	4.02	423
 P70704 	 phospholipid-transporting ATPase IA isoform a 	 Atp8a1 	3673	4.55	12602.1	1	1	0.95	1164
 Q91WK5 	" glycine cleavage system H protein, mitochondrial precursor "	 Gcsh 	3520	5.20	12669.1	1	1	5.88	170
 Q9CY94 	 DNA replication complex GINS protein PSF3 	 Gins3 	3424	5.61	12783.5	1	1	6.48	216
 Q9CX48 	 zinc finger CCHC domain-containing protein 10 	 Zcchc10 	3638	4.71	12884.0	1	1	7.30	178
 Q9CY16 	" 28S ribosomal protein S28, mitochondrial "	 Mrps28 	3958	3.11	13036.3	1	1	4.84	186
 Q8CGY8 	 UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 	 Ogt 	3274	6.27	13048.0	1	1	1.83	1036
 G3X8R1 	 kaptin 	 Kptn 	3911	3.33	13056.9	2	1	4.19	430
 F7BJB9 	 MORC family CW-type zinc finger protein 3 	 Morc3 	3497	5.28	13080.1	2	1	2.12	942
 Q8R1K4 	 5-phosphohydroxy-L-lysine phospho-lyase 	 Phykpl 	2917	8.44	13089.3	2	2	4.71	467
 Q8CCK0 	 core histone macro-H2A.2 	 H2afy2 	3045	7.60	13145.4	2	2	5.38	372
 Q99KU0 	 vacuole membrane protein 1 	 Vmp1 	3193	6.73	13236.7	2	2	4.93	406
 Q923X1 	 adhesion G protein-coupled receptor L4 precursor 	 Adgrl4 	3618	4.78	13238.1	2	2	4.19	739
 Q922E4 	 ethanolamine-phosphate cytidylyltransferase 	 Pcyt2 	3895	3.40	13328.4	1	1	2.23	404
 Q8K215 	 LYR motif-containing protein 4 	 Lyrm4 	4098	2.24	13438.1	2	1	8.79	91
 Q6P7W5 	 tRNA-splicing endonuclease subunit Sen2 	 Tsen2 	3575	4.99	13491.2	2	2	3.26	460
 P23708 	 nuclear transcription factor Y subunit alpha isoform b 	 Nfya 	4236	1.53	13554.6	2	1	5.97	318
 Q62158 	 zinc finger protein RFP 	 Trim27 	3385	5.78	13560.9	2	1	2.34	513
 Q8BKH7 	 target of rapamycin complex 2 subunit MAPKAP1 isoform a 	 Mapkap1 	3013	7.78	13631.5	1	1	2.68	522
 P56375 	 acylphosphatase-2 	 Acyp2 	4160	1.79	13645.8	1	1	9.43	106
 Q9DBA9 	 general transcription factor IIH subunit 1 isoform 1 	 Gtf2h1 	4061	2.44	13680.2	3	2	3.44	553
 Q9CZH3 	 proteasome assembly chaperone 3 	 Psmg3 	3646	4.67	13693.1	1	1	12.29	122
 Q80YV2 	 nuclear-interacting partner of ALK isoform 1 	 Zc3hc1 	3372	5.82	13786.3	4	3	9.58	501
 P05132 	 cAMP-dependent protein kinase catalytic subunit alpha isoform 1 	 Prkaca 	3970	3.05	13792.7	3	3	9.69	351
 Q9D0I6 	" WD repeat, SAM and U-box domain-containing protein 1 isoform 1 "	 Wdsub1 	3431	5.58	13861.6	3	2	4.01	474
 Q91YI4 	 beta-arrestin-2 isoform a 	 Arrb2 	3869	3.58	13934.5	1	1	3.09	421
 P46656 	" adrenodoxin, mitochondrial isoform 1 precursor "	 Fdx1 	3917	3.29	13954.6	1	1	4.79	188
 Q9CZ15 	 DNA replication complex GINS protein PSF1 isoform 1 	 Gins1 	3098	7.30	14051.3	1	1	7.14	196
 Q6PGK3 	 uncharacterized protein LOC72658 	 2700097O09Rik 	2777	9.45	14088.7	1	1	4.65	301
 Q8BQZ5 	 cleavage and polyadenylation specificity factor subunit 4 isoform a 	 Cpsf4 	3704	4.44	14089.5	1	1	4.92	244
 Q9EQC8 	 proline-rich protein PRCC 	 Prcc 	3396	5.74	14132.1	2	2	6.92	491
 P56183 	 ribosomal RNA processing protein 1 homolog A 	 Rrp1 	3891	3.43	14198.4	1	1	1.82	494
 Q9D5J6 	 sedoheptulokinase 	 Shpk 	2860	8.87	14201.0	1	1	2.73	476
 P97762 	 retinitis pigmentosa 9 protein homolog 	 Rp9 	3404	5.70	14217.4	1	1	4.69	213
 O88693 	 ceramide glucosyltransferase 	 Ugcg 	4010	2.73	14254.5	3	1	2.03	394
 Q8BM72 	 heat shock 70 kDa protein 13 precursor 	 Hspa13 	3480	5.34	14292.5	1	1	2.55	471
 Q8BU33 	 acetolactate synthase-like protein 	 Ilvbl 	3441	5.53	14294.1	1	1	2.53	632
 Q8BH24 	 transmembrane 9 superfamily member 4 precursor 	 Tm9sf4 	4090	2.27	14305.4	2	2	2.33	643
 P97808 	 FXYD domain-containing ion transport regulator 5 isoform a 	 Fxyd5 	4004	2.78	14338.3	2	1	10.67	178
 Q8BW41 	" protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2 "	 Pomgnt2 	3492	5.30	14369.7	3	3	7.93	580
 Q6PGG6 	 guanine nucleotide-binding protein-like 3-like protein 	 Gnl3l 	3163	6.87	14462.9	3	3	7.80	577
 Q924H2 	 mediator of RNA polymerase II transcription subunit 15 isoform a 	 Med15 	3388	5.77	14464.5	1	1	1.39	789
 Q8BFW4 	 tripartite motif-containing protein 65 	 Trim65 	3586	4.94	14501.8	2	1	1.92	522
 Q9Z0E0 	 neurochondrin 	 Ncdn 	3814	3.84	14531.9	2	1	1.65	729
 Q9CR21 	" acyl carrier protein, mitochondrial precursor "	 Ndufab1 	3982	2.95	14533.7	1	1	5.77	156
 Q6ZWZ2 	 ubiquitin-conjugating enzyme E2 R2 	 Ube2r2 	3601	4.87	14541.4	1	1	4.62	238
 P48453 	 serine/threonine-protein phosphatase 2B catalytic subunit beta 	 Ppp3cb 	3832	3.75	14590.4	2	2	8.57	525
 Q8K1L5 	 protein phosphatase 1 regulatory subunit 11 	 Ppp1r11 	4086	2.29	14635.6	2	1	5.34	131
 Q78RX3 	 small integral membrane protein 12 	 Smim12 	3411	5.68	14672.8	1	1	9.78	92
 Q91VU0 	 protein FAM3C precursor 	 Fam3c 	4257	1.48	14721.3	1	1	3.52	227
 Q91V01 	 lysophospholipid acyltransferase 5 	 Lpcat3 	3867	3.62	14749.7	1	1	2.67	487
 O88393 	 transforming growth factor beta receptor type 3 precursor 	 Tgfbr3 	3893	3.43	14805.4	1	1	1.41	850
 P84084 	 ADP-ribosylation factor 5 	 Arf5 	3887	3.46	14815.6	1	1	5.56	180
 Q80V24 	 transcription cofactor vestigial-like protein 4 	 Vgll4 	3774	4.02	14866.1	1	1	3.48	287
 A0A0U1RNL9 	 PREDICTED: myc-associated zinc finger protein isoform X1 	 Maz 	3812	3.85	14888.0	1	1	1.62	493
 Q9CQN6 	 transmembrane protein 14C 	 Tmem14c 	3959	3.10	14900.8	2	1	9.65	114
 Q9Z0R9 	 fatty acid desaturase 2 	 Fads2 	3106	7.26	14949.4	2	2	6.53	444
 Q9DB60 	 prostamide/prostaglandin F synthase 	 Fam213b 	3787	3.97	15073.2	1	1	5.47	201
 O88746 	 target of Myb protein 1 isoform 1 	 Tom1 	3049	7.57	15081.6	1	1	3.46	492
 Q9CX53 	 gem-associated protein 6 	 Gemin6 	3671	4.57	15209.6	1	1	7.83	166
 D3Z4S3 	 putative peptidyl-tRNA hydrolase PTRHD1 	 Ptrhd1 	3731	4.32	15216.2	1	1	6.43	140
 Q99P81 	 ATP-binding cassette sub-family G member 3 	 Abcg3 	3380	5.80	15438.5	2	1	1.69	650
 Q5SUC9 	" protein SCO1 homolog, mitochondrial "	 Sco1 	2987	7.98	15457.0	1	1	5.63	284
 Q9JI08 	 bridging integrator 3 	 Bin3 	4179	1.71	15487.1	2	2	8.70	253
 Q9JIG8 	 PRA1 family protein 2 	 Praf2 	3339	6.02	15512.4	1	1	6.18	178
 Q9DAI2 	 intraflagellar transport protein 22 homolog 	 Ift22 	3319	6.08	15545.9	2	2	13.51	185
 Q8R059 	 UDP-glucose 4-epimerase 	 Gale 	3963	3.09	15577.1	1	1	3.17	347
 Q9CQZ5 	 NADH dehydrogenase 	 Ndufa6 	3545	5.11	15629.2	1	1	12.21	131
 Q91Z49 	 UAP56-interacting factor isoform 1 	 Fyttd1 	3699	4.46	15639.6	1	1	4.10	317
 P61967 	 AP-1 complex subunit sigma-1A 	 Ap1s1 	2948	8.20	15737.8	2	1	10.13	158
 Q9D0A3 	 arpin 	 Arpin 	3968	3.05	15838.2	1	1	5.31	226
 Q8BGR6 	 ADP-ribosylation factor-like protein 15 	 Arl15 	3469	5.40	15846.8	2	1	5.88	204
 Q9WUZ9 	 ectonucleoside triphosphate diphosphohydrolase 5 isoform a 	 Entpd5 	3072	7.46	15877.1	2	2	5.53	452
 Q9CYI0 	 protein Njmu-R1 	 5730455P16Rik 	3537	5.14	15941.0	1	1	4.07	393
 A0A2I3BPQ5 	 PREDICTED: zinc finger CCCH domain-containing protein 13 isoform X1 	 Zc3h13 	2973	8.07	16015.8	2	2	1.56	1730
 Q8VIM9 	 immunity-related GTPase family Q protein 	 Irgq 	4205	1.60	16075.1	2	2	5.32	583
 D3YUE4 	 protein FAM151B 	 Fam151b 	3446	5.50	16084.7	1	1	5.73	279
 O35623 	 BET1 homolog 	 Bet1 	3336	6.02	16087.8	1	1	9.32	118
 Q91WE6 	 threonylcarbamoyladenosine tRNA methylthiotransferase isoform 1 	 Cdkal1 	3317	6.08	16108.3	2	2	4.50	578
 P31938 	 dual specificity mitogen-activated protein kinase kinase 1 	 Map2k1 	3256	6.35	16149.2	1	1	3.56	393
 Q8BHE8 	" uncharacterized protein C2orf47 homolog, mitochondrial precursor "	 9430016H08Rik 	3229	6.49	16191.6	1	1	3.78	291
 Q923B0 	 gamma-glutamylaminecyclotransferase 	 Ggact 	3257	6.34	16232.9	1	1	6.71	149
 Q9Z2D1 	 myotubularin-related protein 2 	 Mtmr2 	4044	2.53	16283.5	2	1	3.42	643
 Q6S5J6 	 krev interaction trapped protein 1 isoform 1 	 Krit1 	4021	2.67	16291.6	3	3	5.03	736
 P61620 	 protein transport protein Sec61 subunit alpha isoform 1 	 Sec61a1 	3874	3.56	16371.0	1	1	2.10	476
 Q9CXK8 	 60S ribosome subunit biogenesis protein NIP7 homolog isoform 1 	 Nip7 	3515	5.22	16374.8	1	1	7.78	180
 P97825 	 hematological and neurological expressed 1 protein 	 Hn1 	3360	5.91	16392.4	1	1	11.69	154
 A2APV2 	 PREDICTED: formin-like protein 2 isoform X4 	 Fmnl2 	3567	5.04	16428.6	2	2	1.65	1091
 Q62159 	 rho-related GTP-binding protein RhoC precursor 	 Rhoc 	3542	5.11	16438.5	1	1	6.22	193
 Q8R332 	 nucleoporin p58/p45 	 Nupl1 	3171	6.85	16475.5	1	1	2.21	587
 Q8JZY2 	 COMM domain-containing protein 10 	 Commd10 	4145	1.86	16567.2	2	2	7.92	202
 Q8R2K1 	 fucose mutarotase isoform 2 	 Fuom 	2945	8.22	16594.4	1	1	7.45	161
 Q9D2V8 	 major facilitator superfamily domain-containing protein 10 	 Mfsd10 	3749	4.21	16602.2	1	1	2.41	456
 P02798 	 metallothionein-2 	 Mt2 	3841	3.72	16680.8	2	1	13.11	61
 Q8BZ20 	 poly 	 Parp12 	4070	2.41	16692.6	1	1	1.41	711
 P58802 	 TBC1 domain family member 10A 	 Tbc1d10a 	3885	3.46	16700.9	2	2	5.00	500
 Q9ERU3 	 zinc finger protein 22 	 Zfp422 	4142	1.87	16725.6	4	3	11.81	237
 Q9D8Z2 	 TP53-regulated inhibitor of apoptosis 1 	 Triap1 	3953	3.12	16736.2	1	1	18.42	76
 P28301 	 protein-lysine 6-oxidase preproprotein 	 Lox 	4219	1.56	16758.4	3	1	1.70	411
 Q3U7K7 	 E3 ubiquitin-protein ligase TRIM21 	 Trim21 	3181	6.79	16758.9	4	2	3.90	462
 P62488 	 DNA-directed RNA polymerase II subunit RPB7 	 Polr2g 	3450	5.48	16787.9	1	1	6.40	172
 Q9Z205 	 DNA-binding protein RFXANK isoform 1 	 Rfxank 	3657	4.62	16859.4	3	1	5.20	269
 Q99J45 	 nuclear receptor-binding protein 	 Nrbp1 	3294	6.17	16883.2	1	1	2.80	535
 Q9DCE5 	 p21-activated protein kinase-interacting protein 1 	 Pak1ip1 	2875	8.77	16885.5	1	1	4.45	382
 Q8BJW5 	 nucleolar protein 11 isoform 1 	 Nol11 	3861	3.64	16893.3	1	1	1.52	723
