UniprotID	ProteinName	GeneName	Rank	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
 Q9JHU9 	 inositol-3-phosphate synthase 1 	 Isyna1 	1787	6.62	3589.6	1	1	2.33	557
 Q9EP71 	 ankycorbin 	 Rai14 	2465	1.67	3685.4	1	1	1.43	979
 Q8BM55 	 transmembrane protein 214 	 Tmem214 	2310	2.82	3713.3	1	1	2.33	687
 O09005 	 sphingolipid delta(4)-desaturase DES1 	 Degs1 	2122	4.71	3717.7	1	1	4.95	323
 Q9Z1J3 	" cysteine desulfurase, mitochondrial "	 Nfs1 	1994	5.53	3948.6	1	1	4.79	459
 Q8BY89 	 choline transporter-like protein 2 isoform 2 	 Slc44a2 	2311	2.81	3964.1	1	1	1.56	706
 Q99JW2 	 aminoacylase-1 	 Acy1 	2445	1.77	4024.2	1	1	2.70	408
 O70145 	 neutrophil cytosol factor 2 	 Ncf2 	1943	5.80	4110.1	2	1	2.10	525
 Q923B0 	 gamma-glutamylaminecyclotransferase 	 Ggact 	2421	1.87	4117.0	2	1	6.71	149
 P62046 	 leucine-rich repeat and calponin homology domain-containing protein 	 Lrch1 	1758	6.75	4171.6	1	1	2.26	709
 P97931 	 uracil-DNA glycosylase isoform a 	 Ung 	2368	2.23	4258.3	1	1	5.56	306
 Q8R409 	 protein HEXIM1 	 Hexim1 	2187	4.09	4308.8	1	1	4.78	356
 G3X970 	 zona pellucida sperm-binding protein 3 receptor precursor 	 Zp3r 	2457	1.72	4421.0	1	1	1.73	579
 P05063 	 fructose-bisphosphate aldolase C 	 Aldoc 	2447	1.76	4449.3	2	2	5.51	363
 Q91VR8 	 protein BRICK1 	 Brk1 	2092	4.89	4452.5	1	1	14.67	75
 Q80ZH7 	 DNA ligase 3 isoform a 	 Lig3 	2248	3.46	4474.4	2	2	2.47	1012
 Q9R1Q7 	 proteolipid protein 2 	 Plp2 	1953	5.72	4571.8	1	1	7.89	152
 Q9D1C9 	 ribosomal RNA-processing protein 7 homolog A 	 Rrp7a 	2034	5.34	4673.9	1	1	4.64	280
 Q9DAI2 	 intraflagellar transport protein 22 homolog 	 Ift22 	2483	1.53	4759.6	2	1	5.95	185
 Q8BFW7 	 lipoma-preferred partner homolog isoform 1 	 Lpp 	2042	5.28	5003.3	1	1	2.45	613
 P61022 	 calcineurin B homologous protein 1 	 Chp1 	2324	2.65	5050.7	1	1	10.26	195
 Q8BH24 	 transmembrane 9 superfamily member 4 precursor 	 Tm9sf4 	2101	4.85	5176.0	1	1	3.11	643
 Q8R1G6 	 PDZ and LIM domain protein 2 	 Pdlim2 	2228	3.65	5234.8	1	1	4.01	349
 O35902 	 desmoglein-3 preproprotein 	 Dsg3 	2290	3.01	5302.5	2	1	0.70	993
 Q3TIU4 	" 2',5'-phosphodiesterase 12 "	 Pde12 	2354	2.42	5412.9	1	1	2.30	608
 Q8BQ47 	 protein canopy homolog 4 precursor 	 Cnpy4 	1878	6.21	5475.1	1	1	5.31	245
 Q80UJ7 	 rab3 GTPase-activating protein catalytic subunit 	 Rab3gap1 	2305	2.88	5580.8	2	1	1.73	981
 A2APY7 	 NADH dehydrogenase 	 Ndufaf5 	2076	5.03	5630.1	2	1	3.50	343
 A2ACM0 	 regulatory-associated protein of mTOR isoform 1 	 Rptor 	2041	5.29	5638.1	1	1	1.35	1335
 P49446 	 receptor-type tyrosine-protein phosphatase epsilon isoform a 	 Ptpre 	1756	6.75	5998.1	1	1	1.67	719
 Q8K296 	 PREDICTED: myotubularin-related protein 3 isoform X2 	 Mtmr3 	2381	2.13	6162.7	1	1	1.09	1196
 Q8R001 	 microtubule-associated protein RP/EB family member 2 isoform 1 	 Mapre2 	1988	5.56	6173.2	1	1	5.21	326
 Q9JIX0 	 transcription and mRNA export factor ENY2 	 Eny2 	2129	4.63	6174.3	2	1	16.83	101
 Q9JHC9 	 ETS-related transcription factor Elf-2 isoform 4 	 Elf2 	1869	6.24	6213.3	2	2	6.38	533
 Q9CZ15 	 DNA replication complex GINS protein PSF1 isoform 1 	 Gins1 	2359	2.36	6436.1	1	1	7.14	196
 Q9D1I5 	" methylmalonyl-CoA epimerase, mitochondrial precursor "	 Mcee 	2098	4.87	6568.3	1	1	6.74	178
 P55288 	 cadherin-11 preproprotein 	 Cdh11 	1542	7.86	6682.9	1	1	1.76	796
 Q920R0 	 alsin isoform 1 	 Als2 	2263	3.30	6697.9	4	1	1.09	1651
 P97480 	 eyes absent homolog 3 isoform 2 	 Eya3 	2125	4.67	6738.2	1	1	3.53	510
 Q7TMW6 	 cytosolic Fe-S cluster assembly factor NARFL 	 Narfl 	2193	4.03	6751.4	2	1	2.73	476
 Q9CZP5 	 mitochondrial chaperone BCS1 	 Bcs1l 	2348	2.47	6766.4	1	1	2.39	418
 Q05D44 	 eukaryotic translation initiation factor 5B 	 Eif5b 	1772	6.68	6786.4	2	2	2.14	1216
 Q8K3A9 	 7SK snRNA methylphosphate capping enzyme 	 Mepce 	1719	6.93	6809.2	1	1	1.95	666
 Q922M7 	 ashwin 	 AI597479 	2106	4.81	6857.5	1	1	7.33	232
 Q3U1F9 	 phosphoprotein associated with glycosphingolipid-enriched 	 Pag1 	1630	7.34	6862.3	1	1	4.20	429
 P08101 	 low affinity immunoglobulin gamma Fc region receptor II-b isoform 2 	 Fcgr2b 	2232	3.61	6872.3	1	1	4.44	293
 P43346 	 deoxycytidine kinase 	 Dck 	2414	1.89	6891.8	1	1	4.23	260
 Q9CQE9 	 FLYWCH family member 2 	 Flywch2 	1586	7.61	6930.2	1	1	13.67	139
 Q8BTE0 	" succinate dehydrogenase assembly factor 4, mitochondrial precursor "	 Sdhaf4 	1861	6.27	7063.3	1	1	9.62	104
 P50171 	 estradiol 17-beta-dehydrogenase 8 	 H2-Ke6 	1818	6.49	7177.6	1	1	8.88	259
 Q8BIP0 	" aspartate--tRNA ligase, mitochondrial precursor "	 Dars2 	2346	2.49	7303.6	2	2	5.51	653
 Q6P4S6 	 serine/threonine-protein kinase SIK3 	 Sik3 	1707	6.98	7452.5	1	1	1.75	1369
 Q3UDK1 	 TRAF-type zinc finger domain-containing protein 1 isoform 1 	 Trafd1 	2254	3.42	7466.5	1	1	3.62	580
 Q91WD5 	 NADH dehydrogenase 	 Ndufs2 	2246	3.51	7644.9	1	1	2.59	463
 Q3TYI2 	 DNA-directed RNA polymerase II subunit RPB11 	 Polr2j 	2398	1.97	7656.1	1	1	9.40	117
 Q3TV70 	 nuclear receptor 2C2-associated protein isoform 1 	 Nr2c2ap 	2084	4.96	7692.5	1	1	8.57	140
 Q3UH60 	 disco-interacting protein 2 homolog B isoform 1 	 Dip2b 	2350	2.44	7798.6	1	1	1.14	1574
 P54726 	 UV excision repair protein RAD23 homolog A isoform 1 	 Rad23a 	1877	6.22	7804.2	1	1	4.68	363
 Q8VDC0 	" probable leucine--tRNA ligase, mitochondrial "	 Lars2 	2386	2.11	7829.0	2	2	3.55	902
 Q9D0M1 	 phosphoribosyl pyrophosphate synthase-associated protein 1 	 Prpsap1 	1951	5.72	7876.4	1	1	3.64	385
 P14429 	" H-2 class I histocompatibility antigen, Q7 alpha chain isoform 1 "	 H2-Q7 	1660	7.23	8035.3	1	1	3.89	334
 Q99M87 	" dnaJ homolog subfamily A member 3, mitochondrial isoform 2 "	 Dnaja3 	2244	3.52	8142.5	2	2	5.30	453
 Q9D868 	 peptidyl-prolyl cis-trans isomerase H isoform 2 	 Ppih 	2484	1.53	8201.4	1	1	5.32	188
 Q9CQA6 	 coiled-coil-helix-coiled-coil-helix domain-containing protein 1 	 Chchd1 	2040	5.31	8222.3	1	1	13.56	118
 Q9QYB5 	 gamma-adducin isoform a 	 Add3 	1931	5.85	8375.7	1	1	2.83	706
 Q9EPE9 	 manganese-transporting ATPase 13A1 	 Atp13a1 	1881	6.19	8505.8	1	1	1.33	1200
 Q60960 	 importin subunit alpha-5 	 Kpna1 	2236	3.58	8533.5	3	2	4.65	538
 Q8C878 	 NEDD8-activating enzyme E1 catalytic subunit isoform 1 	 Uba3 	1499	8.19	8733.7	1	1	5.19	462
 Q9ET26 	 E3 ubiquitin-protein ligase RNF114 	 Rnf114 	2343	2.52	8745.8	1	1	5.24	229
 Q9CY16 	" 28S ribosomal protein S28, mitochondrial "	 Mrps28 	2095	4.88	8848.1	1	1	4.84	186
 Q9CYI4 	 putative RNA-binding protein Luc7-like 1 isoform 2 	 Luc7l 	1965	5.66	8848.6	2	2	7.01	371
 Q8C129 	 leucyl-cystinyl aminopeptidase 	 Lnpep 	2377	2.17	8964.7	1	1	1.27	1025
 Q9DB27 	 PREDICTED: malignant T-cell-amplified sequence 1 isoform X1 	 Mcts1 	2336	2.55	8989.7	1	1	5.49	182
 Q9CQZ1 	 heat shock factor-binding protein 1 	 Hsbp1 	2207	3.87	9134.8	1	1	14.47	76
 Q9Z104 	 SWI/SNF-related matrix-associated actin-dependent regulator of 	 Hmg20b 	2370	2.21	9138.0	2	2	6.31	317
 Q9DC71 	" 28S ribosomal protein S15, mitochondrial precursor "	 Mrps15 	1897	6.08	9278.6	2	1	5.81	258
 Q91WT4 	 dnaJ homolog subfamily C member 17 	 Dnajc17 	2009	5.47	9315.9	2	1	6.93	303
 Q3UA37 	 glutamine-rich protein 1 	 Qrich1 	2327	2.62	9347.2	3	1	1.03	777
 Q91VL8 	 telomeric repeat-binding factor 2-interacting protein 1 	 Terf2ip 	1163	12.17	9588.7	4	2	7.63	393
 Q9D211 	 CDKN2AIP N-terminal-like protein 	 Cdkn2aipnl 	2142	4.55	9806.9	1	1	8.62	116
 D3Z7X0 	" acyl-Coenzyme A dehydrogenase family, member 10-like "	 Acad12 	2451	1.75	9851.3	2	2	4.32	555
 Q7TMR0 	 lysosomal Pro-X carboxypeptidase precursor 	 Prcp 	2265	3.30	9951.5	1	1	2.85	491
 Q91ZF0 	 dnaJ homolog subfamily C member 24 	 Dnajc24 	2400	1.96	10035.5	1	1	6.08	148
 Q9DBC3 	 cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 	 Cmtr1 	1845	6.36	10156.2	1	1	1.79	837
 P17439 	 glucosylceramidase precursor 	 Gba 	2083	4.96	10266.6	2	2	4.85	515
 P56379 	 6.8 kDa mitochondrial proteolipid 	 2010107E04Rik 	2151	4.47	10309.8	1	1	13.79	58
 Q9D8T2 	 gasdermin-D 	 Gsdmd 	2055	5.21	10330.4	1	1	2.46	487
 Q91YJ2 	 sorting nexin-4 	 Snx4 	2240	3.56	10340.1	1	1	3.11	450
 Q924M7 	 mannose-6-phosphate isomerase 	 Mpi 	2266	3.29	10373.4	3	3	9.93	423
 Q8BKZ9 	" pyruvate dehydrogenase protein X component, mitochondrial "	 Pdhx 	2454	1.73	10394.5	1	1	1.80	501
 Q18PI6 	 SLAM family member 5 isoform 1 precursor 	 Cd84 	2103	4.83	10479.7	1	1	3.65	329
 P15105 	 glutamine synthetase 	 Glul 	2272	3.25	10510.5	2	2	4.29	373
 Q7TNG8 	" probable D-lactate dehydrogenase, mitochondrial "	 Ldhd 	2109	4.80	10626.9	1	1	3.10	484
 P62835 	 ras-related protein Rap-1A precursor 	 Rap1a 	2133	4.60	10689.8	1	1	7.07	184
 Q8BHZ0 	 protein FAM49A 	 Fam49a 	2104	4.83	10710.1	1	1	4.33	323
 Q8C6E0 	 cilia- and flagella-associated protein 36 	 Cfap36 	2067	5.11	10715.8	3	2	8.75	343
 Q9QZM0 	 ubiquilin-2 	 Ubqln2 	2172	4.18	10749.6	2	1	3.13	638
 Q9CPP6 	 NADH dehydrogenase 	 Ndufa5 	2294	3.00	10893.9	2	1	7.76	116
 O88952 	 protein lin-7 homolog C 	 Lin7c 	2333	2.58	10921.5	2	2	11.17	197
 Q149F1 	 RNA pseudouridylate synthase domain-containing protein 2 	 Rpusd2 	2385	2.11	10945.1	2	1	2.71	553
 Q9CR27 	 WASH complex subunit CCDC53 isoform 1 	 Ccdc53 	2022	5.41	10981.5	1	1	7.22	194
 Q9JIM1 	 equilibrative nucleoside transporter 1 isoform 1 	 Slc29a1 	2018	5.44	11045.4	2	1	2.61	460
 Q9D115 	 zinc finger protein 706 	 Zfp706 	2186	4.09	11055.2	2	1	14.47	76
 Q8R3Q6 	 coiled-coil domain-containing protein 58 isoform 1 	 Ccdc58 	2307	2.86	11146.0	1	1	6.25	144
 Q3UKC1 	 tax1-binding protein 1 homolog 	 Tax1bp1 	1659	7.23	11167.4	3	3	6.14	814
 P62267 	 40S ribosomal protein S23 	 Rps23 	1757	6.75	11169.9	1	1	7.69	143
 Q9Z0S1 	" 3'(2'),5'-bisphosphate nucleotidase 1 "	 Bpnt1 	2093	4.89	11176.1	1	1	4.55	308
 Q9D2U9 	 histone H2B type 3-A 	 Hist3h2ba 	2388	2.08	11224.0	2	1	7.14	126
 P61458 	 pterin-4-alpha-carbinolamine dehydratase 	 Pcbd1 	2059	5.16	11293.0	1	1	12.50	104
 Q9D8T7 	" SRA stem-loop-interacting RNA-binding protein, mitochondrial "	 Slirp 	2367	2.23	11351.1	2	1	6.25	112
 Q80ZM5 	" H1 histone family, member X "	 H1fx 	2314	2.78	11415.7	2	2	11.70	188
 Q91WC0 	 histone-lysine N-methyltransferase setd3 	 Setd3 	1625	7.37	11423.4	3	1	2.02	594
 P50429 	 arylsulfatase B precursor 	 Arsb 	2127	4.65	11547.2	2	2	3.56	534
 Q9WVH4 	 forkhead box protein O3 	 Foxo3 	1690	7.05	11550.4	2	2	4.02	672
 Q56A10 	 zinc finger protein 608 	 Zfp608 	1968	5.65	11587.2	2	2	1.46	1511
 Q8BL66 	 early endosome antigen 1 	 Eea1 	2394	1.99	11634.8	3	3	2.41	1411
 P0C0A3 	 charged multivesicular body protein 6 	 Chmp6 	2074	5.05	11691.8	1	1	6.50	200
 P45377 	 aldose reductase-related protein 2 	 Akr1b8 	2469	1.65	11701.8	2	2	6.65	316
 Q91VA7 	 isocitrate dehydrogenase 	 Idh3b 	1955	5.71	11726.2	2	2	5.99	384
 Q9CWU9 	 nucleoporin Nup37 	 Nup37 	2455	1.73	11778.9	2	1	5.21	326
 O88811 	 signal transducing adapter molecule 2 	 Stam2 	1632	7.33	11833.7	3	3	8.03	523
 P52480 	 pyruvate kinase PKM isoform M1 	 Pkm 	2293	3.00	11895.2	1	1	1.51	531
 Q9JLR9 	" HIG1 domain family member 1A, mitochondrial "	 Higd1a 	1442	8.62	12044.3	2	1	18.95	95
 P18608 	 non-histone chromosomal protein HMG-14 	 Hmgn1 	1391	9.15	12077.4	1	1	31.25	96
 P70444 	 BH3-interacting domain death agonist 	 Bid 	1851	6.32	12126.0	1	1	8.72	195
 Q9CRD0 	 OCIA domain-containing protein 1 isoform 1 	 Ociad1 	1836	6.42	12175.2	1	1	8.91	247
 Q9DB29 	 isoamyl acetate-hydrolyzing esterase 1 homolog 	 Iah1 	1682	7.10	12228.6	1	1	6.43	249
 D3Z4S3 	 putative peptidyl-tRNA hydrolase PTRHD1 	 Ptrhd1 	2182	4.14	12246.9	1	1	8.57	140
 Q9DCH6 	 AN1-type zinc finger protein 6 	 Zfand6 	2188	4.08	12260.3	1	1	5.38	223
 Q9Z0R4 	 intersectin-1 isoform 1 	 Itsn1 	1546	7.83	12275.8	4	4	2.10	1714
 Q9CQQ7 	" ATP synthase F(0) complex subunit B1, mitochondrial isoform 1 "	 Atp5f1 	1916	5.92	12277.7	1	1	3.91	256
 Q61578 	" NADPH:adrenodoxin oxidoreductase, mitochondrial precursor "	 Fdxr 	1966	5.66	12285.2	1	1	2.83	494
 P51949 	 CDK-activating kinase assembly factor MAT1 	 Mnat1 	1967	5.65	12313.9	2	1	3.56	309
 Q9D3P8 	 plasminogen receptor (KT) 	 Plgrkt 	1890	6.13	12549.6	1	1	6.80	147
 Q9ES52 	" phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1 isoform 1 "	 Inpp5d 	2174	4.17	12588.4	4	3	2.77	1191
 Q9D198 	 pre-mRNA-splicing factor SYF2 	 Syf2 	2156	4.42	12624.9	2	2	15.70	242
 Q9CQN7 	" 39S ribosomal protein L41, mitochondrial precursor "	 Mrpl41 	1727	6.90	12681.4	1	1	9.63	135
 Q9D0F6 	 replication factor C subunit 5 	 Rfc5 	2051	5.23	12894.6	1	1	4.42	339
 Q61112 	 45 kDa calcium-binding protein isoform 1 precursor 	 Sdf4 	1946	5.79	12989.0	1	1	2.77	361
 Q8VBT0 	 thioredoxin-related transmembrane protein 1 precursor 	 Tmx1 	2066	5.11	12994.6	1	1	3.24	278
 Q9R078 	 5'-AMP-activated protein kinase subunit beta-1 	 Prkab1 	2318	2.71	13237.1	2	2	10.37	270
 P68181 	 cAMP-dependent protein kinase catalytic subunit beta isoform 4 	 Prkacb 	2345	2.49	13270.2	1	1	2.26	398
 Q9JI48 	 placenta-specific gene 8 protein 	 Plac8 	1583	7.62	13310.6	1	1	13.39	112
 Q921X9 	 protein disulfide-isomerase A5 precursor 	 Pdia5 	2475	1.60	13317.4	2	1	2.13	517
 Q07813 	 apoptosis regulator BAX 	 Bax 	1729	6.90	13331.8	2	1	10.42	192
 P52875 	 transmembrane protein 165 precursor 	 Tmem165 	2380	2.14	13342.3	2	1	5.57	323
 Q9D6T0 	 nitric oxide synthase-interacting protein isoform 1 	 Nosip 	1420	8.80	13414.8	1	1	6.98	301
 O70152 	 dolichol-phosphate mannosyltransferase subunit 1 isoform 1 	 Dpm1 	2472	1.63	13424.2	1	1	4.23	260
 P52432 	 DNA-directed RNA polymerases I and III subunit RPAC1 	 Polr1c 	2250	3.44	13441.0	3	2	6.94	346
 Q60876 	 eukaryotic translation initiation factor 4E-binding protein 1 	 Eif4ebp1 	1977	5.62	13478.7	1	1	10.26	117
 Q9DD18 	 D-tyrosyl-tRNA(Tyr) deacylase 1 	 Dtd1 	2460	1.71	13653.2	1	1	7.66	209
 Q8C0E2 	 vacuolar protein sorting-associated protein 26B 	 Vps26b 	1883	6.16	13701.5	1	1	3.87	336
 Q0VBL3 	 putative RNA-binding protein 15 	 Rbm15 	1261	10.87	13726.4	2	2	3.64	962
 Q80WQ2 	 protein VAC14 homolog 	 Vac14 	2320	2.70	13730.0	1	1	1.66	782
 Q8R5C5 	 beta-centractin 	 Actr1b 	1963	5.67	13751.9	1	1	4.52	376
 P29788 	 vitronectin precursor 	 Vtn 	2089	4.91	13768.4	2	2	5.44	478
 Q0GUM3 	 predicted gene 12250 	 Gm12250 	2390	2.07	13792.0	5	2	6.23	417
 O09117 	 synaptophysin-like protein 1 isoform 1 	 Sypl 	2378	2.16	13796.5	1	1	3.45	261
 Q65Z40 	 wings apart-like protein homolog isoform 1 	 Wapl 	1874	6.23	13805.1	3	1	0.92	1200
 Q80Y81 	 zinc phosphodiesterase ELAC protein 2 	 Elac2 	1362	9.43	13826.0	2	2	2.65	831
 Q9DBH5 	 vesicular integral-membrane protein VIP36 precursor 	 Lman2 	1422	8.80	13870.6	2	2	5.59	358
 Q8BUI3 	 leucine-rich repeat and WD repeat-containing protein 1 	 Lrwd1 	2319	2.71	13951.7	2	2	4.32	648
 Q8BH97 	 reticulocalbin-3 precursor 	 Rcn3 	2004	5.49	14011.3	2	1	3.96	328
 Q91W67 	 ubiquitin-like protein 7 	 Ubl7 	2132	4.60	14051.6	1	1	2.63	380
 Q9Z0H1 	 WD repeat-containing protein 46 	 Wdr46 	1858	6.29	14124.0	2	1	1.77	622
 Q9JLV5 	 cullin-3 isoform 1 	 Cul3 	2238	3.57	14233.3	2	2	2.86	768
 O88532 	 zinc finger RNA-binding protein 	 Zfr 	1750	6.79	14241.9	2	1	1.30	1074
 Q91WK5 	" glycine cleavage system H protein, mitochondrial precursor "	 Gcsh 	2213	3.84	14283.4	1	1	5.88	170
 Q9WU40 	 inner nuclear membrane protein Man1 	 Lemd3 	2053	5.22	14312.5	3	1	2.83	918
 Q8VD62 	 UPF0696 protein C11orf68 homolog isoform a 	 AI837181 	1726	6.91	14332.5	1	1	4.36	298
 Q9D880 	 mitochondrial import inner membrane translocase subunit TIM50 	 Timm50 	2203	3.93	14405.5	1	1	3.12	353
 Q62311 	 transcription initiation factor TFIID subunit 6 	 Taf6 	2081	4.97	14426.4	3	1	3.24	678
 A2RTL5 	 arginine/serine-rich coiled-coil protein 2 	 Rsrc2 	2478	1.58	14514.2	1	1	3.23	434
 P62878 	 E3 ubiquitin-protein ligase RBX1 	 Rbx1 	1913	5.97	14533.7	1	1	16.67	108
 G5E870 	 E3 ubiquitin-protein ligase TRIP12 	 Trip12 	1895	6.09	14544.1	3	2	1.04	2025
 P63087 	 PREDICTED: serine/threonine-protein phosphatase PP1-gamma catalytic 	 Gm5601 	2384	2.12	14576.7	1	1	2.67	337
 Q9R062 	 glycogenin-1 	 Gyg 	1373	9.36	14609.1	2	1	4.80	333
 Q923D4 	 splicing factor 3B subunit 5 	 Sf3b5 	1558	7.75	14623.9	1	1	17.44	86
 Q80ZQ9 	 protein Simiate 	 Fam206a 	1732	6.87	14711.5	1	1	9.33	193
 Q9CY94 	 DNA replication complex GINS protein PSF3 	 Gins3 	2021	5.41	14711.5	1	1	6.48	216
 Q9Z0H3 	 SWI/SNF-related matrix-associated actin-dependent regulator of 	 Smarcb1 	1786	6.63	14715.7	1	1	3.38	385
 Q62384 	 zinc finger protein ZPR1 	 Zpr1 	2304	2.90	14750.6	2	1	3.49	459
 Q8CG76 	 aflatoxin B1 aldehyde reductase member 2 	 Akr7a5 	1327	9.91	14933.5	6	2	7.08	367
 Q810B6 	 rabankyrin-5 	 Ankfy1 	2237	3.57	15004.3	1	1	1.11	1169
 P45591 	 cofilin-2 	 Cfl2 	2153	4.46	15021.7	3	1	12.05	166
 Q91YJ3 	 thymocyte nuclear protein 1 isoform 1 	 Thyn1 	2268	3.28	15030.6	2	2	9.73	226
 Q9DCM2 	 glutathione S-transferase kappa 1 	 Gstk1 	2134	4.60	15041.5	1	1	4.42	226
 Q8K2F0 	 bromodomain-containing protein 3 isoform 2 	 Brd3 	2222	3.73	15071.7	4	2	3.86	726
 Q9DB96 	 neuroguidin 	 Ngdn 	1938	5.83	15073.1	1	1	4.44	315
 Q6IRU5 	 clathrin light chain B 	 Cltb 	2199	3.98	15124.3	1	1	4.74	211
 Q9CZR8 	" elongation factor Ts, mitochondrial precursor "	 Tsfm 	1989	5.56	15174.4	1	1	3.09	324
 P62305 	 small nuclear ribonucleoprotein E 	 Snrpe 	2223	3.73	15227.8	1	1	13.04	92
 Q6PFD9 	 nuclear pore complex protein Nup98-Nup96 isoform 1 precursor 	 Nup98 	2375	2.17	15229.4	2	2	1.32	1816
 Q8BWF0 	" succinate-semialdehyde dehydrogenase, mitochondrial precursor "	 Aldh5a1 	2154	4.45	15235.4	1	1	2.49	523
 Q9WU79 	" proline dehydrogenase 1, mitochondrial precursor "	 Prodh 	1572	7.68	15236.6	1	1	2.00	599
 C0HKG5 	 ribonuclease T2 precursor 	 Rnaset2a 	1760	6.74	15310.2	1	1	3.86	259
 O35218 	 cleavage and polyadenylation specificity factor subunit 2 	 Cpsf2 	2220	3.75	15331.9	2	1	1.41	782
 Q9CQ40 	" 39S ribosomal protein L49, mitochondrial "	 Mrpl49 	2090	4.90	15501.6	2	1	8.43	166
 P35486 	" pyruvate dehydrogenase E1 component subunit alpha, somatic form "	 Pdha1 	1698	7.03	15527.1	1	1	3.33	390
 Q8BH74 	 nuclear pore complex protein Nup107 	 Nup107 	1397	9.11	15585.3	2	1	1.84	926
 P53395 	 lipoamide acyltransferase component of branched-chain alpha-keto 	 Dbt 	2006	5.48	15672.6	2	2	5.39	482
 P30285 	 cyclin-dependent kinase 4 	 Cdk4 	1754	6.77	15707.5	1	1	5.61	303
 P48025 	 tyrosine-protein kinase SYK 	 Syk 	2038	5.32	15818.7	2	2	4.29	629
 Q8BGB5 	 LIM domain-containing protein 2 	 Limd2 	1694	7.05	15823.8	1	1	13.28	128
 Q9Z2D8 	 methyl-CpG-binding domain protein 3 isoform 1 	 Mbd3 	1771	6.68	15895.7	1	1	4.91	285
 Q9D1I6 	" 39S ribosomal protein L14, mitochondrial precursor "	 Mrpl14 	2291	3.01	15927.3	1	1	13.10	145
 Q2EMV9 	 poly 	 Parp14 	2003	5.49	15970.2	2	2	1.43	1817
 O35343 	 importin subunit alpha-3 	 Kpna4 	2279	3.12	16085.6	3	1	2.69	521
 Q8BFQ8 	 Parkinson disease 7 domain-containing protein 1 precursor 	 Pddc1 	1230	11.42	16133.4	3	2	10.45	220
 P17426 	 AP-2 complex subunit alpha-1 isoform a 	 Ap2a1 	2037	5.33	16157.9	1	1	1.13	977
