UniprotID	ProteinName	GeneName	Rank	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
 Q60898 	 src-like-adapter isoform a 	 Sla 	4159	3.06	1129378.0	8	3	22.56	297
 E9Q7L1 	 unhealthy ribosome biogenesis protein 2 homolog 	 Urb2 	2899	8.11	233566.3	7	5	4.33	1524
 Q80YR5 	 scaffold attachment factor B2 	 Safb2 	309	57.96	1434082.0	32	18	17.76	991
 A0AUN0 	 SEC23-interacting protein 	 Sec23ip 	1642	17.91	442439.1	8	6	8.72	998
 Q0P678 	 zinc finger CCCH domain-containing protein 18 isoform b 	 Zc3h18 	473	47.20	753554.7	18	14	22.89	948
 Q8R3F5 	" malonyl-CoA-acyl carrier protein transacylase, mitochondrial "	 Mcat 	2150	12.85	140881.2	3	3	14.17	381
 Q99LY9 	 NADH dehydrogenase 	 Ndufs5 	3364	6.18	138031.7	2	2	22.64	106
 Q9ESX5 	 H/ACA ribonucleoprotein complex subunit 4 	 Dkc1 	145	83.58	2137438.6	31	10	20.83	509
 Q8BKX6 	 serine/threonine-protein kinase SMG1 	 Smg1 	939	29.15	578072.8	11	11	4.84	3658
 Q3UJU9 	 regulator of microtubule dynamics protein 3 	 Rmdn3 	1902	15.07	154440.8	3	3	11.28	470
 Q3U0V2 	 tumor necrosis factor receptor type 1-associated DEATH domain 	 Tradd 	1936	14.84	235016.2	5	4	22.58	310
 Q3UQA7 	 selenoprotein H 	 2700094K13Rik 	3519	5.65	336134.9	5	2	11.21	116
 Q3B7Z2 	 oxysterol-binding protein 1 	 Osbp 	706	36.18	858073.1	17	13	24.72	805
 Q8R151 	 NFX1-type zinc finger-containing protein 1 isoform a 	 Znfx1 	2957	7.80	818289.2	15	11	8.12	1909
 Q3UYV9 	 nuclear cap-binding protein subunit 1 	 Ncbp1 	1979	14.47	532601.7	10	8	13.80	790
 Q14AI6 	 RNA pseudouridylate synthase domain-containing protein 3 	 Rpusd3 	3239	6.63	89262.2	2	2	7.27	344
 B9EJ80 	 PDZ domain-containing protein 8 	 Pdzd8 	3151	6.94	494333.1	13	8	9.15	1147
 Q3UGS4 	 protein FAM195B 	 Fam195b 	3503	5.71	265399.2	6	4	44.33	97
 Q80V62 	 Fanconi anemia group D2 protein homolog 	 Fancd2 	4343	2.37	340527.0	8	8	6.69	1450
 Q3TRM8 	 hexokinase-3 isoform 1 	 Hk3 	650	38.22	607942.7	10	7	11.50	922
 Q3TER3 	 spermatogenesis-associated protein 5-like protein 1 	 Spata5l1 	3417	5.97	85203.1	1	1	2.54	747
 Q3UMR5 	" calcium uniporter protein, mitochondrial precursor "	 Mcu 	1858	15.44	291994.1	4	3	12.86	350
 Q6A0A9 	 constitutive coactivator of PPAR-gamma-like protein 1 	 Fam120a 	440	48.93	1433780.8	22	15	18.97	1112
 Q3TWL2 	" type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase isoform "	 Tmem55b 	2855	8.37	135604.0	3	3	11.27	284
 A0A0A0MQ73 	 histone-lysine N-methyltransferase 2D 	 Kmt2d 	1429	20.54	1518180.2	30	25	7.32	5588
 Q3UNZ8 	 quinone oxidoreductase-like protein 2 	 BC026585 	1602	18.30	584530.6	8	5	29.71	350
 Q3TW96 	 UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 	 Uap1l1 	1012	27.55	340577.1	8	6	13.02	507
 Q6NZQ2 	 probable ATP-dependent RNA helicase DDX31 	 Ddx31 	1087	25.88	580883.0	11	9	24.45	687
 Q3U0X6 	 zinc finger protein 217 	 Zfp217 	2533	10.22	430729.1	17	9	10.85	1041
 Q3THK7 	 GMP synthase 	 Gmps 	260	63.31	959262.9	18	12	26.84	693
 Q3UHX2 	 28 kDa heat- and acid-stable phosphoprotein 	 Pdap1 	2701	9.29	253013.6	7	5	38.12	181
 Q3UM29 	 conserved oligomeric Golgi complex subunit 7 	 Cog7 	2686	9.35	172820.9	5	5	7.14	770
 A3KMP2 	 tetratricopeptide repeat protein 38 	 Ttc38 	1539	18.97	665678.2	9	7	22.37	465
 G3UVV3 	 zinc finger protein 407 	 Zfp407 	3466	5.81	964950.6	21	16	8.99	2246
 Q3UMB9 	 WASH complex subunit 7 	 A230046K03Rik 	2482	10.53	613834.1	12	9	11.68	1173
 E9Q7Y4 	 uncharacterized protein LOC319493 	 A430078G23Rik 	3339	6.26	257423.6	3	3	11.98	484
 B9EIX0 	 mRNA-decapping enzyme 1B 	 Dcp1b 	4180	2.99	178760.6	2	2	5.19	578
 Q3TIX6 	 far upstream element-binding protein 3 isoform a 	 Fubp3 	735	35.27	707192.1	15	10	29.74	575
 B1AZI6 	 THO complex subunit 2 	 Thoc2 	1321	22.11	832113.4	16	13	12.11	1594
 Q3TB92 	 allergin-1 isoform a precursor 	 Milr1 	3399	6.04	47324.3	1	1	6.91	246
 P62046 	 leucine-rich repeat and calponin homology domain-containing protein 	 Lrch1 	3888	4.29	298917.9	7	6	15.94	709
 Q3UFM5 	 nucleolar MIF4G domain-containing protein 1 	 Nom1 	3324	6.29	242053.3	5	4	8.20	854
 Q3V1Q5 	 zinc finger and BTB domain-containing protein 2 	 Zbtb2 	2164	12.71	153058.8	5	3	10.51	514
 A2AG58 	 uncharacterized protein CXorf23 homolog 	 A830080D01Rik 	2026	14.00	430854.0	12	10	19.41	752
 A2ADA5 	 tRNA pseudouridine synthase-like 1 	 Pusl1 	2622	9.73	188157.5	3	2	6.53	291
 F8VPJ6 	 DNA-binding protein RFX7 	 Rfx7 	4144	3.15	476208.6	12	8	9.66	1459
 Q9D3U0 	 putative tRNA pseudouridine synthase Pus10 	 Pus10 	2095	13.36	191910.4	3	3	9.11	527
 P62983 	 ubiquitin-40S ribosomal protein S27a precursor 	 Rps27a 	156	80.88	6973628.8	224	14	56.41	156
 Q80W22 	 threonine synthase-like 2 	 Thnsl2 	2562	10.05	299931.4	5	1	4.97	483
 Q9WTP6 	" adenylate kinase 2, mitochondrial isoform a "	 Ak2 	537	43.17	1344307.7	23	12	55.23	239
 Q91XA2 	 Golgi membrane protein 1 	 Golm1 	2259	11.96	483018.3	9	6	26.46	393
 Q6P5F9 	 exportin-1 	 Xpo1 	351	55.30	2416680.6	21	12	15.78	1071
 Q9DBG3 	 AP-2 complex subunit beta isoform a 	 Ap2b1 	617	39.78	553275.2	10	6	9.67	951
 P53762 	 aryl hydrocarbon receptor nuclear translocator isoform a 	 Arnt 	4410	2.04	295515.5	7	7	11.88	791
 O70325 	" phospholipid hydroperoxide glutathione peroxidase, nuclear isoform "	 Gpx4 	2682	9.37	218651.9	3	2	9.49	253
 Q8BKX1 	 brain-specific angiogenesis inhibitor 1-associated protein 2 	 Baiap2 	2564	10.04	392190.5	9	8	20.00	535
 Q8VDD8 	 WAS protein family homolog 1 	 Wash1 	4026	3.72	111836.1	4	3	5.68	475
 Q61818 	 retinoic acid-induced protein 1 	 Rai1 	1217	23.82	986873.4	23	17	15.83	1889
 P15702 	 leukosialin precursor 	 Spn 	1987	14.37	299866.9	7	3	10.89	395
 Q8C5L3 	 CCR4-NOT transcription complex subunit 2 isoform d 	 Cnot2 	2419	10.95	377969.9	9	5	16.55	550
 Q9QZW0 	 phospholipid-transporting ATPase 11C isoform a 	 Atp11c 	4266	2.68	254922.0	8	5	5.67	1129
 Q99LB2 	 dehydrogenase/reductase SDR family member 4 isoform 1 	 Dhrs4 	2405	11.02	68846.8	3	3	20.43	279
 Q9CRC9 	 glucosamine-6-phosphate isomerase 2 	 Gnpda2 	1796	16.19	103776.6	2	2	21.38	276
 O70293 	 G protein-coupled receptor kinase 6 isoform a 	 Grk6 	3184	6.84	594082.7	15	5	13.58	589
 O54962 	 barrier-to-autointegration factor 	 Banf1 	1900	15.08	1149624.5	10	3	43.82	89
 P16675 	 lysosomal protective protein isoform b preproprotein 	 Ctsa 	2021	14.06	700413.4	13	6	14.35	474
 Q923X4 	" glutaredoxin-2, mitochondrial isoform a "	 Glrx2 	3841	4.47	126994.3	3	2	15.38	156
 P63213 	 guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2 	 Gng2 	1823	15.94	402966.9	7	3	45.07	71
 P63085 	 mitogen-activated protein kinase 1 	 Mapk1 	1802	16.12	505648.4	8	4	20.67	358
 Q6PCM1 	 lysine-specific demethylase 3A 	 Kdm3a 	4342	2.37	273389.3	10	6	6.42	1323
 Q9Z2G6 	 protein sel-1 homolog 1 isoform a precursor 	 Sel1l 	1709	17.03	219733.4	6	6	13.29	790
 Q5SRX1 	 TOM1-like protein 2 isoform b 	 Tom1l2 	1496	19.50	224785.7	4	4	16.43	487
 Q78YZ6 	 short coiled-coil protein isoform a 	 Scoc 	3357	6.20	39453.6	1	1	14.40	125
 Q923T9 	 calcium/calmodulin-dependent protein kinase type II subunit gamma 	 Camk2g 	898	29.92	445454.1	8	6	18.59	495
 Q99KW3 	 TRIO and F-actin-binding protein isoform 3 	 Triobp 	3092	7.15	888103.0	18	15	7.40	2014
 Q9JLJ5 	 elongation of very long chain fatty acids protein 1 isoform 1 	 Elovl1 	2951	7.82	43227.5	1	1	4.66	279
 Q921C5 	 protein bicaudal D homolog 2 isoform 1 	 Bicd2 	3791	4.68	267237.9	7	5	6.82	851
 E9Q309 	 centrosome-associated protein 350 	 Cep350 	1299	22.42	1588305.2	33	28	13.51	3095
 Q9ERL7 	 glia maturation factor gamma isoform a 	 Gmfg 	3974	3.89	209123.1	5	2	20.42	142
 Q3UGR5 	 haloacid dehalogenase-like hydrolase domain-containing protein 2 	 Hdhd2 	1525	19.20	370142.4	7	3	27.03	259
 E9Q5C9 	 nucleolar and coiled-body phosphoprotein 1 isoform D 	 Nolc1 	3101	7.13	777662.6	13	8	16.55	701
 Q6ZWY8 	 thymosin beta-10 	 Tmsb10 	3619	5.35	332325.2	3	1	31.82	44
 Q8CGF7 	 transcription elongation regulator 1 isoform 1 	 Tcerg1 	522	44.00	1308122.1	21	12	12.00	1100
 Q3TXU5 	 deoxyhypusine synthase 	 Dhps 	3487	5.75	335627.8	5	3	12.47	369
 Q2EMV9 	 poly 	 Parp14 	1454	20.11	710820.4	17	14	10.13	1817
 G3UW82 	 myosin-2 	 Myh2 	3674	5.13	317017.6	7	6	4.69	1942
 Q9CPW2 	" adrenodoxin-like protein, mitochondrial precursor "	 Fdx1l 	2158	12.79	105145.3	2	2	24.71	174
 Q9DC47 	 zinc finger protein 869 	 Zfp869 	3170	6.88	151843.0	6	6	11.72	529
 Q3UHJ0 	 AP2 associated kinase 1 isoform 1 	 Aak1 	1760	16.57	366565.1	9	7	10.74	959
 E9Q912 	 rap1 GTPase-GDP dissociation stimulator 1 isoform a 	 Rap1gds1 	171	77.40	1959621.2	19	8	21.75	607
 Q8C3Y4 	 kinetochore-associated protein 1 	 Kntc1 	4331	2.41	228448.3	9	9	6.43	2207
 Q9JMH6 	" thioredoxin reductase 1, cytoplasmic isoform 1 "	 Txnrd1 	841	31.43	806909.1	18	5	14.68	613
 Q3TNN6 	 macrophage-capping protein 	 Capg 	445	48.72	1806391.4	94	9	36.39	349
 O08715 	" A-kinase anchor protein 1, mitochondrial "	 Akap1 	3433	5.92	254832.1	7	4	8.52	857
 O88879 	 apoptotic protease-activating factor 1 isoform 1 	 Apaf1 	2805	8.70	368255.9	8	7	7.21	1249
 Q8BYH7 	 TBC1 domain family member 17 	 Tbc1d17 	3687	5.10	148875.4	3	2	5.89	645
 Q4FZC9 	 nesprin-3 isoform alpha 	 Syne3 	411	50.48	1074342.5	24	14	22.46	975
 P17012 	 zinc finger X-chromosomal protein 	 Zfx 	2281	11.80	616819.7	14	8	11.01	799
 Q02526 	 zinc finger protein 41 	 Zfp41 	2368	11.22	220483.5	4	2	16.16	198
 Q80VW7 	 AT-hook-containing transcription factor 	 Akna 	1157	24.80	960633.4	18	14	14.32	1404
 Q3UPG6 	 clathrin interactor 1 	 Clint1 	762	34.63	917335.5	15	10	19.10	623
 F7BJB9 	 MORC family CW-type zinc finger protein 3 	 Morc3 	963	28.60	861729.0	15	10	15.82	942
 Q5SSH7 	 zinc finger ZZ-type and EF-hand domain-containing protein 1 	 Zzef1 	2778	8.90	680424.0	17	15	8.82	2891
 Q0VBL3 	 putative RNA-binding protein 15 	 Rbm15 	877	30.40	1076834.4	18	8	13.83	962
 P19426 	 negative elongation factor E 	 Nelfe 	2955	7.80	80643.7	3	3	7.63	367
 Q62189 	 U1 small nuclear ribonucleoprotein A 	 Snrpa 	2896	8.13	319912.6	4	2	11.50	287
 Q8BMQ8 	 vacuolar fusion protein MON1 homolog B 	 Mon1b 	3784	4.71	112098.7	2	2	5.24	553
 Q8VDM1 	 zinc finger CCCH-type with G patch domain-containing protein 	 Zgpat 	3190	6.83	128424.9	4	2	6.65	511
 Q62120 	 tyrosine-protein kinase JAK2 	 Jak2 	3293	6.38	311481.2	9	9	12.10	1132
 Q78HU7 	 glycophorin-C 	 Gypc 	2439	10.85	125246.9	11	2	28.42	95
 A2ABV5 	 mediator of RNA polymerase II transcription subunit 14 isoform a 	 Med14 	3464	5.82	404803.0	9	9	8.22	1459
 Q61686 	 chromobox protein homolog 5 	 Cbx5 	2692	9.33	149591.4	5	5	30.89	191
 Q8CBW3 	 abl interactor 1 isoform 1 	 Abi1 	1109	25.53	619838.9	11	7	18.09	481
 Q60668 	 heterogeneous nuclear ribonucleoprotein D0 isoform d 	 Hnrnpd 	1030	27.12	995444.8	21	14	37.98	287
 P26450 	 phosphatidylinositol 3-kinase regulatory subunit alpha isoform 2 	 Pik3r1 	1439	20.36	368493.5	10	5	9.25	724
 Q8VD58 	 protein EVI2B precursor 	 Evi2b 	2602	9.84	216371.0	4	2	7.21	444
 Q01768 	 nucleoside diphosphate kinase B 	 Nme2 	1432	20.46	849152.7	17	6	43.42	152
 Q8R3P6 	 von Willebrand factor A domain-containing protein 9 	 Vwa9 	1129	25.24	453197.3	9	7	29.13	515
 P29351 	 tyrosine-protein phosphatase non-receptor type 6 isoform b 	 Ptpn6 	182	74.96	2519228.8	32	19	44.89	597
 O35638 	 cohesin subunit SA-2 isoform 1 	 Stag2 	1524	19.21	821894.1	16	9	8.69	1231
 O35326 	 serine/arginine-rich splicing factor 5 	 Srsf5 	831	31.73	878565.4	14	8	24.54	269
 D3YYT1 	 putative oxidoreductase GLYR1 isoform 1 	 Glyr1 	1200	24.11	545564.0	10	7	16.49	552
 Q5U4E2 	 replication initiator 1 isoform c 	 Repin1 	3134	6.99	387454.4	9	6	16.47	601
 Q925J9 	 mediator of RNA polymerase II transcription subunit 1 isoform 3 	 Med1 	4271	2.65	513250.1	12	11	10.60	1575
 O89110 	 caspase-8 isoform 1 precursor 	 Casp8 	796	33.02	1319328.3	21	12	33.12	480
 Q99M28 	 RNA-binding protein with serine-rich domain 1 isoform 1 	 Rnps1 	2112	13.26	353629.7	6	3	12.46	305
 Q61029 	 lamina-associated polypeptide 2 isoform epsilon 	 Tmpo 	862	30.81	1180489.9	18	6	16.81	452
 E9QAE3 	 TATA-binding protein-associated factor 172 	 Btaf1 	1953	14.66	308054.2	8	6	5.74	1848
 Q9ESZ8 	 general transcription factor II-I isoform 4 	 Gtf2i 	343	56.03	1092686.3	23	15	31.32	958
 Q6KAQ7 	 ZZ-type zinc finger-containing protein 3 isoform a 	 Zzz3 	3818	4.56	559844.9	16	9	12.75	910
 B2KF50 	 UHRF1-binding protein 1 	 Uhrf1bp1 	2431	10.89	294079.1	6	5	7.63	1429
 P97379 	 ras GTPase-activating protein-binding protein 2 isoform a 	 G3bp2 	961	28.67	943853.2	14	8	23.24	482
 A2BH40 	 AT-rich interactive domain-containing protein 1A 	 Arid1a 	401	51.06	1494854.3	27	19	14.45	2283
 Q5SWW4 	 mediator of RNA polymerase II transcription subunit 13 	 Med13 	4069	3.53	382139.5	13	11	7.88	2171
 Q99LG4 	 tetratricopeptide repeat protein 5 isoform a 	 Ttc5 	4060	3.56	163348.2	4	3	8.64	440
 Q6P069 	 sorcin isoform 1 	 Sri 	1039	26.91	843217.5	15	8	36.87	198
 Q8BNV1 	 tRNA (uracil-5-)-methyltransferase homolog A isoform 1 	 Trmt2a 	691	36.87	725049.7	16	10	29.85	613
 Q91Z67 	 SLIT-ROBO Rho GTPase-activating protein 2 	 Srgap2 	2728	9.17	310758.6	11	9	12.23	1071
 F8VPP8 	 zinc finger CCCH domain-containing protein 7B 	 Zc3h7b 	1235	23.50	610392.5	12	8	12.63	982
 Q6PB44 	 tyrosine-protein phosphatase non-receptor type 23 	 Ptpn23 	2208	12.34	572316.9	15	10	7.92	1692
 P55200 	 histone-lysine N-methyltransferase 2A 	 Kmt2a 	1430	20.52	1502649.2	31	25	9.46	3963
 Q9CZN8 	" glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial "	 Qrsl1 	2671	9.42	142665.0	3	2	7.43	525
 F8VQF9 	 trafficking protein particle complex subunit 10 	 Trappc10 	3028	7.45	517115.0	12	9	10.49	1258
 Q6A009 	 E3 ubiquitin-protein ligase listerin 	 Ltn1 	2570	10.01	406416.2	9	7	6.23	1767
 Q8CI33 	 CWF19-like protein 1 	 Cwf19l1 	1578	18.55	693615.0	11	8	22.16	537
 Q8VE52 	 opioid growth factor receptor-like protein 1 	 Ogfrl1 	3550	5.57	306007.1	9	7	23.06	464
 B2RQG2 	 PHD finger protein 3 	 Phf3 	1591	18.41	972799.5	22	18	12.05	2025
 A2AR02 	 peptidyl-prolyl cis-trans isomerase G 	 Ppig 	3711	4.98	342484.9	9	7	14.10	752
 E9QAP7 	 transcription initiation factor TFIID subunit 4 	 Taf4 	3259	6.55	169787.7	5	5	6.43	1042
 G5E8V9 	 arfaptin-1 isoform 1 	 Arfip1 	1214	23.87	377373.2	6	4	18.77	373
 Q9D479 	 UV-stimulated scaffold protein A 	 Uvssa 	3704	5.02	319766.3	6	5	12.83	717
 Q8BVE8 	 histone-lysine N-methyltransferase NSD2 isoform 1 	 Whsc1 	1786	16.26	1179345.0	28	14	11.64	1366
 Q7TMY7 	 importin-8 	 Ipo8 	1026	27.21	160206.4	5	3	6.63	1010
 E9PVX6 	 antigen KI-67 	 Mki67 	48	130.62	4428294.9	102	64	25.28	3177
 A6H5Y3 	 methionine synthase 	 Mtr 	623	39.49	859900.5	13	11	13.57	1253
 A2AT37 	 regulator of nonsense transcripts 2 	 Upf2 	2730	9.15	569033.1	13	11	11.74	1269
 G3X940 	 histone acetyltransferase KAT6A 	 Kat6a 	4135	3.18	945415.1	17	15	10.63	2003
 Q8BJ34 	 meiosis arrest female protein 1 	 Marf1 	2572	10.00	661899.3	9	9	7.60	1736
 Q5SW19 	 clustered mitochondria protein homolog 	 Cluh 	1548	18.89	986316.7	17	14	14.26	1353
 E9Q4K7 	 kinesin-like protein KIF13B 	 Kif13b 	4205	2.89	614995.0	10	9	7.33	1843
 Q8C547 	 HEAT repeat-containing protein 5B 	 Heatr5b 	2014	14.14	546622.8	10	6	3.77	2070
 E9PZY8 	 protein virilizer homolog 	 1110037F02Rik 	1243	23.36	711289.9	19	15	10.85	1861
 A2AKG8 	 focadhesin 	 Focad 	4035	3.67	301604.3	6	6	5.28	1798
 Q9D0M0 	 exosome complex exonuclease RRP42 	 Exosc7 	2240	12.14	315334.9	7	4	20.27	291
 B1AVZ0 	 uracil phosphoribosyltransferase homolog 	 Uprt 	2935	7.91	77021.1	3	3	17.42	310
 Q9WU40 	 inner nuclear membrane protein Man1 	 Lemd3 	1092	25.80	902288.1	13	12	21.35	918
 F8VPQ2 	 AT-rich interactive domain-containing protein 4A 	 Arid4a 	3932	4.07	547206.7	11	10	12.37	1261
