UniprotID	ProteinID	ProteinName	GeneName	Rank	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
Q91Z67	SRGP2	SLIT-ROBO Rho GTPase-activating protein 2	Srgap2	3702	1.91	34312.5	3	3	2.33	1071
A0A1B0GT95	A0A1B0GT95	Single stranded DNA-binding protein 4 (Fragment)	Ssbp4	3701	1.91	31988.3	1	1	5.10	196
O88393	TGBR3	Transforming growth factor beta receptor type 3	Tgfbr3	3700	1.91	31349.9	1	1	1.29	850
P49070	CAMLG	Calcium signal-modulating cyclophilin ligand	Camlg	3699	1.92	34655.1	1	1	7.48	294
E9Q411	E9Q411	Neuroblastoma-amplified sequence	Nbas	3695	1.92	57796.8	4	3	1.19	2356
Q9D2C6	RPC8	DNA-directed RNA polymerase III subunit RPC8	Polr3h	3698	1.92	17945.9	1	1	5.39	204
Q8BHJ5	TBL1R	F-box-like/WD repeat-containing protein TBL1XR1	Tbl1xr1	3696	1.92	8325.1	1	1	2.33	514
Q3TL33	Q3TL33	Uncharacterized protein	Calu	3692	1.93	17766.1	1	1	3.17	315
B2RWS6	EP300	Histone acetyltransferase p300	Ep300	3693	1.93	22358.5	1	1	0.41	2412
Q9CQK7	RWDD1	RWD domain-containing protein 1	Rwdd1	3690	1.93	30527.5	2	1	3.70	243
Q3UQ84	SYTM	"Threonine--tRNA ligase, mitochondrial"	Tars2	3689	1.93	36110.1	3	2	2.49	723
Q922F4	TBB6	Tubulin beta-6 chain	Tubb6	3694	1.93	32335.8	1	1	3.80	447
P23949	TISD	mRNA decay activator protein ZFP36L2	Zfp36l2	3691	1.93	21415.3	2	1	1.86	484
Q9JI90	RNF14	E3 ubiquitin-protein ligase RNF14	Rnf14	3686	1.94	76810.7	3	3	6.80	485
Q8C4B4	U119B	Protein unc-119 homolog B	Unc119b	3687	1.94	9347.3	1	1	6.77	251
Q80WB5	NTAQ1	Protein N-terminal glutamine amidohydrolase	Wdyhv1	3688	1.94	18817.3	2	1	7.18	209
Q8BP78	F10C1	Protein FRA10AC1 homolog	Fra10ac1	3685	1.95	164221.3	4	3	6.67	315
Q9JKW0	AR6P1	ADP-ribosylation factor-like protein 6-interacting protein 1	Arl6ip1	3679	1.96	28802.0	1	1	4.93	203
Q9WVK5	B4GT6	"Beta-1,4-galactosyltransferase 6"	B4galt6	3680	1.96	19684.6	6	1	1.83	382
Q69ZI8	Q69ZI8	MKIAA1476 protein (Fragment)	Baz2b	3683	1.96	56426.0	4	3	3.21	1369
Q9Z1S8	GAB2	GRB2-associated-binding protein 2	Gab2	3684	1.96	26473.6	1	1	2.56	665
B9EHE8	B9EHE8	R3hdm1 protein	R3hdm1	3681	1.96	46396.3	6	4	3.18	1101
O55013	TPPC3	Trafficking protein particle complex subunit 3	Trappc3	3682	1.96	13911.6	1	1	4.44	180
Q921K9	BCL7B	B-cell CLL/lymphoma 7 protein family member B	Bcl7b	3676	1.97	6968.2	1	1	11.39	202
E9Q7R9	E9Q7R9	Cilia and flagella-associated protein 43	Cfap43	3677	1.97	231946.3	5	1	1.01	1682
Q8BRH4	KMT2C	Histone-lysine N-methyltransferase 2C	Kmt2c	3678	1.97	54065.4	3	3	1.04	4903
A8VI09	A8VI09	Calcium-responsive transcription factor	Carf	3672	1.98	116025.1	2	1	3.53	255
Q8BHL8	PSMF1	Proteasome inhibitor PI31 subunit	Psmf1	3674	1.98	25249.5	1	1	4.80	271
Q8K2U5	Q8K2U5	Sec63 protein (Fragment)	Sec63	3675	1.98	25247.1	1	1	3.88	516
Q2M1J9	Q2M1J9	Guanylate-binding protein 10	Gbp10	3666	1.99	56024.6	3	3	5.07	611
Q9DCL4	MET15	Probable methyltransferase-like protein 15	Mettl15	3669	1.99	39204.9	2	1	3.45	406
Q9CR47	NSA2	Ribosome biogenesis protein NSA2 homolog	Nsa2	3668	1.99	6022.0	1	1	4.23	260
Q9CZH3	PSMG3	Proteasome assembly chaperone 3	Psmg3	3667	1.99	4320.3	1	1	8.20	122
Q3UUG6	TBC24	TBC1 domain family member 24	Tbc1d24	3670	1.99	79157.2	2	2	4.63	561
Q9D1I5	MCEE	"Methylmalonyl-CoA epimerase, mitochondrial"	Mcee	3665	2.00	25632.8	3	1	6.74	178
Q8BHC9	FUT11	"Alpha-(1,3)-fucosyltransferase 11"	Fut11	3662	2.01	26697.2	1	1	2.04	489
Q8BWL5	RBMS3	"RNA-binding motif, single-stranded-interacting protein 3"	Rbms3	3663	2.01	48397.9	2	1	3.48	431
Q9D2H6	SP2	Transcription factor Sp2	Sp2	3664	2.01	39085.5	2	2	3.92	612
O08912	GALT1	Polypeptide N-acetylgalactosaminyltransferase 1	Galnt1	3661	2.02	90145.5	4	4	5.72	559
Q8VEG6	CNO6L	CCR4-NOT transcription complex subunit 6-like	Cnot6l	3656	2.03	42638.1	2	2	3.42	555
P62876	RPAB5	"DNA-directed RNA polymerases I, II, and III subunit RPABC5"	Polr2l	3659	2.03	31255.4	2	1	13.43	67
Q91V83	TTI1	TELO2-interacting protein 1 homolog	Tti1	3658	2.03	43776.4	2	2	2.03	1085
Q8CD94	LIN52	Protein lin-52 homolog	Lin52	3654	2.04	79904.4	5	1	7.76	116
Q8CE30	Q8CE30	Uncharacterized protein	Ncl	3655	2.04	43721.7	1	1	1.70	707
A2APB8	TPX2	Targeting protein for Xklp2	Tpx2	3653	2.04	43948.1	4	3	5.91	745
Q8R3Y5	CS047	Uncharacterized protein C19orf47 homolog	1 SV	3652	2.05	22924.5	3	3	9.44	413
Q8BK30	NDUV3	"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial"	Ndufv3	3649	2.06	5779.8	1	1	10.58	104
P97313	PRKDC	DNA-dependent protein kinase catalytic subunit	Prkdc	3651	2.06	143145.1	6	6	1.65	4128
Q53YX2	Q53YX2	CD90.1	Thy1	3648	2.07	50152.9	2	2	13.58	162
Q91YX0	THMS2	Protein THEMIS2	Themis2	3646	2.09	86837.2	6	4	5.58	663
P56183	RRP1	Ribosomal RNA processing protein 1 homolog A	Rrp1	3644	2.10	45366.6	2	2	3.64	494
Q924H7	WAC	WW domain-containing adapter protein with coiled-coil	Wac	3645	2.10	39910.9	5	4	6.19	646
Q9DBR3	ARMC8	Armadillo repeat-containing protein 8	Armc8	3642	2.11	24500.1	2	2	3.27	673
Q8BW10	NOB1	RNA-binding protein NOB1	Nob1	3643	2.11	26673.1	2	1	2.48	403
P69566	RANB9	Ran-binding protein 9	Ranbp9	3641	2.12	9849.1	1	1	1.53	653
Q8BZQ7	ANC2	Anaphase-promoting complex subunit 2	Anapc2	3639	2.13	17550.6	3	3	3.35	837
A2AEY4	MA7D3	MAP7 domain-containing protein 3	Map7d3	3638	2.13	37960.8	6	4	2.63	876
Q7TNS2	MIC10	MICOS complex subunit Mic10	Minos1	3640	2.13	12621.5	1	1	10.53	76
Q8BGD8	COA6	Cytochrome c oxidase assembly factor 6 homolog	Coa6	3637	2.14	77246.2	3	1	18.99	79
O08601	MTP	Microsomal triglyceride transfer protein large subunit	Mttp	3636	2.14	34417.1	2	2	0.89	894
Q9DCU6	RM04	"39S ribosomal protein L4, mitochondrial"	Mrpl4	3635	2.15	10627.7	1	1	3.74	294
Q99LQ4	SVBP	Small vasohibin-binding protein	Svbp	3634	2.16	11371.2	1	1	22.73	66
D3YZZ5	D3YZZ5	Transmembrane p24-trafficking protein 7	Tmed7	3633	2.16	34824.2	1	1	4.46	224
Q8K1E6	ALKB3	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3	Alkbh3	3631	2.17	16126.8	1	1	3.85	286
O88986	KBL	"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial"	Gcat	3628	2.17	13373.5	1	1	2.64	416
D3Z627	D3Z627	Integrin alpha-L	Itgal	3629	2.17	30926.1	3	3	1.75	1201
Q9ESK9	RBCC1	RB1-inducible coiled-coil protein 1	Rb1cc1	3630	2.17	68715.4	2	2	1.57	1588
Q3UM73	Q3UM73	Uncharacterized protein	Sass6	3632	2.17	143115.6	3	2	3.72	619
Q9DC33	HM20A	High mobility group protein 20A	Hmg20a	3626	2.19	22658.9	1	1	2.60	346
Q9DCB1	HMGN3	High mobility group nucleosome-binding domain-containing protein 3	Hmgn3	3624	2.20	23761.8	2	1	17.17	99
Q8K0Y7	PAXX	Protein PAXX	Paxx	3625	2.20	49431.2	2	2	10.24	205
Q62048	PEA15	Astrocytic phosphoprotein PEA-15	Pea15	3621	2.21	17953.8	1	1	7.69	130
Q8BJ56	PLPL2	Patatin-like phospholipase domain-containing protein 2	Pnpla2	3622	2.21	46016.8	2	2	5.97	486
A0A0R4J0P5	A0A0R4J0P5	Proline-serine-threonine phosphatase-interacting protein 1	Pstpip1	3623	2.21	16324.4	1	1	4.58	415
P60521	GBRL2	Gamma-aminobutyric acid receptor-associated protein-like 2	Gabarapl2	3620	2.22	52737.8	3	3	21.37	117
Q8C3R1	BRAT1	BRCA1-associated ATM activator 1	Brat1	3619	2.24	243849.1	5	4	2.55	822
P14429	HA17	"H-2 class I histocompatibility antigen, Q7 alpha chain"	H2-Q7	3618	2.24	10982.1	1	1	3.89	334
Q3TNH5	F172A	Protein FAM172A	Fam172a	3616	2.25	21373.7	2	1	2.16	417
Q9JL19	NCOA6	Nuclear receptor coactivator 6	Ncoa6	3615	2.25	37969.0	2	2	1.55	2067
Q9JKP7	DPOE3	DNA polymerase epsilon subunit 3	Pole3	3617	2.25	102709.9	3	3	18.62	145
Q8BM88	CATO	Cathepsin O	Ctso	3614	2.26	16327.5	1	1	3.21	312
Q8BSN5	PHF23	PHD finger protein 23	Phf23	3613	2.26	18195.6	1	1	2.99	401
P17665	COX7C	"Cytochrome c oxidase subunit 7C, mitochondrial"	Cox7c	3610	2.27	28476.8	3	1	14.29	63
Q8VDV8	MITD1	MIT domain-containing protein 1	Mitd1	3609	2.27	20524.1	1	1	6.83	249
Q69ZZ4	Q69ZZ4	MKIAA0783 protein (Fragment)	Phf14	3611	2.27	34927.4	3	2	5.03	358
Q91WE1	SNX15	Sorting nexin-15	Snx15	3612	2.27	13733.9	1	1	4.75	337
Q9QXB9	DRG2	Developmentally-regulated GTP-binding protein 2	Drg2	3608	2.28	14745.1	1	1	3.02	364
Q9QXE0	HACL1	2-hydroxyacyl-CoA lyase 1	Hacl1	3607	2.28	5989.1	1	1	2.75	581
Q99KK9	SYHM	"Probable histidine--tRNA ligase, mitochondrial"	Hars2	3606	2.28	61533.9	4	3	3.96	505
Q80U16	RIPR2	Rho family-interacting cell polarization regulator 2	Ripor2	3605	2.29	9656.3	1	1	1.02	1078
Q3TZX8	NOL9	Polynucleotide 5'-hydroxyl-kinase NOL9	Nol9	3602	2.30	17328.6	1	1	1.12	714
Q9QYX7	PCLO	Protein piccolo	Pclo	3604	2.30	168911.2	9	8	1.52	5068
A0A087WQ44	A0A087WQ44	Snf2-related CREBBP activator protein	Srcap	3601	2.30	257389.5	9	4	1.62	3271
A8C1V1	A8C1V1	Uncharacterized protein (Fragment)	Manf	3600	2.31	15904.5	1	1	5.88	170
Q8C5K5	CX038	Uncharacterized protein CXorf38 homolog	1 SV	3599	2.32	10102.8	1	1	2.81	320
Q8CAY6	THIC	"Acetyl-CoA acetyltransferase, cytosolic"	Acat2	3598	2.32	25257.4	1	1	2.52	397
Q9Z0M6	CD97	CD97 antigen	Cd97	3596	2.32	124485.7	4	3	4.77	818
O88735	MAP7	Ensconsin	Map7	3594	2.33	65446.0	3	2	4.52	730
Q91VC4	PLVAP	Plasmalemma vesicle-associated protein	Plvap	3593	2.34	17835.1	1	1	2.05	438
Q8R2Q8	BST2	Bone marrow stromal antigen 2	Bst2	3590	2.35	12195.3	1	1	5.23	172
Q9D2R6	COA3	"Cytochrome c oxidase assembly factor 3 homolog, mitochondrial"	Coa3	3592	2.35	22207.6	1	1	9.26	108
Q9ER73	ELP4	Elongator complex protein 4	Elp4	3591	2.35	28483.4	2	1	2.84	422
Q60634	FLOT2	Flotillin-2	Flot2	3585	2.36	23295.1	1	1	3.27	428
Q8CFX1	G6PE	GDH/6PGL endoplasmic bifunctional protein	H6pd	3586	2.36	59750.1	5	4	5.96	789
Q80YV4	PANK4	Pantothenate kinase 4	Pank4	3584	2.36	36116.9	2	2	3.66	820
Q61207	SAP	Prosaposin	Psap	3587	2.36	22912.3	2	2	2.87	557
Q8VE65	TAF12	Transcription initiation factor TFIID subunit 12	Taf12	3583	2.36	21103.8	1	1	6.83	161
Q9R1K9	CETN2	Centrin-2	Cetn2	3582	2.37	14754.2	1	1	5.23	172
Q9Z1E4	GYS1	"Glycogen [starch] synthase, muscle"	Gys1	3581	2.37	8725.0	1	1	2.03	738
Q9ES56	TPPC4	Trafficking protein particle complex subunit 4	Trappc4	3580	2.38	37360.5	2	1	4.11	219
D3Z0T5	D3Z0T5	Protein canopy homolog 4 (Fragment)	Cnpy4	3579	2.39	53886.6	2	2	16.87	160
Q08761	PROS	Vitamin K-dependent protein S	Pros1	3578	2.40	57206.0	4	2	2.67	675
Q9CPZ8	COXM1	COX assembly mitochondrial protein homolog	Cmc1	3576	2.41	45370.7	2	1	9.43	106
Q8C0L8	COG5	Conserved oligomeric Golgi complex subunit 5	Cog5	3577	2.41	35937.3	2	1	1.57	829
Q99388	CSPRS	Component of Sp100-rs	Csprs	3573	2.43	73354.3	4	1	3.85	208
Q61524	Q61524	Envelope polyprotein (Fragment)	4 SV	3572	2.44	10394.4	1	1	8.51	188
P19001	K1C19	"Keratin, type I cytoskeletal 19"	Krt19	3571	2.45	145685.6	5	5	16.63	403
Q8R0K9	E2F4	Transcription factor E2F4	E2f4	3569	2.46	14235.3	1	1	2.20	410
Q99KY4	GAK	Cyclin-G-associated kinase	Gak	3568	2.46	143069.9	6	4	3.75	1305
Q9QYE6	GOGA5	Golgin subfamily A member 5	Golga5	3570	2.46	40469.8	4	3	4.12	729
Q8C547	HTR5B	HEAT repeat-containing protein 5B	Heatr5b	3566	2.47	93432.1	4	4	2.08	2070
Q9DB98	LENG1	Leukocyte receptor cluster member 1 homolog	Leng1	3567	2.47	7788.9	1	1	8.81	261
A0A140LHG7	A0A140LHG7	Mediator of RNA polymerase II transcription subunit 25	Med25	3565	2.47	37156.5	3	1	2.62	801
A0A1B0GR71	A0A1B0GR71	Predicted gene 4924	Gm4924	3564	2.48	74762.7	5	2	1.45	966
P11688	ITA5	Integrin alpha-5	Itga5	3563	2.50	36567.9	2	1	1.80	1053
Q9CZR8	EFTS	"Elongation factor Ts, mitochondrial"	Tsfm	3560	2.52	34788.0	2	2	5.86	324
Q9WTR1	TRPV2	Transient receptor potential cation channel subfamily V member 2	Trpv2	3559	2.53	89459.5	2	1	1.85	756
Q9CY45	EFMT1	EEF1A lysine methyltransferase 1	Eef1akmt1	3557	2.54	22567.8	1	1	5.61	214
Q9CQ80	VPS25	Vacuolar protein-sorting-associated protein 25	Vps25	3558	2.54	65423.1	2	2	16.48	176
Q9DD18	DTD1	D-aminoacyl-tRNA deacylase 1	Dtd1	3555	2.55	12066.3	1	1	7.18	209
Q9Z321	TOP3B	DNA topoisomerase 3-beta-1	Top3b	3556	2.55	13729.1	1	1	1.28	862
O70503	DHB12	Very-long-chain 3-oxoacyl-CoA reductase	Hsd17b12	3553	2.57	45761.4	1	1	5.13	312
Q920N8	Q920N8	Protein kinase C thetaII	Prkcq	3550	2.57	23702.6	1	1	2.16	464
P53612	PGTB2	Geranylgeranyl transferase type-2 subunit beta	Rabggtb	3551	2.57	18810.3	1	1	3.24	339
O88384	VTI1B	Vesicle transport through interaction with t-SNAREs homolog 1B	Vti1b	3552	2.57	18604.0	1	1	5.17	232
Q69ZR2	HECD1	E3 ubiquitin-protein ligase HECTD1	Hectd1	3549	2.58	27333.0	4	3	0.80	2618
Q8R1N4	NUDC3	NudC domain-containing protein 3	Nudcd3	3547	2.58	39577.2	4	2	4.96	363
P36536	SAR1A	GTP-binding protein SAR1a	Sar1a	3548	2.58	30031.2	2	1	5.56	198
P56213	ALR	FAD-linked sulfhydryl oxidase ALR	Gfer	3546	2.59	26674.6	2	2	9.60	198
G3X9K3	BIG1	Brefeldin A-inhibited guanine nucleotide-exchange protein 1	Arfgef1	3545	2.61	64126.1	4	3	1.95	1846
P35293	RAB18	Ras-related protein Rab-18	Rab18	3544	2.61	13209.2	1	1	5.34	206
Q9CYK1	SYWM	"Tryptophan--tRNA ligase, mitochondrial"	Wars2	3543	2.61	18767.5	1	1	4.44	360
Q80T85	DCAF5	DDB1- and CUL4-associated factor 5	Dcaf5	3541	2.62	15715.6	2	1	2.33	946
Q3UHX0	NOL8	Nucleolar protein 8	Nol8	3542	2.62	100614.3	3	3	2.70	1147
P84084	ARF5	ADP-ribosylation factor 5	Arf5	3540	2.64	155063.7	2	2	16.11	180
Q9QZB7	ARP10	Actin-related protein 10	Actr10	3539	2.65	22988.7	1	1	2.88	417
Q8VBT0	TMX1	Thioredoxin-related transmembrane protein 1	Tmx1	3538	2.65	25855.2	2	1	3.24	278
A2A655	A2A655	Bromodomain PHD finger transcription factor	Bptf	3535	2.68	90287.6	3	3	1.21	2973
Q8R3R8	GBRL1	Gamma-aminobutyric acid receptor-associated protein-like 1	Gabarapl1	3537	2.68	44901.9	3	1	6.84	117
D3YVI1	D3YVI1	Tripartite motif-containing protein 12A	Trim12a	3536	2.68	15400.1	1	1	4.53	265
Q9CWP8	DPOD4	DNA polymerase delta subunit 4	Pold4	3534	2.69	19631.8	1	1	9.35	107
Q9Z1R9	Q9Z1R9	MCG124046	Prss1	3533	2.69	52421.3	3	1	8.13	246
E9Q7E2	ARID2	AT-rich interactive domain-containing protein 2	Arid2	3532	2.70	65917.4	5	4	2.41	1828
Q9Z1X2	PTSS2	Phosphatidylserine synthase 2	Ptdss2	3530	2.72	23428.3	1	1	2.75	473
Q9JJF3	RIOX1	Ribosomal oxygenase 1	Riox1	3531	2.72	23790.7	2	2	4.64	603
P01029	CO4B	Complement C4-B	C4b	3527	2.77	62598.1	5	3	1.38	1738
Q9Z0Y1	DCTN3	Dynactin subunit 3	Dctn3	3524	2.77	37099.9	2	1	4.84	186
Q8R3S6	EXOC1	Exocyst complex component 1	Exoc1	3526	2.77	60652.6	3	3	3.36	894
P48453	PP2BB	Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform	Ppp3cb	3525	2.77	23331.2	1	1	5.33	525
F8WIT2	F8WIT2	Annexin	Anxa6	3521	2.79	28335.6	2	1	1.65	667
Q3TJZ6	FA98A	Protein FAM98A	Fam98a	3523	2.79	23928.1	2	2	4.27	515
F6VRP8	F6VRP8	Galectin-3-binding protein (Fragment)	Lgals3bp	3520	2.79	12712.7	1	1	10.79	139
O08992	SDCB1	Syntenin-1	Sdcbp	3522	2.79	24619.3	2	2	10.03	299
P15626	GSTM2	Glutathione S-transferase Mu 2	Gstm2	3519	2.80	33412.4	2	2	9.17	218
Q8K1R3	PNPT1	"Polyribonucleotide nucleotidyltransferase 1, mitochondrial"	Pnpt1	3518	2.81	80498.3	5	4	7.15	783
A6H666	COX8C	"Cytochrome c oxidase subunit 8C, mitochondrial"	Cox8c	3517	2.83	40560.3	2	1	13.89	72
H3BLF2	H3BLF2	Forkhead box protein P1	Foxp1	3516	2.83	7080.1	1	1	2.41	706
Q9CXF7	CHD1L	Chromodomain-helicase-DNA-binding protein 1-like	Chd1l	3515	2.84	13651.1	1	1	1.56	900
Q99JY4	TRABD	TraB domain-containing protein	Trabd	3514	2.84	8772.1	1	1	5.59	376
Q9D0R4	DDX56	Probable ATP-dependent RNA helicase DDX56	Ddx56	3511	2.85	9662.4	1	1	2.01	546
B7ZND7	B7ZND7	2310014H01Rik protein	Ppp1r18	3512	2.85	41857.0	2	2	6.23	594
Q8VDQ9	KRI1	Protein KRI1 homolog	Kri1	3509	2.86	13326.3	1	1	1.56	704
Q5XW53	Q5XW53	Death domain-associated protein (Fragment)	Daxx	3507	2.87	14007.1	2	1	3.08	715
Q80TL7	MON2	Protein MON2 homolog	Mon2	3508	2.87	33488.6	3	3	2.04	1715
O35593	PSDE	26S proteasome non-ATPase regulatory subunit 14	Psmd14	3506	2.89	153862.3	5	3	8.71	310
Q01339	APOH	Beta-2-glycoprotein 1	Apoh	3505	2.90	20505.0	1	1	2.61	345
Q4VBF2	R3HD4	R3H domain-containing protein 4	R3hdm4	3504	2.90	52321.6	2	2	12.60	262
Q69ZA1	CDK13	Cyclin-dependent kinase 13	Cdk13	3502	2.91	99080.6	3	2	2.12	1511
Q3UFS4	GPT11	G patch domain-containing protein 11	Gpatch11	3503	2.91	11891.1	1	1	6.11	262
Q99104	MYO5A	Unconventional myosin-Va	Myo5a	3501	2.91	153595.6	7	7	3.72	1853
O70546	KDM6A	Lysine-specific demethylase 6A	Kdm6a	3500	2.92	21813.3	3	2	2.14	1401
Q9JL60	GMEB1	Glucocorticoid modulatory element-binding protein 1	Gmeb1	3496	2.93	26730.6	2	1	1.60	562
Q9D786	HAUS5	HAUS augmin-like complex subunit 5	Haus5	3499	2.93	90312.4	2	1	2.75	619
P28666	MUG2	Murinoglobulin-2	Mug2	3497	2.93	84145.4	6	4	2.07	1451
Q9CQY6	UQCC2	Ubiquinol-cytochrome-c reductase complex assembly factor 2	Uqcc2	3495	2.93	24080.4	1	1	9.56	136
E0CXT7	E0CXT7	Cleavage and polyadenylation-specificity factor subunit 4	Cpsf4	3492	2.94	17664.3	1	1	4.09	269
P70245	EBP	"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase"	Ebp	3493	2.94	4736.1	1	1	5.22	230
Q60714	S27A1	Long-chain fatty acid transport protein 1	Slc27a1	3494	2.94	21330.4	1	1	1.86	646
P17897	LYZ1	Lysozyme C-1	Lyz1	3490	2.96	72521.8	3	2	11.49	148
P61458	PHS	Pterin-4-alpha-carbinolamine dehydratase	Pcbd1	3489	2.96	24770.0	2	1	12.50	104
P83882	RL36A	60S ribosomal protein L36a	Rpl36a	3491	2.96	32757.2	2	1	7.55	106
Q9D211	C2AIL	CDKN2AIP N-terminal-like protein	Cdkn2aipnl	3488	2.97	19739.7	1	1	8.62	116
Q9CXD6	MCUR1	Mitochondrial calcium uniporter regulator 1	Mcur1	3487	2.97	46866.3	2	2	3.53	340
Q8CIE2	ZMIZ2	Zinc finger MIZ domain-containing protein 2	Zmiz2	3486	2.97	10503.1	1	1	1.09	920
Q9CXE2	BCL7A	B-cell CLL/lymphoma 7 protein family member A	Bcl7a	3484	2.98	27178.7	2	2	16.19	210
Q8BM72	HSP13	Heat shock 70 kDa protein 13	Hspa13	3485	2.98	10625.0	1	1	2.55	471
Q8CJG1	AGO1	Protein argonaute-1	Ago1	3481	2.99	8644.3	2	1	1.63	857
Q99J95	CDK9	Cyclin-dependent kinase 9	Cdk9	3480	2.99	39657.2	4	1	3.23	372
Q6PH08	ERC2	ERC protein 2	Erc2	3483	2.99	169759.3	7	4	4.60	957
Q3TKR5	Q3TKR5	Ribosomal protein L5	Rpl5	3482	2.99	17157.0	1	1	4.05	296
Q91WA6	SHRPN	Sharpin	Sharpin	3479	3.00	145231.5	6	2	7.11	380
