UniprotID	ProteinID	ProteinName	GeneName	Rank	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
Q99K48	NONO	non-POU domain-containing octamer-binding protein	Nono	2005	2.52	33816.6	2	2	3.59	473
Q8K2T8	PAF1	RNA polymerase II-associated factor 1 homolog	Paf1	2004	2.52	137864.5	6	5	10.65	535
Q923M0	PP16A	protein phosphatase 1 regulatory subunit 16A	Ppp1r16a	2002	2.54	76808.3	3	1	2.29	524
P0C8B4	GON7	uncharacterized protein C14orf142 homolog	AK010878	1998	2.56	3368.3	2	1	21.43	98
Q8CG48	SMC2	structural maintenance of chromosomes protein 2	Smc2	2001	2.56	145274.9	7	6	5.46	1191
G3X8Y3	G3X8Y3	"N-alpha-acetyltransferase 15, NatA auxiliary subunit"	Naa15	1999	2.56	79125.3	5	3	4.62	865
Q8BFV2	PCID2	PCI domain-containing protein 2	Pcid2	2000	2.56	32262.0	3	2	6.02	399
O88738	BIRC6	baculoviral IAP repeat-containing protein 6	Birc6	1997	2.57	352086.8	17	6	1.54	4873
Q9QWR8	NAGAB	alpha-N-acetylgalactosaminidase precursor	Naga	1996	2.57	47083.1	1	1	2.65	415
Q9D7S7	RL22L	60S ribosomal protein L22-like 1	Rpl22l1	1995	2.58	40012.9	2	1	19.67	122
A2RTL5	RSRC2	arginine/serine-rich coiled-coil protein 2	Rsrc2	1994	2.59	75548.9	4	4	9.91	434
Q8VCI5	PEX19	peroxisomal biogenesis factor 19 isoform a	Pex19	1992	2.59	31923.5	2	2	10.70	299
P61082	UBC12	NEDD8-conjugating enzyme Ubc12 isoform 1	Ube2m	1993	2.59	66224.3	2	2	10.38	183
Q6NZJ6	IF4G1	eukaryotic translation initiation factor 4 gamma 1 isoform a	Eif4g1	1990	2.61	125280.2	6	6	3.56	1600
Q91Z50	Q91Z50	flap endonuclease 1	Fen1	1987	2.62	55237.2	1	1	2.89	380
O54916	REPS1	ralBP1-associated Eps domain-containing protein 1 isoform 1	Reps1	1988	2.62	48939.5	3	3	4.65	795
P62137	PP1A	serine/threonine-protein phosphatase PP1-alpha catalytic subunit	Ppp1ca	1989	2.62	29603.1	1	1	2.73	330
Q9D868	PPIH	peptidyl-prolyl cis-trans isomerase H isoform 1	Ppih	1986	2.63	95672.0	3	3	16.95	177
P03899	NU3M	NADH dehydrogenase subunit 3 (mitochondrion)	ND3	1985	2.63	53638.3	1	1	13.04	115
Q9CQS8	SC61B	protein transport protein Sec61 subunit beta	Sec61b	1983	2.65	24036.4	1	1	10.42	96
Q80ZS3	RT26	"28S ribosomal protein S26, mitochondrial precursor"	Mrps26	1984	2.65	10753.3	1	1	9.00	200
P70697	DCUP	uroporphyrinogen decarboxylase	Urod	1982	2.66	47481.9	2	2	6.27	367
Q08761	PROS	vitamin K-dependent protein S preproprotein	Pros1	1981	2.66	49752.7	3	1	1.19	675
Q9CQC9	SAR1B	GTP-binding protein SAR1b	Sar1b	1980	2.66	36095.6	1	1	5.56	198
Q60821	ZBT17	zinc finger and BTB domain-containing protein 17	Zbtb17	1979	2.68	58585.0	3	2	4.03	794
Q3TDD9	PPR21	protein phosphatase 1 regulatory subunit 21	Ppp1r21	1978	2.68	55031.7	4	2	3.46	780
P42669	PURA	transcriptional activator protein Pur-alpha	Pura	1977	2.69	74845.3	7	4	17.45	321
E9PZM7	E9PZM7	protein SCAF11	Scaf11	1975	2.70	151582.8	10	9	7.42	1456
Q922Y1	UBXN1	UBX domain-containing protein 1	Ubxn1	1976	2.70	57168.7	1	1	4.04	297
Q9DBE8	ALG2	"alpha-1,3/1,6-mannosyltransferase ALG2"	Alg2	1974	2.71	29441.2	2	1	3.13	415
Q8BYZ1	ABI3	ABI gene family member 3 isoform 1	Abi3	1973	2.71	14456.3	1	1	4.09	367
P51863	VA0D1	V-type proton ATPase subunit d 1	Atp6v0d1	1972	2.72	29545.7	2	1	3.70	351
Q9D2U9	H2B3A	histone H2B type 3-A	Hist3h2ba	1971	2.73	48566.0	2	2	7.94	126
P62281	RS11	40S ribosomal protein S11	Rps11	1969	2.74	62793.3	3	2	6.33	158
Q8BVE3	VATH	V-type proton ATPase subunit H isoform 1	Atp6v1h	1967	2.74	39044.6	3	3	10.35	483
E9QKZ2	E9QKZ2	importin-9	Ipo9	1970	2.74	11145.6	2	2	3.27	1040
Q8VE62	PAIP1	polyadenylate-binding protein-interacting protein 1 isoform 1	Paip1	1966	2.76	26350.8	2	1	3.00	400
Q99KF1	TMED9	transmembrane emp24 domain-containing protein 9 precursor	Tmed9	1965	2.77	52403.5	1	1	4.68	235
Q9ET22	DPP2	dipeptidyl peptidase 2 precursor	Dpp7	1964	2.77	9772.6	1	1	1.98	506
P18052	PTPRA	receptor-type tyrosine-protein phosphatase alpha isoform 1	Ptpra	1963	2.78	107152.1	6	6	10.25	829
Q9DCE9	Q9DCE9	interferon gamma induced GTPase	Igtp	1962	2.78	46097.7	4	2	7.33	423
P10605	CATB	cathepsin B preproprotein	Ctsb	1961	2.79	21185.7	1	1	5.31	339
Q5EBH1	RASF5	ras association domain-containing protein 5 isoform 1	Rassf5	1959	2.79	89567.6	4	3	7.26	413
P62309	RUXG	small nuclear ribonucleoprotein G	Snrpg	1960	2.79	21129.7	1	1	17.11	76
Q8QZZ8	RAB38	ras-related protein Rab-38	Rab38	1958	2.80	44373.7	2	2	11.85	211
Q62384	ZPR1	zinc finger protein ZPR1	Zpr1	1957	2.81	30810.2	4	3	6.10	459
P70404	IDHG1	isocitrate dehydrogenase	Idh3g	1956	2.82	47357.3	3	2	4.07	393
Q8VD62	CK068	UPF0696 protein C11orf68 homolog isoform a	AI837181	1954	2.84	49262.8	2	2	6.38	298
Q6ZWZ2	UB2R2	ubiquitin-conjugating enzyme E2 R2	Ube2r2	1953	2.85	32812.1	1	1	4.62	238
P70697	DCUP	uroporphyrinogen decarboxylase	Urod	1952	2.86	131751.0	4	2	17.07	123
Q9CWI3	BCCIP	BRCA2 and CDKN1A-interacting protein	Bccip	1951	2.87	33222.3	3	3	10.44	316
P17426	AP2A1	AP-2 complex subunit alpha-1 isoform a	Ap2a1	1950	2.88	35332.2	3	3	3.38	977
Q9EPU0	RENT1	regulator of nonsense transcripts 1 isoform a	Upf1	1948	2.89	41590.9	4	3	3.65	1124
Q8CI32	BAG5	BAG family molecular chaperone regulator 5	Bag5	1949	2.89	52582.7	4	3	7.56	529
P20060	HEXB	beta-hexosaminidase subunit beta precursor	Hexb	1947	2.90	37321.6	2	2	3.36	536
E0CYH0	E0CYH0	pre-mRNA-splicing regulator WTAP isoform a	Wtap	1945	2.93	38521.6	3	3	12.88	396
P20065	TYB4	thymosin beta-4	Tmsb4x	1944	2.94	47242.2	2	1	25.00	44
Q4VA53	PDS5B	sister chromatid cohesion protein PDS5 homolog B	Pds5b	1943	2.95	95066.9	6	6	5.33	1446
G3X9C2	FBX50	F-box only protein 50	Nccrp1	1941	2.96	28857.3	1	1	4.12	291
P19221	THRB	prothrombin preproprotein	F2	1942	2.96	58669.9	3	2	1.78	618
P21995	EMB	embigin precursor	Emb	1939	2.97	84339.3	4	4	12.12	330
P19467	MUC13	mucin-13 precursor	Muc13	1938	2.97	44547.4	2	2	3.49	573
Q9ERN0	SCAM2	secretory carrier-associated membrane protein 2	Scamp2	1940	2.97	23988.8	1	1	3.65	329
P16254	SRP14	signal recognition particle 14 kDa protein	Srp14	1937	2.98	20512.2	1	1	10.91	110
P35279	RAB6A	ras-related protein Rab-6A isoform 1	Rab6a	1936	2.99	38644.8	2	2	8.65	208
Q8C3V4	Q8C3V4	signal transducer and activator of transcription 1 isoform 2	Stat1	1933	3.02	103767.5	4	4	6.11	785
Q9DBR1	XRN2	5'-3' exoribonuclease 2	Xrn2	1931	3.04	58995.7	2	2	3.26	951
Q9CQJ8	NDUB9	NADH dehydrogenase	Ndufb9	1932	3.04	27064.6	2	1	7.82	179
Q62425	NDUA4	cytochrome c oxidase subunit NDUFA4	Ndufa4	1929	3.05	83684.1	2	1	12.19	82
Q9WUU7	CATZ	cathepsin Z preproprotein	Ctsz	1930	3.05	40004.3	1	1	3.27	306
P07091	S10A4	protein S100-A4	S100a4	1928	3.06	27106.0	3	1	16.83	101
Q91XE8	TM205	transmembrane protein 205 isoform 2	Tmem205	1926	3.07	40479.9	2	1	8.99	189
Q8BWF2	GIMA5	GTPase IMAP family member 5	Gimap5	1927	3.07	49941.8	2	2	7.14	308
P14576	SRP54	signal recognition particle 54 kDa protein	Srp54b	1925	3.11	113350.9	6	5	11.11	504
C0HKD8	MFA1A	microfibrillar-associated protein 1	Mfap1b	1924	3.12	52484.0	3	2	6.83	439
Q3UMF0	COBL1	cordon-bleu protein-like 1 isoform 1	Cobll1	1923	3.12	122345.0	6	5	5.16	1240
Q3U898	CSN9	myeloma-overexpressed gene 2 protein homolog	Myeov2	1922	3.14	5440.2	1	1	35.09	57
Q9CR00	PSMD9	26S proteasome non-ATPase regulatory subunit 9	Psmd9	1921	3.15	50932.2	3	2	9.01	222
Q8BL66	EEA1	early endosome antigen 1	Eea1	1918	3.16	72298.5	4	4	3.05	1411
Q9DBT5	AMPD2	AMP deaminase 2 isoform a	Ampd2	1920	3.16	47207.1	3	3	2.99	835
Q8CHP5	PYM1	partner of Y14 and mago isoform 1	Pym1	1919	3.16	16246.1	1	1	7.39	203
Q6A028	SWP70	switch-associated protein 70	Swap70	1917	3.17	51635.8	4	3	3.59	585
P09602	HMGN2	non-histone chromosomal protein HMG-17	Hmgn2	1916	3.17	69052.6	2	1	10.00	90
Q8VDL4	ADPGK	ADP-dependent glucokinase precursor	Adpgk	1915	3.18	43141.5	9	3	6.65	496
O88792	JAM1	junctional adhesion molecule A precursor	F11r	1914	3.22	9174.0	2	1	6.33	300
Q9WV84	NDKM	"nucleoside diphosphate kinase, mitochondrial precursor"	Nme4	1913	3.23	35751.0	2	1	4.84	186
A2AJG0	A2AJG0	ribonuclease P protein subunit p38	Rpp38	1911	3.24	102987.9	5	3	11.79	280
Q9DCL8	IPP2	protein phosphatase inhibitor 2	Ppp1r2	1912	3.24	12542.0	3	3	20.39	206
V9GZG9	V9GZG9	sex-limited protein precursor	C4a	1910	3.25	208968.1	7	4	2.59	1735
Q61239	FNTA	protein farnesyltransferase/geranylgeranyltransferase type-1	Fnta	1909	3.27	89565.0	4	2	3.98	377
Q61207	SAP	prosaposin isoform B precursor	Psap	1908	3.27	115914.6	4	3	5.75	557
P49443	PPM1A	protein phosphatase 1A	Ppm1a	1907	3.29	57711.4	2	2	5.50	382
Q3SXD3	HDDC2	HD domain-containing protein 2	Hddc2	1906	3.29	23558.4	1	1	5.53	199
Q9QZE5	COPG1	coatomer subunit gamma-1 isoform 1	Copg1	1905	3.30	48107.5	2	2	2.40	874
Q8CGF7	TCRG1	transcription elongation regulator 1 isoform 1	Tcerg1	1904	3.31	64515.9	4	4	3.82	1100
Q9CZE3	RAB32	ras-related protein Rab-32	Rab32	1903	3.32	43172.9	2	2	12.56	223
P42209	43709	septin-1	43709	1902	3.34	53330.0	3	3	11.75	366
Q5XJE5	LEO1	RNA polymerase-associated protein LEO1	Leo1	1900	3.36	112891.5	4	4	6.30	667
Q61466	SMRD1	SWI/SNF-related matrix-associated actin-dependent regulator of	Smarcd1	1901	3.36	23306.0	2	2	5.44	515
Q9JJ80	RPF2	ribosome production factor 2 homolog isoform 1	Rpf2	1898	3.37	40874.9	3	3	10.46	306
Q8BGB8	COQ4	"ubiquinone biosynthesis protein COQ4 homolog, mitochondrial"	Coq4	1899	3.37	76827.1	4	2	9.02	266
P29788	VTNC	vitronectin precursor	Vtn	1896	3.38	29459.3	1	1	1.88	478
Q8BGM4	Q8BGM4	Williams-Beuren syndrome chromosomal region 27 protein	Wbscr27	1897	3.38	45336.7	2	2	8.40	238
Q6IRU5	CLCB	clathrin light chain B	Cltb	1895	3.39	61854.7	2	2	9.48	211
Q8R2Y8	PTH2	"peptidyl-tRNA hydrolase 2, mitochondrial isoform a"	Ptrh2	1894	3.40	37823.1	2	1	8.24	182
P27601	GNA13	guanine nucleotide-binding protein subunit alpha-13	Gna13	1893	3.41	12244.8	1	1	4.51	377
Q8R123	FAD1	FAD synthase	Flad1	1892	3.42	42768.3	3	2	4.88	492
Q8BXL7	ARFRP	ADP-ribosylation factor-related protein 1 isoform 1	Arfrp1	1891	3.43	16277.1	2	2	10.45	201
O08547	SC22B	vesicle-trafficking protein SEC22b precursor	Sec22b	1890	3.44	33396.9	1	1	4.65	215
J3QN89	J3QN89	angio-associated migratory cell protein isoform 1	Aamp	1888	3.46	40527.0	2	2	5.50	436
Q8BWY3	ERF1	eukaryotic peptide chain release factor subunit 1	Etf1	1889	3.46	47157.0	2	1	2.29	437
Q61103	REQU	zinc finger protein ubi-d4 isoform 1	Dpf2	1887	3.47	72283.3	4	2	7.41	405
Q8R3U1	PA216	HRAS-like suppressor 3	Pla2g16	1886	3.47	41555.6	2	2	14.20	162
Q8CFQ3	AQR	intron-binding protein aquarius isoform b	Aqr	1884	3.48	59565.8	3	3	1.79	1400
Q62433	NDRG1	protein NDRG1	Ndrg1	1885	3.48	92103.5	5	4	9.24	541
Z4YJD9	Z4YJD9	"keratin, type I cytoskeletal 12"	Krt12	1883	3.49	15217.9	1	1	1.64	487
Q78IK4	MIC27	MICOS complex subunit Mic27 isoform 1 precursor	Apool	1882	3.53	61353.9	5	2	8.68	265
P15327	PMGE	bisphosphoglycerate mutase	Bpgm	1880	3.55	65855.5	2	2	8.11	259
Q8R4K2	IRAK4	interleukin-1 receptor-associated kinase 4	Irak4	1881	3.55	48162.1	4	4	11.76	459
P68181	KAPCB	cAMP-dependent protein kinase catalytic subunit beta isoform 4	Prkacb	1879	3.58	34282.2	3	3	7.29	398
P00375	DYR	dihydrofolate reductase	Dhfr	1876	3.59	14882.5	1	1	8.56	187
P14434	HA2B	"histocompatibility 2, class II antigen A, alpha precursor"	H2-Aa	1878	3.59	16632.4	1	1	5.86	256
Q3TYI2	Q3TYI2	DNA-directed RNA polymerase II subunit RPB11	Polr2j	1877	3.59	48635.3	3	2	17.95	117
Q60787	LCP2	lymphocyte cytosolic protein 2	Lcp2	1875	3.60	14883.2	1	1	2.06	533
Q8R4F1	NTNG2	netrin-G2 isoform b precursor	Ntng2	1874	3.62	841432.3	12	3	4.92	589
P52480	KPYM	pyruvate kinase PKM isoform M1	Pkm	1873	3.63	43031.9	2	1	1.51	531
P35293	RAB18	ras-related protein Rab-18 isoform 2 precursor	Rab18	1872	3.64	21644.4	1	1	5.34	206
Q9CX56	PSMD8	26S proteasome non-ATPase regulatory subunit 8	Psmd8	1871	3.65	51764.6	2	2	5.38	353
Q8CH72	TRI32	E3 ubiquitin-protein ligase TRIM32	Trim32	1870	3.66	25592.8	2	2	4.27	655
Q9D2E2	TOE1	target of EGR1 protein 1	Toe1	1868	3.66	24443.7	3	3	6.46	511
Q8BMK4	CKAP4	cytoskeleton-associated protein 4	Ckap4	1869	3.66	50913.0	3	3	6.09	575
Q7M6Y3	PICAL	phosphatidylinositol-binding clathrin assembly protein isoform 1	Picalm	1867	3.67	139490.1	2	2	4.70	660
Q91ZW2	OFUT1	GDP-fucose protein O-fucosyltransferase 1 precursor	Pofut1	1866	3.71	21422.7	1	1	2.29	393
Q8BTY1	KAT1	kynurenine--oxoglutarate transaminase 1	Ccbl1	1865	3.73	37689.4	1	1	3.07	424
G3XA39	G3XA39	nuclear respiratory factor 1 isoform c	Nrf1	1864	3.74	30556.0	2	2	4.68	449
Q9DBS5	KLC4	kinesin light chain 4	Klc4	1862	3.74	141241.3	5	4	9.21	619
Q8C0W0	Q8C0W0	Tmsb15b1-Tmsb15b2 protein	Tmsb15l	1863	3.74	57433.2	2	1	17.50	80
Q62048	PEA15	astrocytic phosphoprotein PEA-15 isoform 2	Pea15a	1861	3.76	31971.5	2	1	7.69	130
Q8K3G5	VRK3	inactive serine/threonine-protein kinase VRK3	Vrk3	1860	3.77	66524.9	3	3	12.80	453
Q9D662	SC23B	protein transport protein Sec23B isoform 1	Sec23b	1858	3.78	63896.1	4	4	6.13	767
Q91YJ3	THYN1	thymocyte nuclear protein 1 isoform 1	Thyn1	1859	3.78	31773.5	2	1	5.75	226
Q921W4	QORL1	quinone oxidoreductase-like protein 1 isoform 1	Cryzl1	1857	3.80	19878.2	1	1	3.45	348
O35459	ECH1	"delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial"	Ech1	1855	3.82	40392.3	1	1	3.36	327
Q3UYV9	NCBP1	nuclear cap-binding protein subunit 1	Ncbp1	1856	3.82	16232.0	1	1	2.50	561
Q9CQE1	NPS3B	protein NipSnap homolog 3B	Nipsnap3b	1854	3.84	187612.5	8	3	9.31	247
P97825	JUPI1	hematological and neurological expressed 1 protein	Hn1	1853	3.87	7173.6	1	1	12.34	154
O08759	UBE3A	ubiquitin-protein ligase E3A isoform 2	Ube3a	1852	3.88	111249.3	8	8	10.46	870
Q9DCS3	MECR	"trans-2-enoyl-CoA reductase, mitochondrial precursor"	Mecr	1851	3.89	41132.0	2	2	8.85	373
Q4KMM3	OXR1	oxidation resistance protein 1 isoform E	Oxr1	1850	3.91	191494.8	8	3	5.31	866
Q542V3	Q542V3	serine/arginine-rich splicing factor 4	Srsf4	1849	3.91	27303.6	2	2	3.26	491
Q9ERI2	RB27A	ras-related protein Rab-27A	Rab27a	1847	3.92	31432.4	1	1	4.98	221
O08579	EMD	emerin	Emd	1848	3.92	48087.5	2	2	6.95	259
Q07797	LG3BP	galectin-3-binding protein precursor	Lgals3bp	1846	3.92	23448.5	1	1	2.25	577
nan		phosphatidylcholine transfer protein isoform 2	Pctp	1844	3.93	44594.6	2	2	8.46	201
Q6PE01	SNR40	U5 small nuclear ribonucleoprotein 40 kDa protein	Snrnp40	1845	3.93	16444.1	1	1	3.07	358
P98083	SHC1	SHC-transforming protein 1 isoform a	Shc1	1843	3.94	15555.7	2	1	3.45	579
P29452	CASP1	caspase-1	Casp1	1839	3.97	35110.4	2	2	7.21	402
Q08879	FBLN1	fibulin-1 precursor	Fbln1	1842	3.97	227668.3	8	6	8.94	705
Q9CZU3	MTREX	superkiller viralicidic activity 2-like 2	Skiv2l2	1841	3.97	87715.6	4	3	4.42	1040
Q8R3N6	THOC1	THO complex subunit 1	Thoc1	1840	3.97	70998.1	4	2	3.81	657
Q3ULJ0	GPD1L	glycerol-3-phosphate dehydrogenase 1-like protein	Gpd1l	1838	3.98	14637.0	1	1	3.42	351
Q9JI78	NGLY1	peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase	Ngly1	1837	3.99	72167.6	3	2	4.45	651
Q8C129	LCAP	leucyl-cystinyl aminopeptidase	Lnpep	1836	3.99	70458.3	3	2	2.44	1025
Q3TIR3	RIC8A	synembryn-A	Ric8a	1835	4.01	41973.5	4	2	7.17	530
P62869	ELOB	transcription elongation factor B polypeptide 2	Tceb2	1834	4.02	94653.8	4	3	27.12	118
Q5SV02	Q5SV02	DNA repair protein RAD50	Rad50	1832	4.04	158850.7	8	6	5.95	1312
