UniprotID	ProteinName	GeneName	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
 Q8K019 	 bcl-2-associated transcription factor 1 isoform 1 	 Bclaf1 	23.93	135855.6	10	7	8.71	919
 P17095 	 high mobility group protein HMG-I/HMG-Y isoform a 	 Hmga1 	12.76	106989.9	11	2	22.43	107
 Q6PHZ2 	 calcium/calmodulin-dependent protein kinase type II subunit delta 	 Camk2d 	43.66	213461.8	14	7	18.75	512
 Q80YR5 	 scaffold attachment factor B2 	 Safb2 	41.62	297851.6	22	9	9.18	991
 A0AUN0 	 SEC23-interacting protein 	 Sec23ip 	3.09	20925.7	2	2	2.61	998
 Q0P678 	 zinc finger CCCH domain-containing protein 18 isoform a 	 Zc3h18 	5.29	55005.3	5	3	3.5	972
 Q8R3F5 	" malonyl-CoA-acyl carrier protein transacylase, mitochondrial "	 Mcat 	5.56	19101.7	1	1	2.89	381
 Q9ESX5 	 H/ACA ribonucleoprotein complex subunit 4 	 Dkc1 	46.01	375614.2	20	7	19.45	509
 Q9CQN7 	" 39S ribosomal protein L41, mitochondrial precursor "	 Mrpl41 	4.75	39609.3	1	1	9.63	135
 Q3V4B5 	 COMM domain-containing protein 6 isoform 1 	 Commd6 	10.32	30637.4	1	1	14.94	87
 Q3UJU9 	 regulator of microtubule dynamics protein 3 	 Rmdn3 	6.26	13824.2	2	1	2.98	470
 Q3U0V2 	 tumor necrosis factor receptor type 1-associated DEATH domain 	 Tradd 	19.22	54799.4	4	2	10.32	310
 Q3B7Z2 	 oxysterol-binding protein 1 	 Osbp 	8.44	54065.2	3	2	3.23	805
 Q3UV17 	" keratin, type II cytoskeletal 2 oral "	 Krt76 	4.7	99259.5	3	1	1.52	594
 Q3U3W2 	 transmembrane protein 181 	 Tmem181a 	2.65	30682	2	2	4.85	474
 Q3UYV9 	 nuclear cap-binding protein subunit 1 	 Ncbp1 	16.55	68446.9	6	6	10	790
 Q3UGS4 	 protein FAM195B 	 Fam195b 	9.44	44658.5	3	2	20.62	97
 Q3TRM8 	 hexokinase-3 isoform 1 	 Hk3 	33.74	148216.9	7	4	6.29	922
 Q6A0A9 	 constitutive coactivator of PPAR-gamma-like protein 1 	 Fam120a 	21.01	173179	14	8	9.89	1112
 Q3UNZ8 	 quinone oxidoreductase-like protein 2 	 BC026585 	21.79	108405.3	5	4	16.57	350
 Q3TW96 	 UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 	 Uap1l1 	47.19	225735.3	10	8	17.55	507
 Q3THK7 	 GMP synthase 	 Gmps 	63.1	214594	14	12	22.94	693
 Q3UHX2 	 28 kDa heat- and acid-stable phosphoprotein 	 Pdap1 	23.86	83338.6	7	4	22.1	181
 A3KMP2 	 tetratricopeptide repeat protein 38 	 Ttc38 	45.12	334492.4	17	12	32.9	465
 Q3TIX6 	 far upstream element-binding protein 3 isoform a 	 Fubp3 	38.31	197842.8	10	7	17.04	575
 Q8BUR4 	 dedicator of cytokinesis protein 1 	 Dock1 	2.74	106370.3	7	7	4.77	1865
 B1AZI6 	 THO complex subunit 2 	 Thoc2 	1.64	73548.1	6	5	3.2	1594
 P62046 	 leucine-rich repeat and calponin homology domain-containing protein 	 Lrch1 	7.85	88479.3	4	2	5.08	709
 Q9D3U0 	 putative tRNA pseudouridine synthase Pus10 	 Pus10 	5.75	43377.9	7	3	7.4	527
 Q6P5F9 	 exportin-1 	 Xpo1 	52.52	275842.9	14	9	9.24	1071
 Q9DBG3 	 AP-2 complex subunit beta isoform a 	 Ap2b1 	18.61	182143	13	7	8.83	951
 Q8BYW1 	 rho GTPase-activating protein 25 isoform a 	 Arhgap25 	46.37	201217.6	15	11	18.83	648
 O70325 	" phospholipid hydroperoxide glutathione peroxidase, nuclear isoform "	 Gpx4 	10.92	87628.1	6	5	22.92	253
 Q3U1T3 	 breast cancer metastasis-suppressor 1-like protein 	 Brms1l 	6.98	24377.3	3	2	6.5	323
 Q61818 	 retinoic acid-induced protein 1 	 Rai1 	19.26	151501.8	10	6	3.86	1889
 P15702 	 leukosialin precursor 	 Spn 	13.9	123792.3	8	4	16.2	395
 Q8C5L3 	 CCR4-NOT transcription complex subunit 2 isoform d 	 Cnot2 	4.84	2214.3	1	1	2.91	550
 Q99LB2 	 dehydrogenase/reductase SDR family member 4 isoform 1 	 Dhrs4 	23.83	164728.2	8	7	26.88	279
 O54946 	 dnaJ homolog subfamily B member 6 isoform a 	 Dnajb6 	9.47	161612	8	6	18.08	365
 Q9CRC9 	 glucosamine-6-phosphate isomerase 2 	 Gnpda2 	13.57	53524.2	3	2	11.96	276
 O54962 	 barrier-to-autointegration factor 	 Banf1 	22.77	404269.9	13	5	56.18	89
 P63213 	 guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2 	 Gng2 	17.56	88112	5	2	42.25	71
 P63085 	 mitogen-activated protein kinase 1 	 Mapk1 	17.81	116452	7	4	12.85	358
 Q8R2U0 	 nucleoporin SEH1 isoform a 	 Seh1l 	4.73	23847.6	3	2	6.67	360
 Q923T9 	 calcium/calmodulin-dependent protein kinase type II subunit gamma 	 Camk2g 	15.37	51204.8	2	2	4.85	495
 Q9Z0H8 	 CAP-Gly domain-containing linker protein 2 isoform b 	 Clip2 	3.24	30740.7	4	3	3.46	1012
 Q9ERL7 	 glia maturation factor gamma isoform a 	 Gmfg 	3.87	75012.3	3	2	12.68	142
 Q3UGR5 	 haloacid dehalogenase-like hydrolase domain-containing protein 2 	 Hdhd2 	14.19	38101.7	5	3	16.22	259
 A0A286YDA2 	 nucleolar and coiled-body phosphoprotein 1 isoform B 	 Nolc1 	6.61	105461.7	7	3	6.29	700
 Q8CGF7 	 transcription elongation regulator 1 isoform 1 	 Tcerg1 	47.19	304528.5	21	11	10.64	1100
 Q9CPW2 	" adrenodoxin-like protein, mitochondrial precursor "	 Fdx1l 	7.1	39704.9	2	2	12.07	174
 Q3UHJ0 	 AP2 associated kinase 1 isoform 1 	 Aak1 	12.55	205979.5	13	7	8.97	959
 E9Q912 	 rap1 GTPase-GDP dissociation stimulator 1 isoform a 	 Rap1gds1 	46.67	174168.9	9	6	13.01	607
 Q91W53 	 golgin subfamily A member 7 	 Golga7 	8.2	60614.6	4	2	16.79	137
 Q9JMH6 	" thioredoxin reductase 1, cytoplasmic isoform 1 "	 Txnrd1 	35.03	236844.5	12	8	13.87	613
 Q3TNN6 	 macrophage-capping protein 	 Capg 	63.22	576903.4	28	10	34.38	349
 P04441 	 H-2 class II histocompatibility antigen gamma chain isoform 1 	 Cd74 	5.18	39807.8	2	1	5.02	279
 Q8BYH7 	 TBC1 domain family member 17 	 Tbc1d17 	3.86	22979.3	2	2	3.72	645
 Q9WVB0 	 RNA-binding protein with multiple splicing isoform 1 	 Rbpms 	13.41	91059.3	5	3	21.32	197
 Q4FZC9 	 nesprin-3 isoform alpha 	 Syne3 	40.96	271140.1	18	13	18.46	975
 P00688 	 pancreatic alpha-amylase precursor 	 Amy2a5 	2.8	14236.3	2	2	3.35	508
 F7BJB9 	 MORC family CW-type zinc finger protein 3 	 Morc3 	5.63	75662.2	6	5	6.48	942
 Q0VBL3 	 putative RNA-binding protein 15 	 Rbm15 	7.86	71167	4	3	5.3	962
 Q62189 	 U1 small nuclear ribonucleoprotein A 	 Snrpa 	10.92	50752.6	3	3	14.29	287
 P70353 	 nuclear transcription factor Y subunit gamma isoform 1 	 Nfyc 	12.62	86633.9	7	3	8.66	335
 Q78HU7 	 glycophorin-C 	 Gypc 	6.38	13717.6	2	2	28.42	95
 Q61686 	 chromobox protein homolog 5 	 Cbx5 	18.23	208425.3	12	7	39.27	191
 Q8CBW3 	 abl interactor 1 isoform 1 	 Abi1 	10.34	65764.3	3	2	5.41	481
 Q60668 	 heterogeneous nuclear ribonucleoprotein D0 isoform a 	 Hnrnpd 	37.14	461894.7	13	7	15.77	355
 P97447 	 four and a half LIM domains protein 1 isoform 2 	 Fhl1 	14.21	113333.9	6	3	12.16	296
 Q922I7 	 polypyrimidine tract-binding protein 1 isoform 1 	 Ptbp1 	68.78	733242.7	43	11	30.63	555
 P17439 	 glucosylceramidase precursor 	 Gba 	5.62	21831	1	1	2.52	515
 P26450 	 phosphatidylinositol 3-kinase regulatory subunit alpha isoform 2 	 Pik3r1 	13.58	77385.2	4	4	6.22	724
 Q8VD58 	 protein EVI2B precursor 	 Evi2b 	10.75	86405.8	5	3	9.68	444
 Q01768 	 nucleoside diphosphate kinase B 	 Nme2 	42.98	468532.6	22	7	43.42	152
 Q9JL26 	 formin-like protein 1 isoform 2 	 Fmnl1 	33.02	207141.5	15	10	10.88	1094
 P29351 	 tyrosine-protein phosphatase non-receptor type 6 isoform b 	 Ptpn6 	109.28	1045763.2	57	22	44.56	597
 O35638 	 cohesin subunit SA-2 isoform 1 	 Stag2 	26.79	333609.6	23	10	7.96	1231
 O35326 	 serine/arginine-rich splicing factor 5 	 Srsf5 	10.51	122026.7	4	3	10.41	269
 D3YYT1 	 putative oxidoreductase GLYR1 isoform 1 	 Glyr1 	18.84	119025.8	8	6	11.23	552
 D3Z3N4 	 heterogeneous nuclear ribonucleoprotein H3 	 Hnrnph3 	30.81	254495.9	12	6	17.63	346
 O89110 	 caspase-8 isoform 1 precursor 	 Casp8 	32.53	249048.1	13	9	25.42	480
 Q99M28 	 RNA-binding protein with serine-rich domain 1 isoform 1 	 Rnps1 	9.53	20341.5	1	1	4.92	305
 Q61029 	 lamina-associated polypeptide 2 isoform epsilon 	 Tmpo 	83.42	709220.3	32	12	29.65	452
 Q6PFA2 	 clathrin light chain A isoform a 	 Clta 	14.84	123644	8	4	20.64	218
 Q9R0U0 	 serine/arginine-rich splicing factor 10 isoform 2 	 Srsf10 	23.2	110158.5	4	4	16.03	262
 Q9ESZ8 	 general transcription factor II-I isoform 1 	 Gtf2i 	56.02	590532.7	37	16	16.93	998
 A2BH40 	 AT-rich interactive domain-containing protein 1A 	 Arid1a 	13.24	93405.3	7	3	2.28	2283
 Q921M4 	 golgin subfamily A member 2 isoform b 	 Golga2 	1.79	16050	2	2	2.6	999
 Q6P069 	 sorcin isoform 1 	 Sri 	38.65	262122	10	7	33.84	198
 D3Z0M9 	 probable ATP-dependent RNA helicase DDX23 	 Ddx23 	13.65	102441.3	5	5	6.47	819
 Q8BNV1 	 tRNA (uracil-5-)-methyltransferase homolog A isoform 2 	 Trmt2a 	10.39	37112.9	3	3	6.36	613
 Q6PB44 	 tyrosine-protein phosphatase non-receptor type 23 	 Ptpn23 	9.9	36259.5	3	2	1.71	1692
 A0A1W2P7Q6 	 exportin-T 	 Xpot 	12.21	61752.5	5	3	4.16	962
 E9Q9W4 	 long-chain fatty acid transport protein 6 	 Slc27a6 	4.96	63183.3	3	3	4.68	619
 Q8CI33 	 CWF19-like protein 1 	 Cwf19l1 	3.95	14953.4	1	1	2.79	537
 D3Z7P3 	" glutaminase kidney isoform, mitochondrial isoform 1 "	 Gls 	49.7	348011.5	21	10	18.69	674
 A2AR02 	 peptidyl-prolyl cis-trans isomerase G 	 Ppig 	11.54	140099.3	8	4	5.72	752
 G5E8V9 	 arfaptin-1 isoform 1 	 Arfip1 	13.34	18469	2	2	7.77	373
 Q7TMY7 	 importin-8 	 Ipo8 	8.73	13612.7	2	1	1.78	1010
 A6H5Y3 	 methionine synthase 	 Mtr 	13.72	116913.2	9	7	6.46	1253
 Q5SW19 	 clustered mitochondria protein homolog 	 Cluh 	10.99	59822.6	8	6	5.54	1353
 Q8C547 	 HEAT repeat-containing protein 5B 	 Heatr5b 	4.17	41480.8	3	3	1.88	2070
 Q8BHE8 	" uncharacterized protein C2orf47 homolog, mitochondrial precursor "	 9430016H08Rik 	4.64	10986.8	1	1	3.44	291
 E9PZY8 	 protein virilizer homolog 	 1110037F02Rik 	5.3	81119.3	5	3	2.04	1861
 Q9D0M0 	 exosome complex exonuclease RRP42 	 Exosc7 	12.44	62418.7	3	2	11	291
 Q9WU40 	 inner nuclear membrane protein Man1 	 Lemd3 	2.81	85900	4	3	6.97	918
 Q00PI9 	 heterogeneous nuclear ribonucleoprotein U-like protein 2 	 Hnrnpul2 	63.35	405645.3	19	12	19.06	745
 B2RRI2 	 protein strawberry notch homolog 1 	 Sbno1 	3.71	11008.8	2	1	1.01	1391
 Q8BHT6 	" beta-1,3-glucosyltransferase precursor "	 B3glct 	4.67	24208.4	1	1	3.48	489
 Q3UVK0 	 endoplasmic reticulum metallopeptidase 1 	 Ermp1 	17.22	148000.8	8	5	6.68	898
 Q68FE6 	 protein FAM65A 	 Fam65a 	7.17	39479.2	3	3	2.53	1223
 B2RXC6 	 DNA-directed RNA polymerase III subunit RPC1 	 Polr3a 	4.55	185782	9	7	5.83	1390
 F8VQD1 	 protein polybromo-1 	 Pbrm1 	6.06	42617.3	4	3	2.58	1704
 B9EKS2 	 lysine-specific demethylase 3B 	 Kdm3b 	14.78	105575.9	8	8	6.87	1762
 P58871 	 182 kDa tankyrase-1-binding protein 	 Tnks1bp1 	4.77	153954	10	6	4.01	1720
 Q9DCD0 	" 6-phosphogluconate dehydrogenase, decarboxylating "	 Pgd 	73.22	601358.5	24	10	30.23	483
 Q3TLH4 	 protein PRRC2C 	 Prrc2c 	20.93	385076	18	15	5.38	2846
 Q4QRL3 	 coiled-coil domain-containing protein 88B precursor 	 Ccdc88b 	1.9	30359.2	4	4	2.57	1481
 Q8BYC6 	 serine/threonine-protein kinase TAO3 	 Taok3 	2.14	53208.7	2	2	2	898
 E9QPI5 	 sister chromatid cohesion protein PDS5 homolog A 	 Pds5a 	52.55	337454	20	12	12.46	1332
 F8VPK0 	 tetratricopeptide repeat protein 37 	 Ttc37 	3.91	64412.4	2	2	1.54	1563
 Q78T54 	 vacuolar ATPase assembly integral membrane protein Vma21 isoform 2 	 Vma21 	5.64	25088.7	1	1	11.88	101
 Q6PAJ1 	 breakpoint cluster region protein 	 Bcr 	5.9	148773.6	7	6	5.59	1270
 Q80ZQ9 	 protein Simiate 	 Fam206a 	4.02	7326.4	1	1	9.33	193
 E9Q6J5 	 biorientation of chromosomes in cell division protein 1-like 1 	 Bod1l 	2.04	391972.1	16	13	5.41	3032
 Q80X90 	 filamin-B isoform a 	 Flnb 	74.23	512445.9	36	21	12.53	2602
 C0HKD8 	 microfibrillar-associated protein 1 	 Mfap1b 	11.87	127338.5	7	3	12.53	439
 Q9Z2D6 	 methyl-CpG-binding protein 2 isoform 1 	 Mecp2 	39.26	234046.7	8	7	22.36	501
 E9Q2S7 	 zinc finger protein 426-like 	 Zfp266 	10.68	53575.4	4	2	2.98	604
 Q3U7K7 	 E3 ubiquitin-protein ligase TRIM21 	 Trim21 	2.55	18533.6	3	3	6.28	462
 Q99P58 	 ras-related protein Rab-27B isoform 1 	 Rab27b 	12.12	75359.1	6	3	17.89	218
 Q5M8N4 	 epimerase family protein SDR39U1 	 Sdr39u1 	11.2	43594.8	2	2	7.85	293
 Q91Z40 	 guanylate binding protein 7 	 Gbp7 	45.85	364857.1	17	11	21.47	638
 Q811S7 	 upstream-binding protein 1 isoform a 	 Ubp1 	4.74	26427.8	1	1	2.22	540
 C0HKG5 	 ribonuclease T2 precursor 	 Rnaset2a 	6.3	54487.5	2	2	8.49	259
 Q91VB8 	" hemoglobin alpha, adult chain 2 "	 Hba-a2 	24.57	1728548.4	27	4	48.59	142
 P13634 	 carbonic anhydrase 1 	 Car1 	50.05	350333.2	18	8	41.76	261
 E9Q4N7 	 AT-rich interactive domain-containing protein 1B 	 Arid1b 	19.76	173393.9	11	6	4.1	2244
 Q8C5H8 	" NAD kinase 2, mitochondrial isoform 1 "	 Nadk2 	33.93	314138.7	9	6	17.92	452
 P30999 	 catenin delta-1 isoform 1 	 Ctnnd1 	8.92	52493.6	3	2	2.56	938
 Q9JIX8 	 apoptotic chromatin condensation inducer in the nucleus isoform 4 	 Acin1 	54.66	362507.1	25	15	14.1	1326
 A2A5R2 	 brefeldin A-inhibited guanine nucleotide-exchange protein 2 	 Arfgef2 	8.22	255832.5	16	10	6.08	1792
 E9Q6E5 	 serine/arginine-rich splicing factor 11 isoform 2 	 Srsf11 	22.33	140485.1	6	3	10.18	511
 Q91VV4 	 DENN domain-containing protein 2D isoform 2 	 Dennd2d 	14.65	64057	5	4	12.88	466
 O08992 	 syntenin-1 isoform 1 	 Sdcbp 	3.29	43334.1	4	3	14.05	299
 Q8BGN2 	 UPF0462 protein C4orf33 homolog isoform a 	 D3Ertd751e 	2.76	20332.2	1	1	5.73	192
 Q80XC2 	 tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A 	 Trmt61a 	2.74	25989	1	1	4.83	290
 P14576 	 signal recognition particle 54 kDa protein 	 Srp54b 	13.24	89479.2	7	4	12.1	504
 P0C7N9 	 proteasome assembly chaperone 4 isoform b 	 Psmg4 	5.97	18741.4	1	1	12.2	123
 G3UW55 	 uncharacterized protein LOC380787 	 A230065H16Rik 	1.57	30716	3	1	17.54	114
 P85094 	 isochorismatase domain-containing protein 2A precursor 	 Isoc2a 	8.03	40743.1	2	1	7.77	206
 Q9CWZ3 	 RNA-binding protein 8A isoform a 	 Rbm8a 	11.71	80111.8	2	2	10.92	174
 Q3UFY7 	 7-methylguanosine phosphate-specific 5'-nucleotidase isoform 1 	 Nt5c3b 	21.39	168675.7	9	7	30.67	300
 Q61990 	 poly(rC)-binding protein 2 isoform 1 	 Pcbp2 	40.34	325296.2	13	5	18.78	362
 P26043 	 radixin isoform a 	 Rdx 	23.47	145620.8	10	4	8.58	583
 P97930 	 thymidylate kinase isoform 1 	 Dtymk 	12.81	131159.4	7	4	17.92	212
 Q14AX6 	 cyclin-dependent kinase 12 isoform 1 	 Cdk12 	2.51	9566.9	1	1	1.21	1484
 Q3U935 	 cellular nucleic acid-binding protein isoform 3 	 Cnbp 	34.21	420111	16	8	52.94	170
 P39061 	 collagen alpha-1(XVIII) chain isoform 1 precursor 	 Col18a1 	4.1	27656	4	4	3.34	1527
 O08810 	 116 kDa U5 small nuclear ribonucleoprotein component isoform b 	 Eftud2 	108.13	708914.7	36	19	26.23	972
 Q9D868 	 peptidyl-prolyl cis-trans isomerase H isoform 2 	 Ppih 	5.56	90200.2	4	3	13.3	188
 O55143 	 sarcoplasmic/endoplasmic reticulum calcium ATPase 2 isoform b 	 Atp2a2 	22.54	93450.5	7	4	4.89	1044
 A2A432 	 cullin-4B 	 Cul4b 	13.84	192427.6	15	11	11.24	970
 P32067 	 lupus La protein homolog 	 Ssb 	50.74	400746.1	21	12	29.88	415
 Q3UWL8 	 prefoldin subunit 4 isoform 1 	 Pfdn4 	17.58	45384.1	2	2	20.15	134
 Q9QZV9 	 NTF2-related export protein 1 	 Nxt1 	12.56	41280.2	3	3	25	140
 Q60823 	 RAC-beta serine/threonine-protein kinase 	 Akt2 	1.85	51504.5	3	3	7.28	481
 P14824 	 annexin A6 isoform b 	 Anxa6 	97.11	927617.6	48	24	41.53	667
 Q3UYC0 	 protein phosphatase 1H isoform 1 	 Ppm1h 	1.76	30090.9	5	2	4.87	513
 Q9Z0H4 	 CUGBP Elav-like family member 2 isoform 4 	 Celf2 	22	93200.5	5	4	11.43	490
 Q9Z2X8 	 kelch-like ECH-associated protein 1 	 Keap1 	2.9	14739.2	1	1	1.76	624
 Q9WTJ4 	 flt3-interacting zinc finger protein 1 	 Fiz1 	3.16	11407.5	2	2	2.6	500
 Q9WUR2 	" enoyl-CoA delta isomerase 2, mitochondrial isoform a "	 Eci2 	29.66	152765.9	6	5	18.93	391
 Q60520 	 paired amphipathic helix protein Sin3a isoform 2 	 Sin3a 	40.15	267745.9	14	11	11.51	1277
 P35564 	 calnexin precursor 	 Canx 	51.6	564445.8	28	12	22	591
 O35350 	 calpain-1 catalytic subunit 	 Capn1 	13.17	120718.4	9	6	9.96	713
 Q3UI45 	 splicing factor 1 isoform 1 	 Sf1 	18.34	74358.4	4	4	7.51	639
 Q07076 	 annexin A7 	 Anxa7 	29.95	187969.2	7	5	12.74	463
 P54823 	 probable ATP-dependent RNA helicase DDX6 	 Ddx6 	52.35	227728.3	15	11	25.26	483
 Q9Z2W0 	 aspartyl aminopeptidase isoform a 	 Dnpep 	34.69	142622.4	7	5	14.32	475
 Q3UM65 	 runt-related transcription factor 1 isoform 1 	 Runx1 	8.96	126025.3	7	3	7.96	465
 P19324 	 serpin H1 precursor 	 Serpinh1 	13.38	205829.8	9	5	16.31	417
 O88587 	 catechol O-methyltransferase 	 Comt 	27.1	154995.9	10	3	21.13	265
 O35465 	 peptidyl-prolyl cis-trans isomerase FKBP8 isoform a 	 Fkbp8 	12.17	36539	1	1	3.97	403
 P25911 	 tyrosine-protein kinase Lyn isoform A 	 Lyn 	15.17	192047	14	7	15.82	512
 D3YZP9 	 coiled-coil domain-containing protein 6 	 Ccdc6 	4.65	23371.3	1	1	2.35	469
 B1AUN2 	 translation initiation factor eIF-2B subunit gamma isoform 1 	 Eif2b3 	2.07	9273.2	2	2	4.2	452
 E9Q4P1 	 WD repeat and FYVE domain-containing protein 1 isoform 1 	 Wdfy1 	4.2	19743.6	2	2	7.8	410
 Q60865 	 caprin-1 isoform a 	 Caprin1 	17.98	158736.5	7	4	5.94	707
 Q3UZ39 	 leucine-rich repeat flightless-interacting protein 1 isoform 1 	 Lrrfip1 	10.04	121283.9	9	5	8.92	729
 P06800 	 receptor-type tyrosine-protein phosphatase C isoform 1 precursor 	 Ptprc 	51.22	331355.4	21	15	12.76	1293
 O88844 	 isocitrate dehydrogenase 	 Idh1 	32.12	255100.5	15	12	27.78	414
 P70670 	 nascent polypeptide-associated complex subunit alpha isoform a 	 Naca 	32.52	330027.9	9	4	2.29	2187
 P98083 	 SHC-transforming protein 1 isoform a 	 Shc1 	7.36	15377.5	1	1	2.07	579
 P40336 	 vacuolar protein sorting-associated protein 26A isoform b 	 Vps26a 	11.97	160669.8	11	3	8.08	359
 P61804 	 dolichyl-diphosphooligosaccharide--protein glycosyltransferase 	 Dad1 	11.12	55226.2	3	2	19.47	113
 D3Z7P3 	" glutaminase kidney isoform, mitochondrial isoform 2 "	 Gls 	15.15	52821.2	3	2	5.64	603
 P70662 	 LIM domain-binding protein 1 isoform 1 	 Ldb1 	5.2	56619.1	2	2	4.87	411
 A2AJL3 	 FGGY carbohydrate kinase domain-containing protein isoform a 	 Fggy 	8.4	32916.5	2	2	6.52	552
 Q80UG5 	 septin-9 isoform a 	 Sept9 	40.42	287332.9	13	10	19.38	583
 E0CYH0 	 pre-mRNA-splicing regulator WTAP isoform a 	 Wtap 	23.15	166990.7	8	4	13.64	396
 Q9ERG0 	 LIM domain and actin-binding protein 1 isoform a 	 Lima1 	5.01	30421.8	3	1	1.73	753
