UniprotID	ProteinID	ProteinName	GeneName	Rank	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
A2AJG0	A2AJG0	ribonuclease P protein subunit p38	Rpp38	2300	6.54	28252.6	2	1	5.71	280
Q6PDL0	DC1L2	cytoplasmic dynein 1 light intermediate chain 2	Dync1li2	3004	3.56	114258.5	4	4	7.52	492
Q6NVF9	CPSF6	cleavage and polyadenylation specificity factor subunit 6 isoform 2	Cpsf6	923	21.41	120075.7	7	4	12.34	551
Q3TXT3	SOSSC	SOSS complex subunit C	Inip	3212	2.53	21854.9	2	1	8.65	104
P56394	COX17	cytochrome c oxidase copper chaperone	Cox17	2599	5.18	11816.8	1	1	25.40	63
P17047	LAMP2	lysosome-associated membrane glycoprotein 2 isoform 1 precursor	Lamp2	2123	7.61	72152.0	4	4	8.43	415
A2ADY9	DDI2	protein DDI1 homolog 2	Ddi2	1145	17.99	107052.8	5	4	14.79	399
Q5F2E7	NUFP2	nuclear fragile X mental retardation-interacting protein 2	Nufip2	2415	5.91	55132.4	5	4	7.23	692
Q9QYC0	ADDA	alpha-adducin isoform 1	Add1	926	21.31	188614.6	11	7	11.43	735
Q6P8I4	PCNP	PEST proteolytic signal-containing nuclear protein	Pcnp	1595	12.04	171906.1	4	3	21.91	178
Q9WV98	TIM9	mitochondrial import inner membrane translocase subunit Tim9	Timm9	2305	6.53	203280.3	10	3	25.84	89
Q7TQK5	CCD93	coiled-coil domain-containing protein 93 isoform a	Ccdc93	2105	7.71	117808.5	6	6	9.86	629
E9PUA7	E9PUA7	tumor protein D52 isoform 4	Tpd52	1171	17.57	179304.5	7	5	33.50	194
O54786	DFFA	DNA fragmentation factor subunit alpha isoform a	Dffa	1179	17.44	234124.7	9	7	26.89	331
Q7M702	Q7M702	kinesin light chain 1 isoform 1B	Klc1	2560	5.34	72334.5	3	3	7.08	551
Q9ERF3	WDR61	WD repeat-containing protein 61 isoform a	Wdr61	489	32.78	234133.6	10	6	31.48	305
P17182	ENOA	"enolase 1B, retrotransposed"	Eno1b	28	117.59	2583771.6	76	26	66.59	434
Q8K019	BCLF1	bcl-2-associated transcription factor 1 isoform 1	Bclaf1	687	26.59	274025.9	15	9	11.10	919
P17095	HMGA1	high mobility group protein HMG-I/HMG-Y isoform a	Hmga1	2724	4.72	48665.0	4	2	22.43	107
F8VPR5	F8VPR5	CREB-binding protein	Crebbp	2231	6.93	112075.1	8	6	3.61	2441
Q6PHZ2	KCC2D	calcium/calmodulin-dependent protein kinase type II subunit delta	Camk2d	743	25.13	198106.8	12	6	15.43	512
Q3TV70	NR2CA	nuclear receptor 2C2-associated protein isoform 1	Nr2c2ap	2688	4.83	14148.5	1	1	8.57	140
Q6NXN1	SZRD1	SUZ domain-containing protein 1 isoform 1	Szrd1	2074	7.97	72574.1	6	3	28.95	152
Q80YR5	SAFB2	scaffold attachment factor B2	Safb2	237	47.38	356592.5	17	9	11.50	991
A0AUN0	A0AUN0	SEC23-interacting protein	Sec23ip	2511	5.54	41917.3	3	3	3.71	998
Q0P678	ZCH18	zinc finger CCCH domain-containing protein 18 isoform a	Zc3h18	1447	13.53	171072.3	9	7	8.13	972
Q8R3F5	FABD	"malonyl-CoA-acyl carrier protein transacylase, mitochondrial"	Mcat	2262	6.73	85468.6	6	3	8.92	381
Q99LY9	NDUS5	NADH dehydrogenase	Ndufs5	2985	3.65	16677.8	2	2	16.98	106
Q9ESX5	DKC1	H/ACA ribonucleoprotein complex subunit 4	Dkc1	503	32.36	265937.7	13	7	20.24	509
Q9CQN7	RM41	"39S ribosomal protein L41, mitochondrial precursor"	Mrpl41	2523	5.49	35147.2	1	1	9.63	135
P41272	CD27	CD27 antigen isoform a precursor	Cd27	2493	5.59	39356.0	2	2	17.20	250
Q3UJU9	RMD3	regulator of microtubule dynamics protein 3	Rmdn3	3134	2.86	53804.5	4	3	10.00	470
Q3U0V2	TRADD	tumor necrosis factor receptor type 1-associated DEATH domain	Tradd	1476	13.16	76473.1	6	5	18.71	310
Q3UQA7	SELH	selenoprotein H	2700094K13Rik	2763	4.58	66307.4	3	1	10.34	116
Q3B7Z2	OSBP1	oxysterol-binding protein 1	Osbp	2034	8.29	160811.3	7	6	7.83	805
Q3UV17	K22O	"keratin, type II cytoskeletal 2 oral"	Krt76	3128	2.88	218651.2	6	3	6.23	594
Q3UYV9	NCBP1	nuclear cap-binding protein subunit 1	Ncbp1	1362	14.72	172770.6	9	8	11.77	790
Q3UGS4	MCRI1	protein FAM195B	Fam195b	3047	3.34	45798.7	1	1	9.28	97
Q3TRM8	HXK3	hexokinase-3 isoform 1	Hk3	823	23.08	195753.7	11	5	7.70	922
Q3UHD9	AGAP2	"arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2"	Agap2	1028	19.56	127459.6	6	4	4.89	1186
Q6A0A9	F120A	constitutive coactivator of PPAR-gamma-like protein 1	Fam120a	317	41.08	320977.6	13	11	12.23	1112
Q3TW96	UAP1L	UDP-N-acetylhexosamine pyrophosphorylase-like protein 1	Uap1l1	309	41.72	351348.7	15	11	27.61	507
Q3THK7	GUAA	GMP synthase	Gmps	87	74.49	790140.3	35	17	29.87	693
Q3UHX2	HAP28	28 kDa heat- and acid-stable phosphoprotein	Pdap1	1617	11.85	96412.4	5	3	14.92	181
Q3UM29	COG7	conserved oligomeric Golgi complex subunit 7	Cog7	2041	8.21	45184.4	4	4	7.14	770
A3KMP2	TTC38	tetratricopeptide repeat protein 38	Ttc38	936	21.15	222921.8	10	7	19.78	465
Q3TIX6	Q3TIX6	far upstream element-binding protein 3 isoform a	Fubp3	344	39.55	254048.8	11	8	21.57	575
Q8BUR4	DOCK1	dedicator of cytokinesis protein 1	Dock1	2491	5.60	183757.2	10	9	4.72	1865
P62983	RS27A	ubiquitin-40S ribosomal protein S27a precursor	Rps27a	296	42.46	2701082.0	52	13	48.08	156
Q9WTP6	KAD2	"adenylate kinase 2, mitochondrial isoform a"	Ak2	520	31.81	495475.6	20	9	45.19	239
Q6P5F9	XPO1	exportin-1	Xpo1	269	44.10	354137.3	15	11	13.35	1071
Q9DBG3	AP2B1	AP-2 complex subunit beta isoform a	Ap2b1	1709	10.99	137348.9	7	4	4.84	951
Q8BYW1	RHG25	rho GTPase-activating protein 25 isoform a	Arhgap25	1331	15.09	200554.9	9	6	10.65	648
O70325	GPX4	"phospholipid hydroperoxide glutathione peroxidase, nuclear isoform"	Gpx4	2531	5.45	44386.4	2	1	5.53	253
Q3U1T3	BRM1L	breast cancer metastasis-suppressor 1-like protein	Brms1l	2542	5.42	20907.9	1	1	4.33	323
Q8VDD8	WASH1	WAS protein family homolog 1	Wash1	2846	4.27	88759.1	4	4	15.16	475
Q61818	RAI1	retinoic acid-induced protein 1	Rai1	2422	5.89	59942.0	3	3	1.80	1889
P15702	LEUK	leukosialin precursor	Spn	1708	11.00	136803.6	7	4	17.72	395
Q8C5L3	CNOT2	CCR4-NOT transcription complex subunit 2 isoform d	Cnot2	2347	6.22	18988.6	2	2	7.45	550
Q99LB2	DHRS4	dehydrogenase/reductase SDR family member 4 isoform 1	Dhrs4	1156	17.82	123399.8	4	3	14.34	279
O54946	DNJB6	dnaJ homolog subfamily B member 6 isoform a	Dnajb6	1706	11.03	81597.7	3	3	9.32	365
O54962	BAF	barrier-to-autointegration factor	Banf1	1117	18.36	686740.7	9	4	44.94	89
Q32KI9	ARSI	arylsulfatase I precursor	Arsi	3443	1.55	52065.9	2	1	1.22	573
P63213	GBG2	guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	Gng2	1498	12.92	56125.6	3	2	42.25	71
P63085	MK01	mitogen-activated protein kinase 1	Mapk1	1182	17.40	188439.0	9	7	26.54	358
Q8R2U0	SEH1	nucleoporin SEH1 isoform a	Seh1l	2932	3.86	63032.8	3	3	12.78	360
Q923T9	KCC2G	calcium/calmodulin-dependent protein kinase type II subunit gamma	Camk2g	1495	12.97	63415.7	5	4	11.92	495
P60762	MO4L1	mortality factor 4-like protein 1 isoform a	Morf4l1	1748	10.60	98784.6	5	3	7.46	362
Q99KW3	TARA	TRIO and F-actin-binding protein isoform 3	Triobp	1905	9.24	49123.3	4	4	2.04	2014
Q921C5	BICD2	protein bicaudal D homolog 2 isoform 1	Bicd2	2988	3.64	55016.0	4	3	4.35	851
Q3UGR5	HDHD2	haloacid dehalogenase-like hydrolase domain-containing protein 2	Hdhd2	1644	11.57	115296.3	9	3	16.22	259
Q8CBE3	WDR37	WD repeat-containing protein 37 isoform a	Wdr37	2365	6.13	59954.5	4	2	4.84	496
Q8CGF7	TCRG1	transcription elongation regulator 1 isoform 1	Tcerg1	518	31.90	357476.7	18	15	12.00	1100
Q9CPW2	FDX2	"adrenodoxin-like protein, mitochondrial precursor"	Fdx1l	3315	2.17	72530.5	5	2	12.07	174
Q3UHJ0	AAK1	AP2 associated kinase 1 isoform 1	Aak1	2120	7.65	146428.9	8	6	9.18	959
Q4LDD4	ARAP1	"arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing"	Arap1	1016	19.70	143304.5	8	6	4.79	1441
E9Q912	E9Q912	rap1 GTPase-GDP dissociation stimulator 1 isoform a	Rap1gds1	272	43.94	318555.2	14	8	16.80	607
Q3U1V6	UEVLD	ubiquitin-conjugating enzyme E2 variant 3	Uevld	3425	1.63	17447.0	1	1	2.34	471
Q91W53	GOGA7	golgin subfamily A member 7	Golga7	2228	6.96	40317.2	3	3	24.82	137
Q9JMH6	TRXR1	"thioredoxin reductase 1, cytoplasmic isoform 1"	Txnrd1	607	28.86	406434.4	12	7	15.82	613
Q3TNN6	Q3TNN6	macrophage-capping protein	Capg	436	34.89	313997.3	11	7	20.06	349
O88879	APAF	apoptotic protease-activating factor 1 isoform 1	Apaf1	2392	5.98	69722.9	3	2	3.20	1249
Q8BYH7	TBC17	TBC1 domain family member 17	Tbc1d17	3224	2.46	24381.7	1	1	2.33	645
Q9WVB0	RBPMS	RNA-binding protein with multiple splicing isoform 1	Rbpms	768	24.65	236390.6	9	5	35.03	197
Q4FZC9	SYNE3	nesprin-3 isoform alpha	Syne3	465	33.57	192830.5	11	10	12.82	975
Q3UPG6	Q3UPG6	clathrin interactor 1	Clint1	801	23.62	327105.6	14	9	15.41	623
F7BJB9	MORC3	MORC family CW-type zinc finger protein 3	Morc3	1734	10.72	47783.7	3	2	3.61	942
Q0VBL3	RBM15	putative RNA-binding protein 15	Rbm15	1192	17.28	98465.6	5	5	8.21	962
P19426	NELFE	negative elongation factor E	Nelfe	3195	2.61	61514.7	3	2	5.99	367
Q62189	SNRPA	U1 small nuclear ribonucleoprotein A	Snrpa	1996	8.51	133066.0	5	3	14.29	287
Q9JJI8	RL38	60S ribosomal protein L38	Rpl38	2919	3.91	20688.0	1	1	14.29	70
P70353	NFYC	nuclear transcription factor Y subunit gamma isoform 1	Nfyc	1870	9.49	72629.1	3	2	5.97	335
Q78HU7	GLPC	glycophorin-C	Gypc	2858	4.23	6198.8	1	1	27.37	95
Q61686	CBX5	chromobox protein homolog 5	Cbx5	3183	2.66	55838.5	3	2	13.61	191
Q8CBW3	ABI1	abl interactor 1 isoform 1	Abi1	1737	10.70	148314.4	5	4	10.60	481
Q60668	HNRPD	heterogeneous nuclear ribonucleoprotein D0 isoform a	Hnrnpd	1566	12.33	460231.4	12	5	11.83	355
P97447	FHL1	four and a half LIM domains protein 1 isoform 2	Fhl1	1848	9.66	107346.2	6	4	16.89	296
Q922I7	Q922I7	polypyrimidine tract-binding protein 1 isoform 1	Ptbp1	298	42.31	519470.4	31	10	25.41	555
P26450	P85A	phosphatidylinositol 3-kinase regulatory subunit alpha isoform 2	Pik3r1	1234	16.55	282468.1	10	5	8.01	724
Q8VD58	EVI2B	protein EVI2B precursor	Evi2b	2173	7.22	98644.8	3	2	5.86	444
Q01768	NDKB	nucleoside diphosphate kinase B	Nme2	1555	12.48	525438.8	13	3	19.74	152
Q8R3P6	INT14	von Willebrand factor A domain-containing protein 9	Vwa9	2780	4.53	61915.6	3	2	7.57	515
Q9ESE1	LRBA	lipopolysaccharide-responsive and beige-like anchor protein isoform	Lrba	2715	4.74	228508.1	9	7	4.30	2790
Q9JL26	FMNL1	formin-like protein 1 isoform 2	Fmnl1	264	45.04	402998.6	23	12	13.89	1094
P29351	PTN6	tyrosine-protein phosphatase non-receptor type 6 isoform b	Ptpn6	101	71.88	814989.6	35	15	32.66	597
O35638	STAG2	cohesin subunit SA-2 isoform 1	Stag2	883	22.01	211084.5	9	8	7.80	1231
O35326	SRSF5	serine/arginine-rich splicing factor 5	Srsf5	535	31.35	379275.7	11	7	22.68	269
D3YYT1	D3YYT1	putative oxidoreductase GLYR1 isoform 1	Glyr1	1274	15.97	174292.3	6	5	10.51	552
D3Z3N4	D3Z3N4	heterogeneous nuclear ribonucleoprotein H3	Hnrnph3	1197	17.09	126431.4	5	4	13.01	346
O89110	CASP8	caspase-8 isoform 1 precursor	Casp8	566	30.44	350978.6	16	9	25.83	480
Q99M28	RNPS1	RNA-binding protein with serine-rich domain 1 isoform 1	Rnps1	2263	6.73	58764.4	2	1	4.92	305
Q3TNH0	Q3TNH0	lamina-associated polypeptide 2 isoform delta	Tmpo	73	81.14	1009279.2	37	13	41.75	412
Q9R0U0	SRS10	serine/arginine-rich splicing factor 10 isoform 2	Srsf10	1800	10.18	129374.1	8	4	17.56	262
E9QAE3	E9QAE3	TATA-binding protein-associated factor 172	Btaf1	2807	4.40	49491.6	2	2	1.30	1848
Q3UHU8	Q3UHU8	general transcription factor II-I isoform 5	Gtf2i	231	48.19	551509.1	26	16	19.23	962
E9PU93	E9PU93	set1/Ash2 histone methyltransferase complex subunit ASH2 isoform b	Ash2l	2113	7.67	137503.3	7	5	11.05	534
P97379	G3BP2	ras GTPase-activating protein-binding protein 2 isoform a	G3bp2	1480	13.10	79562.1	6	3	8.30	482
A2BH40	ARI1A	AT-rich interactive domain-containing protein 1A	Arid1a	477	33.06	378853.2	26	16	10.21	2283
Q99LG4	TTC5	tetratricopeptide repeat protein 5 isoform a	Ttc5	1964	8.71	58828.1	4	4	11.82	440
Q921M4	GOGA2	golgin subfamily A member 2 isoform b	Golga2	1069	18.99	247713.2	10	6	7.71	999
Q6P069	SORCN	sorcin isoform 1	Sri	723	25.62	518278.5	13	6	32.32	198
D3Z0M9	D3Z0M9	probable ATP-dependent RNA helicase DDX23	Ddx23	709	26.08	196009.2	10	8	11.23	819
Q8BNV1	TRM2A	tRNA (uracil-5-)-methyltransferase homolog A isoform 2	Trmt2a	1047	19.28	66071.5	4	3	7.67	613
F8VPP8	F8VPP8	zinc finger CCCH domain-containing protein 7B	Zc3h7b	2827	4.34	12020.9	1	1	1.43	982
Q6PB44	PTN23	tyrosine-protein phosphatase non-receptor type 23	Ptpn23	2307	6.47	90162.6	4	4	3.66	1692
A0A1W2P7Q6	A0A1W2P7Q6	exportin-T	Xpot	1062	19.08	145431.2	6	6	8.11	962
Q8CI33	C19L1	CWF19-like protein 1	Cwf19l1	3087	3.14	113333.1	6	3	6.89	537
A2AR02	PPIG	peptidyl-prolyl cis-trans isomerase G	Ppig	1824	9.89	93700.9	5	4	5.32	752
E9QAP7	E9QAP7	transcription initiation factor TFIID subunit 4	Taf4	2440	5.82	14986.6	1	1	1.34	1042
G5E8V9	G5E8V9	arfaptin-1 isoform 1	Arfip1	1620	11.84	85859.1	6	4	15.55	373
B1ASA5	B1ASA5	zinc finger protein 362	Zfp362	3190	2.63	31028.2	3	2	4.78	418
Q7TMY7	IPO8	importin-8	Ipo8	2169	7.28	90186.1	6	5	6.63	1010
E9PVX6	KI67	antigen KI-67	Mki67	211	50.03	745293.2	47	31	12.46	3177
A6H5Y3	METH	methionine synthase	Mtr	1823	9.90	131833.1	8	6	4.87	1253
A2AT37	A2AT37	regulator of nonsense transcripts 2	Upf2	3413	1.68	38677.2	3	3	4.10	1269
Q5SW19	CLU	clustered mitochondria protein homolog	Cluh	698	26.29	273577.1	15	12	11.68	1353
E9Q4K7	E9Q4K7	kinesin-like protein KIF13B	Kif13b	2566	5.31	49747.0	6	4	1.63	1843
Q8BHE8	MAIP1	"uncharacterized protein C2orf47 homolog, mitochondrial precursor"	9430016H08Rik	2822	4.37	23034.0	1	1	3.44	291
E9PZY8	E9PZY8	protein virilizer homolog	1110037F02Rik	1862	9.54	410197.5	9	5	3.76	1861
Q9D0M0	EXOS7	exosome complex exonuclease RRP42	Exosc7	659	27.21	224301.1	9	6	32.30	291
Q9WU40	MAN1	inner nuclear membrane protein Man1	Lemd3	2473	5.69	73656.1	6	4	8.06	918
Q00PI9	HNRL2	heterogeneous nuclear ribonucleoprotein U-like protein 2	Hnrnpul2	412	35.92	398142.6	19	11	15.57	745
B2RRI2	B2RRI2	protein strawberry notch homolog 1	Sbno1	3026	3.43	100226.9	5	5	3.52	1391
Q8BHT6	B3GLT	"beta-1,3-glucosyltransferase precursor"	B3glct	3133	2.87	26574.9	1	1	2.66	489
Q9CY73	RM44	"39S ribosomal protein L44, mitochondrial precursor"	Mrpl44	3150	2.79	27001.7	1	1	4.50	333
Q3UVK0	ERMP1	endoplasmic reticulum metallopeptidase 1	Ermp1	1842	9.72	75175.9	3	3	4.01	898
Q68FE6	RIPR1	protein FAM65A	Fam65a	2847	4.27	74211.1	3	3	3.27	1223
F8VQD1	F8VQD1	protein polybromo-1	Pbrm1	1286	15.67	229644.3	11	10	5.81	1704
B9EKS2	B9EKS2	lysine-specific demethylase 3B	Kdm3b	2449	5.79	124710.3	5	3	3.06	1762
E9PWW9	E9PWW9	remodeling and spacing factor 1	Rsf1	2877	4.09	146219.5	8	8	7.22	1441
Q9DCD0	6PGD	"6-phosphogluconate dehydrogenase, decarboxylating"	Pgd	280	43.56	561154.1	30	14	28.99	483
Q3TLH4	PRC2C	protein PRRC2C	Prrc2c	451	34.01	393060.9	18	15	7.48	2846
Q4QRL3	CC88B	coiled-coil domain-containing protein 88B precursor	Ccdc88b	2003	8.47	105370.5	5	5	4.86	1481
Q6NXI6	RPRD2	regulation of nuclear pre-mRNA domain-containing protein 2	Rprd2	1697	11.12	114825.4	7	6	6.60	1469
Q8BYC6	TAOK3	serine/threonine-protein kinase TAO3	Taok3	2071	7.99	163876.7	6	5	5.01	898
E9QPI5	E9QPI5	sister chromatid cohesion protein PDS5 homolog A	Pds5a	160	57.95	668373.9	30	17	17.27	1332
F8VPN4	F8VPN4	glycogen debranching enzyme	Agl	3323	2.16	239488.2	5	5	5.35	1532
E9Q5F9	SETD2	histone-lysine N-methyltransferase SETD2	Setd2	2963	3.74	124952.1	7	6	3.04	2537
F8VPK0	F8VPK0	tetratricopeptide repeat protein 37	Ttc37	2770	4.56	25773.8	2	1	0.96	1563
Q78T54	VMA21	vacuolar ATPase assembly integral membrane protein Vma21 isoform 2	Vma21	3258	2.29	74093.5	2	1	11.88	101
E9QLK7	E9QLK7	transformation/transcription domain-associated protein	Trrap	3098	3.06	72071.9	2	2	0.68	3847
Q80ZQ9	F206A	protein Simiate	Fam206a	2237	6.88	54634.7	4	1	9.33	193
E9Q6J5	BD1L1	biorientation of chromosomes in cell division protein 1-like 1	Bod1l	2019	8.37	548814.5	24	15	5.44	3032
Q80X90	FLNB	filamin-B isoform a	Flnb	271	43.96	555296.0	25	22	12.11	2602
C0HKD8	MFA1A	microfibrillar-associated protein 1	Mfap1b	2312	6.45	163149.8	8	4	11.85	439
Q9Z2D6	MECP2	methyl-CpG-binding protein 2 isoform 1	Mecp2	696	26.33	209012.4	13	7	20.16	501
P70257	NFIX	nuclear factor 1 X-type isoform 1	Nfix	2764	4.58	26944.2	1	1	2.49	441
E9Q2S7	E9Q2S7	zinc finger protein 426-like	Zfp266	2863	4.19	29418.3	1	1	1.99	604
Q91Z40	Q91Z40	guanylate binding protein 7	Gbp7	797	23.73	152483.6	7	7	13.32	638
Q811S7	UBIP1	upstream-binding protein 1 isoform a	Ubp1	2719	4.72	25027.6	1	1	2.22	540
Q8CEC0	NUP88	nuclear pore complex protein Nup88 isoform 2	Nup88	3032	3.41	40208.2	2	2	2.39	753
Q5SSZ5	TENS3	tensin-3	Tns3	3031	3.42	67035.6	4	3	2.29	1440
C0HKG5	RNT2A	ribonuclease T2 precursor	Rnaset2a	2502	5.57	50153.0	2	2	8.49	259
Q91VB8	Q91VB8	"hemoglobin alpha, adult chain 2"	Hba-a2	447	34.12	2233361.8	41	9	85.91	142
P13634	CAH1	carbonic anhydrase 1	Car1	1162	17.70	250728.6	9	6	26.82	261
E9Q4N7	ARI1B	AT-rich interactive domain-containing protein 1B	Arid1b	2137	7.53	135426.9	5	5	2.85	2244
G3UW40	G3UW40	colorectal mutant cancer protein isoform 2	Mcc	3220	2.48	217895.0	6	4	5.68	828
Q8C5H8	NAKD2	"NAD kinase 2, mitochondrial isoform 1"	Nadk2	1255	16.25	177555.5	8	4	12.17	452
P30999	CTND1	catenin delta-1 isoform 1	Ctnnd1	1473	13.22	143284.6	6	6	6.82	938
A2A5R2	BIG2	brefeldin A-inhibited guanine nucleotide-exchange protein 2	Arfgef2	2950	3.79	82739.7	6	3	1.67	1792
P0C0A3	CHMP6	charged multivesicular body protein 6	Chmp6	2900	4.00	21085.4	1	1	6.50	200
E9Q6E5	E9Q6E5	serine/arginine-rich splicing factor 11 isoform 2	Srsf11	445	34.14	363546.2	18	8	18.59	511
O08992	SDCB1	syntenin-1 isoform 1	Sdcbp	3023	3.45	27177.0	1	1	3.68	299
Q80XC2	TRM61	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A	Trmt61a	3426	1.63	29368.8	1	1	4.83	290
P14576	SRP54	signal recognition particle 54 kDa protein	Srp54b	998	20.00	149713.1	10	6	13.69	504
P0C7N9	PSMG4	proteasome assembly chaperone 4 isoform b	Psmg4	2621	5.10	33948.8	1	1	12.20	123
P85094	ISC2A	isochorismatase domain-containing protein 2A precursor	Isoc2a	2773	4.56	12168.7	1	1	7.77	206
Q9CWZ3	RBM8A	RNA-binding protein 8A isoform a	Rbm8a	1995	8.53	158511.3	5	3	15.52	174
G3X9K3	BIG1	brefeldin A-inhibited guanine nucleotide-exchange protein 1	Arfgef1	3421	1.65	35315.1	2	2	2.00	1846
Q3UFY7	5NT3B	7-methylguanosine phosphate-specific 5'-nucleotidase isoform 1	Nt5c3b	1282	15.83	228530.8	10	5	21.67	300
Q61990	PCBP2	poly(rC)-binding protein 2 isoform 1	Pcbp2	493	32.62	412036.6	11	6	24.03	362
P26043	RADI	radixin isoform a	Rdx	841	22.74	326278.0	9	7	12.52	583
P97930	KTHY	thymidylate kinase isoform 1	Dtymk	1733	10.72	147899.9	5	4	20.28	212
Q3U935	Q3U935	cellular nucleic acid-binding protein isoform 3	Cnbp	2561	5.34	33150.7	2	1	8.24	170
O08810	U5S1	116 kDa U5 small nuclear ribonucleoprotein component isoform b	Eftud2	126	67.15	515912.2	26	16	21.19	972
Q3TAQ9	Q3TAQ9	WD repeat-containing protein 36 isoform 1	Wdr36	3222	2.47	65514.9	2	1	1.33	899
Q9D868	PPIH	peptidyl-prolyl cis-trans isomerase H isoform 2	Ppih	2834	4.31	79422.5	5	2	10.11	188
O55143	AT2A2	sarcoplasmic/endoplasmic reticulum calcium ATPase 2 isoform b	Atp2a2	965	20.71	148276.3	7	5	7.57	1044
A2A432	CUL4B	cullin-4B	Cul4b	782	24.26	212750.8	13	11	14.02	970
P32067	LA	lupus La protein homolog	Ssb	286	43.19	586644.5	22	11	32.05	415
Q3UWL8	Q3UWL8	prefoldin subunit 4 isoform 1	Pfdn4	1739	10.69	60059.5	2	2	20.15	134
P14824	ANXA6	annexin A6 isoform b	Anxa6	156	59.80	852838.0	36	19	31.18	667
Q6Y7W8	GGYF2	PERQ amino acid-rich with GYF domain-containing protein 2 isoform b	Gigyf2	1598	12.02	231685.8	10	8	7.94	1285
Q9Z0H4	CELF2	CUGBP Elav-like family member 2 isoform 1	Celf2	1560	12.44	181087.7	17	4	7.22	526
Q9Z2X8	KEAP1	kelch-like ECH-associated protein 1	Keap1	2999	3.60	15672.7	1	1	1.76	624
