UniprotID	ProteinID	ProteinName	GeneName	Rank	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
P21107	TPM3	tropomyosin alpha-3 chain isoform Tpm3.1cy	Tpm3	95	139.41	7803537.3	81	29	69.35	248
Q9Z2X1	HNRPF	heterogeneous nuclear ribonucleoprotein F	Hnrnpf	214	98.99	7537789.3	73	13	42.41	415
P27773	PDIA3	protein disulfide-isomerase A3 precursor	Pdia3	36	197.13	7535848.1	90	33	61.19	505
P63038	CH60	"60 kDa heat shock protein, mitochondrial"	Hspd1	39	192.83	7225480.9	109	28	65.10	573
Q02053	UBA1	ubiquitin-like modifier-activating enzyme 1 isoform 1	Uba1	21	235.37	7223518.6	108	35	40.70	1118
P09411	PGK1	phosphoglycerate kinase 1	Pgk1	152	114.05	7182823.0	79	19	58.51	417
nan		"PREDICTED: spectrin beta chain, non-erythrocytic 1 isoform X2"	Sptbn1	9	353.23	7140935.6	137	70	40.60	2350
Q9QXS1	PLEC	plectin isoform 12alpha	Plec	6	470.43	6951040.1	169	120	30.21	4691
P97371	PSME1	proteasome activator complex subunit 1	Psme1	186	104.49	6631453.6	51	18	67.87	249
P58252	EF2	elongation factor 2	Eef2	34	199.39	6582730.0	94	37	42.89	858
P08249	MDHM	"malate dehydrogenase, mitochondrial precursor"	Mdh2	147	115.93	6458296.4	43	16	52.66	338
P62983	RS27A	ubiquitin-40S ribosomal protein S27a precursor	Rps27a	464	67.00	6307886.6	67	16	50.64	156
Q9JHU4	DYHC1	cytoplasmic dynein 1 heavy chain 1	Dync1h1	7	373.41	5968696.9	138	87	23.84	4644
P63158	HMGB1	high mobility group protein B1	Hmgb1	456	67.70	5841090.1	56	14	53.02	215
Q91VB8	Q91VB8	"hemoglobin alpha, adult chain 2"	Hba-a2	466	66.94	5777560.3	40	9	84.51	142
G3UW82	G3UW82	myosin-2	Myh2	8	363.30	5623347.5	126	73	39.50	1942
Q62318	TIF1B	transcription intermediary factor 1-beta	Trim28	41	186.50	5598028.6	95	28	56.47	834
Q8VEK3	HNRPU	heterogeneous nuclear ribonucleoprotein U	Hnrnpu	63	162.74	5550708.6	69	28	38.25	800
P05064	ALDOA	fructose-bisphosphate aldolase A isoform 2	Aldoa	76	152.18	5467412.2	104	27	83.24	364
Q9JKF1	IQGA1	ras GTPase-activating-like protein IQGAP1	Iqgap1	12	320.60	5448773.0	111	55	44.78	1657
Q9EQU5	SET	protein SET isoform 2	Set	293	83.17	5165382.8	36	13	36.46	277
P40142	TKT	transketolase	Tkt	42	185.80	5163222.4	97	29	48.96	623
Q68FD5	CLH1	clathrin heavy chain 1	Cltc	22	232.75	5151227.2	78	42	32.60	1675
P57780	ACTN4	alpha-actinin-4	Actn4	27	214.46	5124721.2	81	41	54.82	912
Q03265	ATPA	"ATP synthase subunit alpha, mitochondrial precursor"	Atp5a1	81	146.84	5101616.4	51	20	41.23	553
Q99KI0	ACON	"aconitate hydratase, mitochondrial precursor"	Aco2	47	179.15	5078718.5	83	29	45.13	780
Q9Z1Q5	CLIC1	chloride intracellular channel protein 1	Clic1	244	92.18	5027880.0	60	13	70.95	241
P10107	ANXA1	annexin A1	Anxa1	84	145.02	4959558.5	58	19	56.94	346
P49312	ROA1	heterogeneous nuclear ribonucleoprotein A1 isoform a	Hnrnpa1	169	108.53	4956727.8	53	16	55.00	320
Q9QZQ8	H2AY	core histone macro-H2A.1 isoform 3	H2afy	127	122.12	4941729.3	62	17	53.12	369
Q61753	SERA	D-3-phosphoglycerate dehydrogenase	Phgdh	85	144.73	4929808.3	57	19	40.90	533
P68254	1433T	14-3-3 protein theta	Ywhaq	155	113.90	4817432.2	51	13	48.98	245
P43277	H13	histone H1.3	Hist1h1d	269	88.79	4762886.0	46	18	42.53	221
P08228	SODC	superoxide dismutase	Sod1	384	73.34	4750993.6	36	11	77.92	154
Q61599	GDIR2	rho GDP-dissociation inhibitor 2 isoform 1	Arhgdib	338	78.64	4639409.1	50	11	66.50	200
nan		PREDICTED: ras GTPase-activating-like protein IQGAP2 isoform X1	Iqgap2	14	275.79	4525385.2	97	47	37.73	1569
P62259	1433E	14-3-3 protein epsilon	Ywhae	245	92.11	4504138.0	65	17	63.14	255
P70168	IMB1	importin subunit beta-1	Kpnb1	57	166.10	4487658.6	63	24	36.53	876
P38647	GRP75	"stress-70 protein, mitochondrial"	Hspa9	38	195.86	4476680.6	63	30	53.17	679
P20029	BIP	78 kDa glucose-regulated protein precursor	Hspa5	62	162.90	4454278.6	74	28	45.34	655
Q9CWJ9	PUR9	bifunctional purine biosynthesis protein PURH	Atic	30	204.11	4422496.0	70	27	57.77	592
Q61937	NPM	nucleophosmin isoform 1	Npm1	686	52.53	4272492.9	46	11	33.90	292
F6ZDS4	TPR	nucleoprotein TPR	Tpr	11	325.50	4209414.0	101	67	32.21	2431
Q3U2G2	Q3U2G2	heat shock 70 kDa protein 4	Hspa4	24	226.00	4179610.2	73	36	52.49	842
Q3U935	Q3U935	cellular nucleic acid-binding protein isoform 3	Cnbp	637	54.73	4164416.5	41	12	59.41	170
Q8VIJ6	SFPQ	"splicing factor, proline- and glutamine-rich"	Sfpq	151	114.57	4155842.4	57	19	27.32	699
Q61033	LAP2A	lamina-associated polypeptide 2 isoform alpha	Tmpo	45	181.22	4138581.1	70	27	53.39	693
P54071	IDHP	isocitrate dehydrogenase	Idh2	223	95.54	4122573.8	38	17	39.60	452
Q7TMK9	HNRPQ	heterogeneous nuclear ribonucleoprotein Q isoform 1	Syncrip	74	152.34	4071722.3	70	23	41.09	623
Q91ZX7	LRP1	prolow-density lipoprotein receptor-related protein 1 precursor	Lrp1	4627	2.66	3945440.8	37	17	5.72	4545
nan		PREDICTED: titin isoform X1	Ttn	4581	2.93	3929987.1	84	72	2.81	35301
Q91VI7	RINI	ribonuclease inhibitor isoform a	Rnh1	106	133.55	3902951.5	46	19	58.99	456
P09103	PDIA1	protein disulfide-isomerase precursor	P4hb	111	129.07	3885211.5	56	24	51.08	509
Q9D154	ILEUA	leukocyte elastase inhibitor A	Serpinb1a	165	110.03	3822732.7	46	19	50.92	379
Q9WVA4	TAGL2	transgelin-2	Tagln2	284	85.42	3815510.7	35	14	61.81	199
Q9ERU9	RBP2	E3 SUMO-protein ligase RanBP2	Ranbp2	23	230.05	3776526.3	87	59	24.70	3053
Q9CQV8	1433B	14-3-3 protein beta/alpha	Ywhab	181	105.69	3751303.6	34	12	50.41	246
P14824	ANXA6	annexin A6 isoform b	Anxa6	77	151.96	3750996.1	57	29	47.38	667
P80314	TCPB	T-complex protein 1 subunit beta	Cct2	49	175.08	3722187.7	62	24	59.63	535
Q8BTS0	Q8BTS0	probable ATP-dependent RNA helicase DDX5	Ddx5	146	115.97	3691063.6	53	27	41.79	615
P17918	PCNA	proliferating cell nuclear antigen	Pcna	315	80.40	3669505.4	44	15	68.97	261
P60335	PCBP1	poly(rC)-binding protein 1	Pcbp1	156	112.76	3654565.0	43	14	60.95	356
Q8BKC5	IPO5	importin-5	Ipo5	43	185.41	3643007.0	67	30	42.02	1097
P48036	ANXA5	annexin A5	Anxa5	140	117.63	3604757.2	44	24	64.58	319
Q6PDM2	SRSF1	serine/arginine-rich splicing factor 1 isoform 1	Srsf1	311	80.65	3586988.2	59	18	54.84	248
nan		PREDICTED: heterogeneous nuclear ribonucleoprotein L isoform X1	Hnrnpl	168	108.72	3571814.3	62	23	46.07	623
O89053	COR1A	coronin-1A isoform 1	Coro1a	306	81.34	3561585.9	34	17	33.84	461
Q9Z1Q9	SYVC	valine--tRNA ligase	Vars	69	157.81	3528895.0	65	30	32.94	1263
O35737	HNRH1	heterogeneous nuclear ribonucleoprotein H	Hnrnph1	383	73.36	3455368.2	48	12	37.42	449
P68510	1433F	14-3-3 protein eta	Ywhah	286	84.54	3449025.5	44	12	42.28	246
Q8K310	MATR3	matrin-3	Matr3	98	137.96	3442935.2	54	25	40.07	846
Q52KC3	Q52KC3	DNA replication licensing factor MCM5	Mcm5	172	107.98	3441920.6	57	26	42.23	734
Q76MZ3	2AAA	serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A	Ppp2r1a	79	148.09	3440101.8	54	21	42.61	589
Q99020	ROAA	heterogeneous nuclear ribonucleoprotein A/B isoform 2	Hnrnpab	588	57.34	3427325.8	26	9	26.67	285
Q9EST5	AN32B	acidic leucine-rich nuclear phosphoprotein 32 family member B	Anp32b	1554	27.31	3403637.5	29	8	33.46	272
P62806	H4	histone H4	Hist1h4m	453	67.82	3360390.8	35	13	66.99	103
P70296	PEBP1	phosphatidylethanolamine-binding protein 1	Pebp1	279	86.57	3355387.8	32	8	70.05	187
Q60864	STIP1	stress-induced-phosphoprotein 1	Stip1	112	128.70	3351970.5	45	22	37.94	543
P14211	CALR	calreticulin precursor	Calr	247	91.54	3342889.0	53	22	43.75	416
Q61171	PRDX2	peroxiredoxin-2	Prdx2	354	76.73	3329574.5	42	10	46.97	198
Q6P4T2	U520	U5 small nuclear ribonucleoprotein 200 kDa helicase	Snrnp200	28	214.14	3293160.4	71	43	26.22	2136
Q8R4F1	NTNG2	netrin-G2 isoform b precursor	Ntng2	4786	1.87	3283970.7	18	5	13.75	589
Q80X90	FLNB	filamin-B isoform a	Flnb	15	267.93	3275614.8	76	58	34.17	2602
nan		PREDICTED: microtubule-actin cross-linking factor 1 isoform X5	Macf1	53	172.02	3238933.1	87	64	17.13	5430
Q921K2	Q921K2	poly	Parp1	126	122.13	3184680.2	53	28	31.76	1014
Q61598	GDIB	rab GDP dissociation inhibitor beta	Gdi2	142	117.15	3165479.1	47	20	58.88	445
P25206	MCM3	DNA replication licensing factor MCM3	Mcm3	32	200.15	3148433.2	60	34	52.34	812
Q8CIH5	PLCG2	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2"	Plcg2	124	122.82	3131115.3	50	31	29.80	1265
P99027	RLA2	60S acidic ribosomal protein P2	Rplp2	532	61.25	3122919.5	40	6	70.43	115
P30681	HMGB2	high mobility group protein B2	Hmgb2	578	57.86	3113877.2	40	12	37.62	210
P57776	EF1D	elongation factor 1-delta isoform b	Eef1d	210	100.31	3083496.7	30	16	63.70	281
P0DP26	CALM1	calmodulin	Calm2	873	44.96	3019008.5	27	10	55.70	149
E9QNN1	E9QNN1	PREDICTED: ATP-dependent RNA helicase A isoform X1	Dhx9	82	146.45	3015537.9	70	28	27.02	1384
Q9D8E6	RL4	60S ribosomal protein L4	Rpl4	392	72.90	2988490.0	36	14	33.41	419
P62962	PROF1	profilin-1	Pfn1	546	60.23	2984899.1	34	9	69.29	140
P29341	PABP1	polyadenylate-binding protein 1	Pabpc1	208	100.45	2971527.0	47	20	31.60	636
Q9D2V7	CORO7	coronin-7	Coro7	148	115.65	2965057.0	45	20	31.13	922
Q7TPV4	MBB1A	myb-binding protein 1A	Mybbp1a	68	157.88	2964603.2	60	31	30.65	1344
P19157	GSTP1	glutathione S-transferase P 1	Gstp1	606	56.63	2961833.4	24	7	45.71	210
P80316	TCPE	T-complex protein 1 subunit epsilon	Cct5	204	100.68	2958853.3	41	23	50.65	541
P60122	RUVB1	ruvB-like 1	Ruvbl1	91	142.55	2954957.3	52	20	57.24	456
Q6ZQ38	CAND1	cullin-associated NEDD8-dissociated protein 1	Cand1	67	158.47	2914865.4	57	30	30.89	1230
P11983	TCPA	T-complex protein 1 subunit alpha isoform 1	Tcp1	138	118.58	2912617.8	37	18	38.85	556
Q99JY9	ARP3	actin-related protein 3	Actr3	137	118.62	2884243.0	59	20	54.31	418
P61982	1433G	14-3-3 protein gamma	Ywhag	835	46.27	2874838.0	24	7	32.39	247
L7N451	L7N451	interferon-induced very large GTPase 1	Gvin1	52	172.10	2845003.8	65	42	21.18	2427
P97311	MCM6	DNA replication licensing factor MCM6 isoform 1	Mcm6	66	162.32	2830961.9	56	29	39.83	821
Q922I7	Q922I7	polypyrimidine tract-binding protein 1 isoform 1	Ptbp1	193	103.11	2825005.4	54	13	44.50	555
Q9Z1X4	ILF3	interleukin enhancer-binding factor 3 isoform 1	Ilf3	50	175.01	2822669.9	58	30	44.35	911
Q60973	RBBP7	histone-binding protein RBBP7	Rbbp7	217	98.01	2816798.8	33	13	50.82	425
P14152	MDHC	"malate dehydrogenase, peroxisomal isoform Mdh1x"	Mdh1	710	51.42	2815866.5	37	13	33.52	355
Q8K2B3	SDHA	succinate dehydrogenase	Sdha	206	100.56	2814589.2	56	18	40.81	664
Q60605	MYL6	myosin light polypeptide 6 isoform MLC3sm	Myl6	625	55.33	2809727.4	30	11	79.47	151
Q9CW03	SMC3	structural maintenance of chromosomes protein 3	Smc3	60	163.96	2800210.5	59	38	35.41	1217
Q78PY7	SND1	staphylococcal nuclease domain-containing protein 1	Snd1	65	162.37	2765855.5	62	28	40.66	910
Q5RKN9	Q5RKN9	F-actin-capping protein subunit alpha-1	Capza1	191	103.70	2743497.2	48	15	73.08	286
Q8BTI8	SRRM2	PREDICTED: serine/arginine repetitive matrix protein 2 isoform X1	Srrm2	105	133.59	2743102.6	53	35	16.09	2703
P06745	G6PI	glucose-6-phosphate isomerase	Gpi1	133	120.17	2742130.4	40	18	40.50	558
Q922D8	C1TC	"C-1-tetrahydrofolate synthase, cytoplasmic"	Mthfd1	161	111.13	2736975.4	36	21	26.31	935
P14206	RSSA	40S ribosomal protein SA	Rpsa	313	80.55	2719007.0	32	11	49.83	295
Q99PV0	PRP8	pre-mRNA-processing-splicing factor 8	Prpf8	40	187.22	2712876.6	73	45	25.18	2335
Q9CU62	SMC1A	structural maintenance of chromosomes protein 1A	Smc1a	59	164.43	2701199.0	65	42	36.58	1233
P42932	TCPQ	T-complex protein 1 subunit theta	Cct8	100	137.22	2700744.9	57	28	50.73	548
Q8VDN2	AT1A1	sodium/potassium-transporting ATPase subunit alpha-1 precursor	Atp1a1	90	142.56	2699391.2	39	25	28.35	1023
Q1HFZ0	NSUN2	tRNA (cytosine(34)-C(5))-methyltransferase	Nsun2	196	102.07	2690486.7	54	22	40.16	757
Q8K4Z5	SF3A1	splicing factor 3A subunit 1	Sf3a1	150	114.64	2688485.5	55	24	36.03	791
Q5XJF6	Q5XJF6	60S ribosomal protein L10a	Rpl10a	863	45.30	2664220.8	20	8	35.02	217
P13864	DNMT1	DNA (cytosine-5)-methyltransferase 1 isoform 5	Dnmt1	48	176.74	2661791.8	69	41	31.41	1627
P35979	RL12	60S ribosomal protein L12	Rpl12	369	74.49	2643971.4	42	12	63.64	165
Q6ZWZ6	Q6ZWZ6	40S ribosomal protein S12	Rps12	729	50.45	2622250.9	23	9	73.48	132
P50247	SAHH	predicted gene 4737	Gm4737	859	45.39	2589326.3	24	9	19.21	432
nan		PREDICTED: E3 ubiquitin-protein ligase RNF213 isoform X1	Rnf213	37	196.65	2576670.1	68	55	13.52	5192
P26041	MOES	moesin	Msn	179	105.86	2570600.2	44	28	45.23	577
P02088	HBB1	"hemoglobin, beta adult s chain"	Hbb-bs	419	70.81	2569409.8	24	9	66.67	147
Q5SUR0	PUR4	phosphoribosylformylglycinamidine synthase	Pfas	71	156.11	2564233.3	52	27	32.01	1337
E9PVX6	KI67	antigen KI-67	Mki67	88	143.79	2562647.4	77	54	22.03	3177
P19096	FAS	fatty acid synthase	Fasn	56	167.56	2547156.2	59	39	22.40	2504
Q3U0V1	FUBP2	far upstream element-binding protein 2	Khsrp	159	111.74	2543064.5	51	24	40.91	748
O08709	PRDX6	peroxiredoxin-6 isoform 1	Prdx6	272	87.89	2495605.4	36	17	80.36	224
P68134	ACTS	"actin, alpha skeletal muscle"	Acta1	861	45.33	2477083.7	36	9	34.22	377
Q61881	MCM7	DNA replication licensing factor MCM7	Mcm7	104	134.44	2464735.5	47	22	35.60	719
Q3U8W9	Q3U8W9	heterogeneous nuclear ribonucleoprotein R isoform a	Hnrnpr	171	108.19	2455795.2	59	18	34.49	632
Q9D6Z1	NOP56	nucleolar protein 56	Nop56	102	135.86	2455389.9	48	22	43.10	580
Q9JIK5	DDX21	nucleolar RNA helicase 2	Ddx21	205	100.58	2430688.9	36	21	28.44	851
Q64737	PUR2	trifunctional purine biosynthetic protein adenosine-3	Gart	55	168.02	2426602.9	57	22	35.15	1010
Q922B2	SYDC	"aspartate--tRNA ligase, cytoplasmic isoform 1"	Dars	324	79.66	2409895.4	34	20	40.12	501
Q91VR5	DDX1	ATP-dependent RNA helicase DDX1	Ddx1	145	116.26	2409564.3	49	19	37.84	740
Q8BMS1	ECHA	"trifunctional enzyme subunit alpha, mitochondrial precursor"	Hadha	58	165.38	2409365.4	42	23	46.00	763
Q9CZ13	QCR1	"cytochrome b-c1 complex subunit 1, mitochondrial precursor"	Uqcrc1	231	94.82	2408509.5	43	15	36.46	480
Q8CGC7	SYEP	bifunctional glutamate/proline--tRNA ligase	Eprs	51	172.42	2358242.0	56	32	29.56	1512
P08113	ENPL	endoplasmin precursor	Hsp90b1	130	120.57	2340803.4	46	24	34.54	802
Q61823	PDCD4	programmed cell death protein 4	Pdcd4	291	83.62	2332882.7	33	11	31.13	469
Q9ESZ8	GTF2I	general transcription factor II-I isoform 1	Gtf2i	121	123.73	2323588.6	54	28	35.67	998
Q6DFW4	NOP58	nucleolar protein 58	Nop58	160	111.15	2317747.3	52	18	38.99	536
P97310	MCM2	DNA replication licensing factor MCM2	Mcm2	96	139.27	2316646.5	47	26	40.49	904
Q3TEA8	HP1B3	heterochromatin protein 1-binding protein 3 isoform 1	Hp1bp3	331	79.05	2298020.0	31	15	38.63	554
P28656	NP1L1	nucleosome assembly protein 1-like 1 isoform 2	Nap1l1	590	57.29	2296958.1	27	10	30.43	391
Q9WU78	PDC6I	programmed cell death 6-interacting protein isoform 1	Pdcd6ip	73	152.83	2277417.4	54	30	43.02	874
Q8C3J5	DOCK2	dedicator of cytokinesis protein 2	Dock2	110	129.42	2272574.6	50	38	25.27	1828
P97855	G3BP1	ras GTPase-activating protein-binding protein 1	G3bp1	194	102.98	2254174.8	41	16	41.29	465
P05977	MYL1	"myosin light chain 1/3, skeletal muscle isoform isoform 1f"	Myl1	2021	20.02	2242736.7	15	6	35.64	188
P40124	CAP1	adenylyl cyclase-associated protein 1	Cap1	117	125.09	2225521.8	38	16	43.88	474
P28352	APEX1	DNA-(apurinic or apyrimidinic site) lyase	Apex1	184	104.93	2222936.3	29	13	50.47	317
G5E866	G5E866	splicing factor 3B subunit 1	Sf3b1	94	139.62	2219104.9	50	27	29.14	1304
Q9Z2I8	SUCB2	succinyl-CoA ligase	Suclg2	221	96.12	2206305.1	36	13	38.57	433
P14869	RLA0	60S acidic ribosomal protein P0	Rplp0	425	70.42	2203248.6	38	10	44.79	317
Q8BJ71	NUP93	nuclear pore complex protein Nup93	Nup93	229	95.04	2202525.4	30	21	34.80	819
Q8BFR5	EFTU	"elongation factor Tu, mitochondrial isoform 1"	Tufm	122	123.70	2200520.7	46	24	50.22	452
P49717	MCM4	DNA replication licensing factor MCM4	Mcm4	99	137.49	2196860.9	44	21	34.57	862
Q02819	NUCB1	nucleobindin-1 isoform 1 precursor	Nucb1	252	90.56	2194614.2	40	19	49.46	459
B1AU75	B1AU75	nuclear autoantigenic sperm protein isoform 2	Nasp	230	95.01	2188833.5	38	20	31.18	773
Q9DBJ1	PGAM1	phosphoglycerate mutase 1	Pgam1	475	65.91	2174008.1	41	13	67.32	254
Q7TMY8	HUWE1	E3 ubiquitin-protein ligase HUWE1	Huwe1	97	138.23	2173954.3	63	36	12.43	4378
P80313	TCPH	T-complex protein 1 subunit eta	Cct7	182	105.38	2172225.6	36	19	42.28	544
O54824	IL16	pro-interleukin-16	Il16	335	78.73	2171927.9	35	15	19.29	1322
P80317	TCPZ	T-complex protein 1 subunit zeta	Cct6a	273	87.72	2158606.2	33	15	36.16	531
P21619	LMNB2	lamin-B2	Lmnb2	131	120.32	2156854.0	45	26	45.13	596
Q8CAQ8	MIC60	MICOS complex subunit Mic60 isoform 2	Immt	118	124.22	2145844.0	44	28	49.06	746
P14148	RL7	60S ribosomal protein L7	Rpl7	635	54.78	2143884.4	22	12	42.22	270
P60487	PLPP	pyridoxal phosphate phosphatase	Pdxp	3454	7.99	2135052.0	12	2	10.62	292
Q6A4J8	UBP7	ubiquitin carboxyl-terminal hydrolase 7	Usp7	187	104.26	2133645.3	36	23	27.38	1103
Q501J6	DDX17	probable ATP-dependent RNA helicase DDX17 isoform 1	Ddx17	268	88.87	2121741.1	31	16	28.68	652
Q3THK7	GUAA	GMP synthase	Gmps	92	142.53	2113812.0	46	24	47.76	693
P24527	LKHA4	leukotriene A-4 hydrolase isoform 1	Lta4h	144	116.56	2097897.4	38	20	40.10	611
P84104	SRSF3	serine/arginine-rich splicing factor 3	Srsf3	1392	30.72	2087806.6	21	8	43.29	164
P63028	TCTP	translationally-controlled tumor protein	Tpt1	723	50.73	2083886.1	24	7	61.63	172
Q64511	TOP2B	DNA topoisomerase 2-beta	Top2b	222	95.89	2083843.3	42	24	20.66	1612
P29351	PTN6	tyrosine-protein phosphatase non-receptor type 6 isoform b	Ptpn6	162	111.07	2075016.0	44	21	39.36	597
Q05144	RAC2	ras-related C3 botulinum toxin substrate 2 precursor	Rac2	1627	26.02	2073851.7	18	7	41.15	192
Q9D819	IPYR	inorganic pyrophosphatase	Ppa1	511	62.75	2073816.2	37	14	64.01	289
Q9ERA6	TFP11	tuftelin-interacting protein 11	Tfip11	1596	26.64	2073053.4	19	11	17.06	838
Q9CZ44	NSF1C	NSFL1 cofactor p47 isoform b	Nsfl1c	149	115.52	2063551.5	35	23	63.51	370
Q9CPV4	GLOD4	glyoxalase domain-containing protein 4	Glod4	404	71.83	2040111.0	29	12	45.30	298
P23116	EIF3A	eukaryotic translation initiation factor 3 subunit A	Eif3a	139	117.69	2031021.3	49	34	25.82	1344
Q6PDQ2	CHD4	chromodomain-helicase-DNA-binding protein 4	Chd4	216	98.45	2029928.3	50	35	20.37	1915
Q9DBG6	RPN2	dolichyl-diphosphooligosaccharide--protein glycosyltransferase	Rpn2	201	101.04	2023584.4	41	13	26.94	631
P17710	HXK1	PREDICTED: hexokinase-1 isoform X1	Hk1	262	89.40	2022800.7	33	20	23.92	974
Q9JIX8	ACINU	PREDICTED: apoptotic chromatin condensation inducer in the nucleus	Acin1	86	144.55	2011647.6	56	30	33.67	1298
P05202	AATM	"aspartate aminotransferase, mitochondrial"	Got2	393	72.88	2006525.8	25	12	31.16	430
Q8QZT1	THIL	"acetyl-CoA acetyltransferase, mitochondrial precursor"	Acat1	202	100.80	1992221.3	37	15	46.93	424
P67778	PHB	prohibitin	Phb	264	89.31	1989987.7	40	15	54.41	272
P97372	PSME2	"protease (prosome, macropain) 28 subunit beta B"	Psme2b	665	53.78	1986720.5	21	8	40.17	239
Q6PDG5	SMRC2	SWI/SNF complex subunit SMARCC2 isoform 2	Smarcc2	241	92.44	1982207.5	36	21	22.92	1130
O88685	PRS6A	26S protease regulatory subunit 6A	Psmc3	213	99.32	1971596.3	44	18	53.85	442
Q61768	KINH	kinesin-1 heavy chain	Kif5b	173	107.16	1964661.2	38	29	39.56	963
H9KV00	H9KV00	PREDICTED: protein SON isoform X1	Son	113	128.25	1961710.9	44	25	14.90	2477
Q6A068	CDC5L	cell division cycle 5-like protein	Cdc5l	189	104.13	1944075.4	51	25	42.52	802
D3YXK2	SAFB1	scaffold attachment factor B1	Safb	211	99.56	1934024.2	39	20	30.31	937
O35381	AN32A	acidic leucine-rich nuclear phosphoprotein 32 family member A	Anp32a	662	53.91	1932017.1	25	7	25.91	247
P80315	TCPD	T-complex protein 1 subunit delta	Cct4	157	112.34	1931386.9	34	19	50.09	539
Q62504	MINT	msx2-interacting protein	Spen	4823	1.67	1930789.2	19	14	5.38	3643
P63242	IF5A1	eukaryotic translation initiation factor 5A-1	Eif5a	418	70.82	1925232.2	27	7	59.74	154
Q8CDN6	TXNL1	thioredoxin-like protein 1	Txnl1	185	104.50	1919845.8	41	16	65.05	289
P97351	RS3A	40S ribosomal protein S3a	Rps3a1	451	68.22	1919333.8	31	12	43.94	264
Q62230	SN	sialoadhesin precursor	Siglec1	128	120.99	1916388.4	54	24	20.93	1701
