UniprotID	ProteinName	GeneName	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
 P97447 	 four and a half LIM domains protein 1 isoform 2 	 Fhl1 	21.6	166516.3	11	6	20.27	296
 Q922I7 	 polypyrimidine tract-binding protein 1 isoform 1 	 Ptbp1 	72.62	645031.6	33	14	33.87	555
 Q75N62 	 GTPase IMAP family member 8 isoform 1 	 Gimap8 	5.74	15482.2	3	2	2.62	688
 P17439 	 glucosylceramidase precursor 	 Gba 	6.44	14991	1	1	2.52	515
 P26450 	 phosphatidylinositol 3-kinase regulatory subunit alpha isoform 2 	 Pik3r1 	8.73	71704.1	3	3	4.14	724
 Q8VD58 	 protein EVI2B precursor 	 Evi2b 	10.43	74085	4	2	5.86	444
 Q01768 	 nucleoside diphosphate kinase B 	 Nme2 	42.79	360866.7	16	7	43.42	152
 Q9JL26 	 formin-like protein 1 isoform 2 	 Fmnl1 	35.82	310807.5	16	13	13.16	1094
 P29351 	 tyrosine-protein phosphatase non-receptor type 6 isoform b 	 Ptpn6 	118.1	1007995.8	52	23	44.89	597
 O35638 	 cohesin subunit SA-2 isoform 1 	 Stag2 	26.19	213108.2	18	9	7.64	1231
 O35326 	 serine/arginine-rich splicing factor 5 	 Srsf5 	25.37	184511.7	14	6	22.68	269
 D3YYT1 	 putative oxidoreductase GLYR1 isoform 1 	 Glyr1 	17.53	118836.5	21	7	11.78	552
 D3Z3N4 	 heterogeneous nuclear ribonucleoprotein H3 	 Hnrnph3 	27.94	225826.9	13	7	25.43	346
 O89110 	 caspase-8 isoform 1 precursor 	 Casp8 	23.63	130277.9	9	5	11.67	480
 Q99M28 	 RNA-binding protein with serine-rich domain 1 isoform 1 	 Rnps1 	15.81	47846.4	2	2	8.85	305
 Q61029 	 lamina-associated polypeptide 2 isoform epsilon 	 Tmpo 	76.01	613205.9	29	12	31.42	452
 Q6PFA2 	 clathrin light chain A isoform a 	 Clta 	15.06	110860.2	10	5	23.85	218
 E9QAE3 	 TATA-binding protein-associated factor 172 	 Btaf1 	2	50879.4	5	5	3.79	1848
 Q9Z2P8 	 vesicle-associated membrane protein 5 	 Vamp5 	3.99	51391.6	3	3	38.23	102
 Q3UHU8 	 general transcription factor II-I isoform 5 	 Gtf2i 	61.34	546120.2	33	19	20.37	962
 A2BH40 	 AT-rich interactive domain-containing protein 1A 	 Arid1a 	14.25	189104.5	9	8	5.65	2283
 Q6P069 	 sorcin isoform 1 	 Sri 	32.14	250258	12	7	33.33	198
 D3Z0M9 	 probable ATP-dependent RNA helicase DDX23 	 Ddx23 	16.06	129378.9	7	5	6.1	819
 Q8BNV1 	 tRNA (uracil-5-)-methyltransferase homolog A isoform 2 	 Trmt2a 	8.32	34944.4	2	2	5.06	613
 F8VPP8 	 zinc finger CCCH domain-containing protein 7B 	 Zc3h7b 	5.55	46407	4	4	5.19	982
 Q6PB44 	 tyrosine-protein phosphatase non-receptor type 23 	 Ptpn23 	11.37	113562.6	7	3	2.72	1692
 A0A1W2P7Q6 	 exportin-T 	 Xpot 	9.01	86651.2	7	4	5.41	962
 E9Q9W4 	 long-chain fatty acid transport protein 6 	 Slc27a6 	4.71	101949.4	4	4	7.75	619
 Q8CI33 	 CWF19-like protein 1 	 Cwf19l1 	18.17	89319.7	7	5	10.06	537
 D3Z7P3 	" glutaminase kidney isoform, mitochondrial isoform 1 "	 Gls 	44.29	254831.3	18	9	16.47	674
 A2AR02 	 peptidyl-prolyl cis-trans isomerase G 	 Ppig 	12.62	96873.2	8	5	6.91	752
 G5E8V9 	 arfaptin-1 isoform 1 	 Arfip1 	7.32	29448.8	4	2	9.38	373
 A6H5Y3 	 methionine synthase 	 Mtr 	7.98	135912.9	7	6	5.11	1253
 Q5SW19 	 clustered mitochondria protein homolog 	 Cluh 	8.97	36176.5	3	3	2.59	1353
 Q8BHE8 	" uncharacterized protein C2orf47 homolog, mitochondrial precursor "	 9430016H08Rik 	9.07	27785	4	2	7.22	291
 Q9D0M0 	 exosome complex exonuclease RRP42 	 Exosc7 	9.01	110830.9	7	2	11	291
 Q00PI9 	 heterogeneous nuclear ribonucleoprotein U-like protein 2 	 Hnrnpul2 	57.07	382245	24	14	21.74	745
 Q8BHT6 	" beta-1,3-glucosyltransferase precursor "	 B3glct 	6.46	50498.7	3	2	4.29	489
 Q3UVK0 	 endoplasmic reticulum metallopeptidase 1 	 Ermp1 	14.79	68710.2	5	4	5.01	898
 F8VQ93 	 PH-interacting protein 	 Phip 	2.52	118953.3	13	8	3.84	1821
 Q68FE6 	 protein FAM65A 	 Fam65a 	5.91	62256.7	4	4	3.68	1223
 F8VQD1 	 protein polybromo-1 	 Pbrm1 	11.36	77397.8	7	5	3.11	1704
 P58871 	 182 kDa tankyrase-1-binding protein 	 Tnks1bp1 	3.55	156690.3	8	6	5	1720
 Q9DCD0 	" 6-phosphogluconate dehydrogenase, decarboxylating "	 Pgd 	68.02	567995.6	22	13	33.54	483
 Q8BVD5 	 MAGUK p55 subfamily member 7 isoform 1 	 Mpp7 	2.51	50742.8	4	2	4.69	576
 Q3TLH4 	 protein PRRC2C 	 Prrc2c 	15.58	152919.8	13	10	4.22	2846
 Q4QRL3 	 coiled-coil domain-containing protein 88B precursor 	 Ccdc88b 	6.71	104333.7	6	5	4.19	1481
 Q8BYC6 	 serine/threonine-protein kinase TAO3 	 Taok3 	6.23	75294.1	4	4	4.45	898
 E9QPI5 	 sister chromatid cohesion protein PDS5 homolog A 	 Pds5a 	65.46	411003	24	15	13.66	1332
 Q78T54 	 vacuolar ATPase assembly integral membrane protein Vma21 isoform 2 	 Vma21 	5.6	45081.5	2	1	11.88	101
 A0A2I3BQS6 	 E3 ubiquitin-protein ligase UBR5 isoform 1 	 Ubr5 	5.12	92733.3	5	4	2.04	2798
 E9QLK7 	 transformation/transcription domain-associated protein 	 Trrap 	2.71	81500.4	7	6	2.18	3847
 E9Q6J5 	 biorientation of chromosomes in cell division protein 1-like 1 	 Bod1l 	2.32	91143.2	8	7	3.07	3032
 Q80X90 	 filamin-B isoform a 	 Flnb 	86.59	485872.7	36	26	12.99	2602
 C0HKD8 	 microfibrillar-associated protein 1 	 Mfap1b 	16.32	82026.7	5	4	14.58	439
 Q9Z2D6 	 methyl-CpG-binding protein 2 isoform 1 	 Mecp2 	38.09	151145.7	12	7	21.56	501
 E9Q2S7 	 zinc finger protein 426-like 	 Zfp266 	5.04	21986.8	4	4	6.46	604
 Q99P58 	 ras-related protein Rab-27B isoform 1 	 Rab27b 	11.08	119067.6	6	3	17.89	218
 Q5M8N4 	 epimerase family protein SDR39U1 	 Sdr39u1 	12.05	55931.2	3	2	7.85	293
 Q91Z40 	 guanylate binding protein 7 	 Gbp7 	48.71	300628.9	18	10	21.79	638
 Q811S7 	 upstream-binding protein 1 isoform a 	 Ubp1 	3.29	23322	1	1	2.22	540
 Q8CEC0 	 nuclear pore complex protein Nup88 isoform 2 	 Nup88 	4.69	20754.7	2	2	1.99	753
 Q08122 	 transducin-like enhancer protein 3 isoform 1 	 Tle3 	2.1	79965.3	3	3	5.75	782
 Q91VB8 	" hemoglobin alpha, adult chain 2 "	 Hba-a2 	20.98	1274611.5	35	4	48.59	142
 P13634 	 carbonic anhydrase 1 	 Car1 	46.46	363870.9	18	10	47.51	261
 E9Q4N7 	 AT-rich interactive domain-containing protein 1B 	 Arid1b 	13.44	135584.9	9	5	3.39	2244
 Q8C5H8 	" NAD kinase 2, mitochondrial isoform 1 "	 Nadk2 	37.01	366939.5	16	6	15.93	452
 P30999 	 catenin delta-1 isoform 1 	 Ctnnd1 	10.63	67853.6	5	4	5.01	938
 Q9JIX8 	 apoptotic chromatin condensation inducer in the nucleus isoform 4 	 Acin1 	40.77	230041.3	16	9	8.3	1326
 A2A5R2 	 brefeldin A-inhibited guanine nucleotide-exchange protein 2 	 Arfgef2 	5.12	142170.8	10	3	1.84	1792
 E9Q6E5 	 serine/arginine-rich splicing factor 11 isoform 2 	 Srsf11 	26.2	155836	10	5	14.29	511
 O08992 	 syntenin-1 isoform 1 	 Sdcbp 	4.28	30322.3	2	2	10.37	299
 Q80XC2 	 tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A 	 Trmt61a 	1.59	36302.9	2	1	4.83	290
 P14576 	 signal recognition particle 54 kDa protein 	 Srp54b 	12.09	51185.8	6	3	7.94	504
 P0C7N9 	 proteasome assembly chaperone 4 isoform b 	 Psmg4 	5.66	26276.2	1	1	12.2	123
 P85094 	 isochorismatase domain-containing protein 2A precursor 	 Isoc2a 	8.85	42888.8	4	2	11.65	206
 Q9CWZ3 	 RNA-binding protein 8A isoform a 	 Rbm8a 	7.7	109804.8	4	3	15.52	174
 Q3UFY7 	 7-methylguanosine phosphate-specific 5'-nucleotidase isoform 1 	 Nt5c3b 	25.73	150718.5	9	6	26.33	300
 Q61990 	 poly(rC)-binding protein 2 isoform 1 	 Pcbp2 	38.45	162853.6	8	5	18.78	362
 P26043 	 radixin isoform a 	 Rdx 	30.82	170073.3	10	6	11.32	583
 Q32NZ6 	 transmembrane channel-like protein 5 isoform a 	 Tmc5 	3.46	49490.8	1	1	1.34	967
 P97930 	 thymidylate kinase isoform 1 	 Dtymk 	11.46	98371.8	6	5	21.7	212
 P39061 	 collagen alpha-1(XVIII) chain isoform 1 precursor 	 Col18a1 	2.56	20964.1	2	2	1.18	1527
 O08810 	 116 kDa U5 small nuclear ribonucleoprotein component isoform b 	 Eftud2 	108.5	733199	46	21	28.5	972
 Q3TAQ9 	 WD repeat-containing protein 36 isoform 1 	 Wdr36 	3	51176.5	4	3	4.56	899
 O35900 	 U6 snRNA-associated Sm-like protein LSm2 isoform 2 	 Lsm2 	13.14	36183.3	2	2	31.58	95
 Q9D868 	 peptidyl-prolyl cis-trans isomerase H isoform 2 	 Ppih 	4.32	53808.9	3	2	9.57	188
 O55143 	 sarcoplasmic/endoplasmic reticulum calcium ATPase 2 isoform b 	 Atp2a2 	34.53	152402.5	10	6	6.99	1044
 A2A432 	 cullin-4B 	 Cul4b 	10.58	117715.2	7	6	6.08	970
 P32067 	 lupus La protein homolog 	 Ssb 	60.99	661746.9	32	16	36.14	415
 P27808 	" alpha-1,3-mannosyl-glycoprotein "	 Mgat1 	3.55	105196	5	3	9.62	447
 Q3UWL8 	 prefoldin subunit 4 isoform 1 	 Pfdn4 	11.68	56230.3	3	3	28.36	134
 Q9QZV9 	 NTF2-related export protein 1 	 Nxt1 	8.68	45122.7	3	2	20	140
 Q9ES52 	" phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1 isoform 3 "	 Inpp5d 	9.71	147655.9	8	5	5.22	1130
 Q3UYC0 	 protein phosphatase 1H isoform 1 	 Ppm1h 	6.69	39297.3	4	4	7.41	513
 Q9Z0H4 	 CUGBP Elav-like family member 2 isoform 1 	 Celf2 	17.76	42947.9	2	2	5.51	526
 Q9Z2X8 	 kelch-like ECH-associated protein 1 	 Keap1 	5.33	39944.5	3	2	3.69	624
 Q9WUR2 	" enoyl-CoA delta isomerase 2, mitochondrial isoform a "	 Eci2 	24.15	189775.4	7	6	20.72	391
 Q60520 	 paired amphipathic helix protein Sin3a isoform 2 	 Sin3a 	43.04	328441.6	20	14	13.63	1277
 P35564 	 calnexin precursor 	 Canx 	43.91	426400.5	28	11	19.29	591
 O35350 	 calpain-1 catalytic subunit 	 Capn1 	10.73	44410.9	4	2	3.51	713
 Q07076 	 annexin A7 	 Anxa7 	28.46	192035.5	8	6	15.33	463
 P54823 	 probable ATP-dependent RNA helicase DDX6 	 Ddx6 	29.95	221228.8	10	8	25.26	483
 Q9Z2W0 	 aspartyl aminopeptidase isoform a 	 Dnpep 	37.19	128882.1	7	6	17.47	475
 Q3UM65 	 runt-related transcription factor 1 isoform 1 	 Runx1 	9.29	142891.1	8	3	6.67	465
 P19324 	 serpin H1 precursor 	 Serpinh1 	14.02	226972.4	8	5	14.87	417
 O35566 	 CD151 antigen 	 Cd151 	2.4	54468.3	3	1	5.93	253
 O88587 	 catechol O-methyltransferase 	 Comt 	22.15	130837.2	8	4	24.53	265
 O35465 	 peptidyl-prolyl cis-trans isomerase FKBP8 isoform a 	 Fkbp8 	10.36	40952	3	2	5.96	403
 P25911 	 tyrosine-protein kinase Lyn isoform A 	 Lyn 	20.21	201577.8	14	8	16.6	512
 D3YZP9 	 coiled-coil domain-containing protein 6 	 Ccdc6 	4.74	48711	4	3	6.18	469
 E9Q4P1 	 WD repeat and FYVE domain-containing protein 1 isoform 1 	 Wdfy1 	7.26	56232.4	4	3	10.24	410
 Q8VCL2 	" protein SCO2 homolog, mitochondrial "	 Sco2 	2.73	7782.9	1	1	3.14	255
 Q60865 	 caprin-1 isoform a 	 Caprin1 	19.37	190007.5	9	4	5.8	707
 P06800 	 receptor-type tyrosine-protein phosphatase C isoform 1 precursor 	 Ptprc 	59.79	362501.3	20	14	11.83	1293
 O88844 	 isocitrate dehydrogenase 	 Idh1 	53.42	527617.3	29	13	30.43	414
 Q61584 	 fragile X mental retardation syndrome-related protein 1 isoform 1 	 Fxr1 	6.8	40939.8	4	4	7.53	677
 P70670 	 nascent polypeptide-associated complex subunit alpha isoform a 	 Naca 	33.58	415428.1	10	3	1.92	2187
 P13595 	 neural cell adhesion molecule 1 isoform 3 precursor 	 Ncam1 	5.44	108021.6	4	2	2.33	1115
 P40336 	 vacuolar protein sorting-associated protein 26A isoform b 	 Vps26a 	15.14	165809.6	15	6	17.83	359
 P61804 	 dolichyl-diphosphooligosaccharide--protein glycosyltransferase 	 Dad1 	5.79	19815.8	1	1	10.62	113
 Q61214 	 dual specificity tyrosine-phosphorylation-regulated kinase 1A 	 Dyrk1a 	5.5	18162.9	2	2	2.88	763
 P70662 	 LIM domain-binding protein 1 isoform 1 	 Ldb1 	2.02	24816.6	3	2	6.81	411
 A2AJL3 	 FGGY carbohydrate kinase domain-containing protein isoform a 	 Fggy 	8.07	14999.3	2	2	5.25	552
 Q80UG5 	 septin-9 isoform a 	 Sept9 	49.85	355392	21	12	22.64	583
