UniprotID	ProteinName	GeneName	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
 F8VPR5 	 CREB-binding protein 	 Crebbp 	34.72	333898.2	18	12	6.47	2441
 Q6PHZ2 	 calcium/calmodulin-dependent protein kinase type II subunit delta 	 Camk2d 	47.32	232031.9	12	7	19.53	512
 Q3TV70 	 nuclear receptor 2C2-associated protein isoform 1 	 Nr2c2ap 	6.2	22691	1	1	8.57	140
 Q8K1M6 	 dynamin-1-like protein isoform b 	 Dnm1l 	3.11	47823.7	3	1	0.72	699
 Q80YR5 	 scaffold attachment factor B2 	 Safb2 	82.23	508583.6	25	14	16.95	991
 Q0P678 	 zinc finger CCCH domain-containing protein 18 isoform a 	 Zc3h18 	21.16	168094.3	8	2	3.91	972
 Q8R3F5 	" malonyl-CoA-acyl carrier protein transacylase, mitochondrial "	 Mcat 	20.48	47148.4	4	4	18.11	381
 Q99LY9 	 NADH dehydrogenase 	 Ndufs5 	12.25	36329	4	3	30.19	106
 D3Z6V6 	 ectonucleotide pyrophosphatase/phosphodiesterase family member 7 	 Enpp7 	5.23	11239.7	2	1	2.24	446
 Q9ESX5 	 H/ACA ribonucleoprotein complex subunit 4 	 Dkc1 	88.17	929782.3	42	13	33.4	509
 Q2NL51 	 glycogen synthase kinase-3 alpha 	 Gsk3a 	9.28	108340.5	6	4	14.08	490
 Q9CQN7 	" 39S ribosomal protein L41, mitochondrial precursor "	 Mrpl41 	19.75	116957.3	5	4	36.3	135
 Q8BKX6 	 serine/threonine-protein kinase SMG1 	 Smg1 	7.72	122958.8	8	7	2.71	3658
 Q3V4B5 	 COMM domain-containing protein 6 isoform 1 	 Commd6 	10.64	143205	6	2	31.03	87
 Q3UJU9 	 regulator of microtubule dynamics protein 3 	 Rmdn3 	10.53	41791.5	3	2	6.6	470
 Q3U0V2 	 tumor necrosis factor receptor type 1-associated DEATH domain 	 Tradd 	41.22	174996.9	10	6	28.39	310
 Q3B7Z2 	 oxysterol-binding protein 1 	 Osbp 	32.26	255383.4	15	10	14.91	805
 Q3UV17 	" keratin, type II cytoskeletal 2 oral "	 Krt76 	5.42	86374.3	5	2	4.04	594
 Q3U3W2 	 transmembrane protein 181 	 Tmem181a 	1.88	27932.1	2	2	4.85	474
 Q3TMP1 	 general transcription factor 3C polypeptide 3 	 Gtf3c3 	13.85	33624.8	4	3	5.67	882
 Q8R151 	 NFX1-type zinc finger-containing protein 1 isoform a 	 Znfx1 	14.28	77432.7	6	5	3.93	1909
 Q3UYV9 	 nuclear cap-binding protein subunit 1 	 Ncbp1 	35.26	198184	10	8	11.9	790
 Q3UGS4 	 protein FAM195B 	 Fam195b 	13.86	139100	10	4	50.51	97
 Q3TRM8 	 hexokinase-3 isoform 1 	 Hk3 	123.46	681583.1	29	20	31.45	922
 Q6A0A9 	 constitutive coactivator of PPAR-gamma-like protein 1 	 Fam120a 	84.79	632981.5	30	15	17.63	1112
 Q3TWL2 	" type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase isoform "	 Tmem55b 	3.42	48248.4	3	2	9.86	284
 A0A0A0MQ73 	 histone-lysine N-methyltransferase 2D 	 Kmt2d 	13.41	62053.3	8	6	1.2	5588
 E9Q9B3 	 SPRY domain-containing protein 3 	 Spryd3 	2.38	4079.4	1	1	2.49	442
 Q3UNZ8 	 quinone oxidoreductase-like protein 2 	 BC026585 	29.04	119904.8	8	5	22.57	350
 Q3TW96 	 UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 	 Uap1l1 	50.87	442752.1	17	9	21.1	507
 Q6NZQ2 	 probable ATP-dependent RNA helicase DDX31 	 Ddx31 	15.98	58042.8	5	5	10.19	687
 Q3THK7 	 GMP synthase 	 Gmps 	122.21	807607.8	36	22	43.87	693
 Q3UIU2 	 NADH dehydrogenase 	 Ndufb6 	10.86	90986.5	5	3	25	128
 Q91YX0 	 protein THEMIS2 	 Themis2 	2.28	14162.4	1	1	1.66	663
 Q3UHX2 	 28 kDa heat- and acid-stable phosphoprotein 	 Pdap1 	16.97	64061.7	4	3	22.1	181
 Q3UM29 	 conserved oligomeric Golgi complex subunit 7 	 Cog7 	20.09	105259.8	8	6	10.52	770
 E9Q236 	 multidrug resistance-associated protein 4 isoform 1 	 Abcc4 	5.22	24949.1	2	1	1.13	1325
 A3KMP2 	 tetratricopeptide repeat protein 38 	 Ttc38 	77.11	446308.1	20	11	30.11	465
 Q3UMB9 	 WASH complex subunit 7 	 A230046K03Rik 	19.41	89175.7	5	5	5.71	1173
 Q3TIX6 	 far upstream element-binding protein 3 isoform a 	 Fubp3 	47.38	245536.8	13	10	26.96	575
 Q3V1B8 	 galactose-3-O-sulfotransferase 4 	 Gal3st4 	2.78	48900.2	3	2	5	480
 Q8BUR4 	 dedicator of cytokinesis protein 1 	 Dock1 	14.4	230919.9	9	5	3.06	1865
 B1AZI6 	 THO complex subunit 2 	 Thoc2 	29.24	172471.2	15	10	6.9	1594
 P62046 	 leucine-rich repeat and calponin homology domain-containing protein 	 Lrch1 	22.99	138958.7	8	5	11	709
 Q3UFM5 	 nucleolar MIF4G domain-containing protein 1 	 Nom1 	5.08	12319.1	3	3	3.98	854
 A2AG58 	 uncharacterized protein CXorf23 homolog 	 A830080D01Rik 	6.2	127690.4	6	4	5.72	752
 Q3UD01 	 putative ataxin-7-like protein 3B 	 Atxn7l3b 	3.82	41727.8	2	1	20.62	97
 A2ADA5 	 tRNA pseudouridine synthase-like 1 	 Pusl1 	5.5	7939.2	1	1	6.19	291
 B1AQJ2 	 ubiquitin carboxyl-terminal hydrolase 36 	 Usp36 	5.92	55952.9	3	3	4.01	1098
 F8VPJ6 	 DNA-binding protein RFX7 	 Rfx7 	3.86	14611.4	2	2	2.12	1459
 Q9CZW4 	 long-chain-fatty-acid--CoA ligase 3 isoform a 	 Acsl3 	26.19	95604.5	6	6	13.06	720
 Q9D3U0 	 putative tRNA pseudouridine synthase Pus10 	 Pus10 	20.32	271852.1	11	9	21.82	527
 P62983 	 ubiquitin-40S ribosomal protein S27a precursor 	 Rps27a 	56.8	2858453.7	52	12	55.77	156
 Q62276 	 mediator of RNA polymerase II transcription subunit 22 isoform 2 	 Med22 	7.66	61081.3	4	3	19	200
 Q91XA2 	 Golgi membrane protein 1 	 Golm1 	8.38	15038.6	1	1	3.56	393
 Q6P5F9 	 exportin-1 	 Xpo1 	132.08	674555.9	27	18	22.22	1071
 Q9DBG3 	 AP-2 complex subunit beta isoform a 	 Ap2b1 	26.12	332530	17	11	14.41	951
 Q5NBU8 	 XIAP-associated factor 1 isoform 1 	 Xaf1 	6.96	78028.8	4	4	22.34	273
 Q8BYW1 	 rho GTPase-activating protein 25 isoform a 	 Arhgap25 	86.56	641901.4	30	17	33.95	648
 O70325 	" phospholipid hydroperoxide glutathione peroxidase, nuclear isoform "	 Gpx4 	15.11	142875.1	7	3	15.41	253
 Q3U1T3 	 breast cancer metastasis-suppressor 1-like protein 	 Brms1l 	7.73	42488.4	3	2	8.05	323
 Q8VDD8 	 WAS protein family homolog 1 	 Wash1 	13.53	125821.6	4	3	7.79	475
 Q61818 	 retinoic acid-induced protein 1 	 Rai1 	25.65	135294.2	7	5	4.34	1889
 P15702 	 leukosialin precursor 	 Spn 	37.4	172608.3	9	5	16.2	395
 Q8C5L3 	 CCR4-NOT transcription complex subunit 2 isoform d 	 Cnot2 	13.15	80897.1	4	1	2.91	550
 Q99LB2 	 dehydrogenase/reductase SDR family member 4 isoform 1 	 Dhrs4 	37.11	191599.4	11	6	28.32	279
 O54946 	 dnaJ homolog subfamily B member 6 isoform a 	 Dnajb6 	21.12	154653.4	5	4	14.52	365
 Q9CRC9 	 glucosamine-6-phosphate isomerase 2 	 Gnpda2 	51.64	268363	9	6	42.03	276
 O70293 	 G protein-coupled receptor kinase 6 isoform a 	 Grk6 	10.79	70333.6	5	3	7.64	589
 O54962 	 barrier-to-autointegration factor 	 Banf1 	42.25	573597.8	19	6	62.92	89
 P16675 	 lysosomal protective protein isoform b preproprotein 	 Ctsa 	21.21	251517.8	10	7	16.67	474
 P63213 	 guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2 	 Gng2 	22.55	229200.3	9	3	45.07	71
 Q9D7Y9 	 protein SLX4IP isoform 1 	 Slx4ip 	4.77	45590.7	2	2	7.26	413
 P63085 	 mitogen-activated protein kinase 1 	 Mapk1 	17.35	268280.7	9	6	17.32	358
 Q6PCM1 	 lysine-specific demethylase 3A 	 Kdm3a 	9.19	38039.2	3	3	2.8	1323
 P70704 	 phospholipid-transporting ATPase IA isoform a 	 Atp8a1 	4.28	49780	3	2	2.23	1164
 Q923T9 	 calcium/calmodulin-dependent protein kinase type II subunit gamma 	 Camk2g 	35.08	179604.7	9	6	16.36	495
 P60762 	 mortality factor 4-like protein 1 isoform a 	 Morf4l1 	10.1	86780.6	6	5	13.81	362
 Q99KW3 	 TRIO and F-actin-binding protein isoform 3 	 Triobp 	22.28	184306.5	11	7	3.33	2014
 Q6P073 	 ubiquitin-conjugating enzyme E2 J2 isoform a 	 Ube2j2 	5.1	8417.6	1	1	5.17	271
 L7N451 	 interferon-induced very large GTPase 1 	 Gvin1 	224.55	2268409.7	103	62	29.25	2427
 Q9Z0H8 	 CAP-Gly domain-containing linker protein 2 isoform b 	 Clip2 	22.02	137663.8	6	5	7.02	1012
 Q8BMB3 	 eukaryotic translation initiation factor 4E type 2 isoform 1 	 Eif4e2 	9.38	53564.2	3	2	13.88	245
 Q9JLJ5 	 elongation of very long chain fatty acids protein 1 isoform 1 	 Elovl1 	8.04	23285.7	1	1	4.66	279
 Q9ERL7 	 glia maturation factor gamma isoform a 	 Gmfg 	41.46	316809	13	6	42.25	142
 Q3UGR5 	 haloacid dehalogenase-like hydrolase domain-containing protein 2 	 Hdhd2 	31.6	103903.9	5	3	26.64	259
 A0A286YDA2 	 nucleolar and coiled-body phosphoprotein 1 isoform B 	 Nolc1 	30.16	361643	14	7	14	700
 Q3UGI8 	 tuberin isoform 2 	 Tsc2 	5.6	36789.4	2	2	1.55	1742
 Q8CBE3 	 WD repeat-containing protein 37 isoform a 	 Wdr37 	11.82	38044.4	1	1	3.02	496
 Q6ZWY8 	 thymosin beta-10 	 Tmsb10 	5.37	80726.4	2	1	31.82	44
 Q8CG50 	 ras-related protein Rab-43 isoform a 	 Rab43 	6.1	29351.1	3	1	5.24	210
 Q8CGF7 	 transcription elongation regulator 1 isoform 1 	 Tcerg1 	48.54	362727.5	20	13	11.91	1100
 Q921L3 	 transmembrane and coiled-coil domain-containing protein 1 precursor 	 Tmco1 	5.89	30215.2	1	1	7.45	188
 Q3TXU5 	 deoxyhypusine synthase 	 Dhps 	7.66	20124	2	2	7.05	369
 Q5XJE5 	 RNA polymerase-associated protein LEO1 	 Leo1 	5.85	179312.1	4	3	6.3	667
 Q2EMV9 	 poly 	 Parp14 	18.43	330796.1	14	10	6.66	1817
 Q9CPW2 	" adrenodoxin-like protein, mitochondrial precursor "	 Fdx1l 	13.74	73771.4	4	3	22.41	174
 Q9DC47 	 zinc finger protein 869 	 Zfp869 	9.64	75310.2	5	5	10.78	529
 Q5SUC9 	" protein SCO1 homolog, mitochondrial "	 Sco1 	4.63	34635.9	3	1	5.63	284
 Q5DTZ0 	 protein NYNRIN 	 Nynrin 	11.47	147247.8	5	3	2.5	1840
 Q3UHJ0 	 AP2 associated kinase 1 isoform 1 	 Aak1 	29.52	222118.9	11	6	7.61	959
 Q8CFT2 	 histone-lysine N-methyltransferase SETD1B 	 Setd1b 	2.36	75691.1	2	2	1.41	1985
 E9Q912 	 rap1 GTPase-GDP dissociation stimulator 1 isoform a 	 Rap1gds1 	98.77	720687.8	28	15	32.45	607
 Q3U1V6 	 ubiquitin-conjugating enzyme E2 variant 3 	 Uevld 	6.71	64009.4	2	2	4.88	471
 Q91W53 	 golgin subfamily A member 7 	 Golga7 	11.13	58139.6	2	1	10.95	137
 Q9JMH6 	" thioredoxin reductase 1, cytoplasmic isoform 1 "	 Txnrd1 	54.25	457712.5	20	11	28.22	613
 Q3TNN6 	 macrophage-capping protein 	 Capg 	115.61	1100447.6	39	13	49	349
 O88879 	 apoptotic protease-activating factor 1 isoform 1 	 Apaf1 	11.72	90378	6	6	6.73	1249
 P41731 	 CD63 antigen 	 Cd63 	4.27	50416.3	1	1	4.62	238
 Q8BYH7 	 TBC1 domain family member 17 	 Tbc1d17 	12.18	56705.9	4	4	9.46	645
 Q9WVB0 	 RNA-binding protein with multiple splicing isoform 1 	 Rbpms 	30.49	211124.2	7	5	35.53	197
 Q9WVB0 	 RNA-binding protein with multiple splicing isoform 3 	 Rbpms 	3.18	7693.6	1	1	8.18	220
 Q4FZC9 	 nesprin-3 isoform alpha 	 Syne3 	101.49	526877.3	25	16	21.33	975
 P17012 	 zinc finger X-chromosomal protein 	 Zfx 	9.61	132344.7	8	5	6.38	799
 Q07231 	 zinc finger and SCAN domain-containing protein 21 	 Zscan21 	2.33	35698.3	3	1	2.52	555
 Q3UPG6 	 clathrin interactor 1 	 Clint1 	49.41	416659.9	18	9	16.69	623
 F7BJB9 	 MORC family CW-type zinc finger protein 3 	 Morc3 	53.26	270256	14	10	15.92	942
 Q5SSH7 	 zinc finger ZZ-type and EF-hand domain-containing protein 1 	 Zzef1 	11.24	86835.7	5	5	2.18	2891
 Q0VBL3 	 putative RNA-binding protein 15 	 Rbm15 	36.32	182525.1	10	9	13.41	962
 P19426 	 negative elongation factor E 	 Nelfe 	14.36	148157.6	9	4	20.98	367
 Q62189 	 U1 small nuclear ribonucleoprotein A 	 Snrpa 	21.5	363339.7	15	5	18.47	287
 Q9JJI8 	 60S ribosomal protein L38 	 Rpl38 	10.36	144366.3	8	2	28.57	70
 Q8BMQ8 	 vacuolar fusion protein MON1 homolog B 	 Mon1b 	7.83	59321.7	6	3	6.69	553
 Q8VDM1 	 zinc finger CCCH-type with G patch domain-containing protein 	 Zgpat 	7.83	39696.9	5	3	8.22	511
 P70353 	 nuclear transcription factor Y subunit gamma isoform 1 	 Nfyc 	14.45	145846.7	6	4	12.24	335
 Q78HU7 	 glycophorin-C 	 Gypc 	11.45	59967.7	4	1	28.42	95
 Q61686 	 chromobox protein homolog 5 	 Cbx5 	53.08	673412.1	20	8	46.07	191
 Q8CBW3 	 abl interactor 1 isoform 1 	 Abi1 	32.47	196068.5	10	7	19.54	481
 Q60668 	 heterogeneous nuclear ribonucleoprotein D0 isoform b 	 Hnrnpd 	71.99	2181870.1	48	14	35.71	336
 P97447 	 four and a half LIM domains protein 1 isoform 2 	 Fhl1 	4.72	40957.2	4	3	10.14	296
 Q922I7 	 polypyrimidine tract-binding protein 1 isoform 1 	 Ptbp1 	133.93	1955393	63	16	49.01	555
 Q75N62 	 GTPase IMAP family member 8 isoform 1 	 Gimap8 	10.45	61970.4	4	4	7.41	688
 P17439 	 glucosylceramidase precursor 	 Gba 	22.51	57751	7	5	15.53	515
 P26450 	 phosphatidylinositol 3-kinase regulatory subunit alpha isoform 2 	 Pik3r1 	21.98	137843.1	8	6	12.85	724
 Q8VD58 	 protein EVI2B precursor 	 Evi2b 	14.88	111839	5	2	5.86	444
 Q01768 	 nucleoside diphosphate kinase B 	 Nme2 	67.11	1683422.1	141	12	72.37	152
 Q8R3P6 	 von Willebrand factor A domain-containing protein 9 	 Vwa9 	29.79	151392.2	11	6	19.42	515
 Q9JL26 	 formin-like protein 1 isoform 2 	 Fmnl1 	108.15	830532.5	38	24	25.41	1094
 P29351 	 tyrosine-protein phosphatase non-receptor type 6 isoform b 	 Ptpn6 	139.14	2006645.4	72	22	46.23	597
 Q7TPQ3 	 E3 ubiquitin-protein ligase SHPRH isoform a 	 Shprh 	1.67	62721.9	3	3	2.63	1674
 O35638 	 cohesin subunit SA-2 isoform 1 	 Stag2 	41.58	292955	17	12	11.05	1231
 Q8BN78 	 transcriptional regulator Kaiso 	 Zbtb33 	3.41	45100.9	3	2	5.22	671
 O35326 	 serine/arginine-rich splicing factor 5 	 Srsf5 	22.98	418479.9	9	6	21.56	269
 D3YYT1 	 putative oxidoreductase GLYR1 isoform 1 	 Glyr1 	34.49	312802.6	16	10	19.93	552
 D3Z3N4 	 heterogeneous nuclear ribonucleoprotein H3 	 Hnrnph3 	38.21	477368.6	12	7	26.88	346
 Q5U4E2 	 replication initiator 1 isoform c 	 Repin1 	10.09	30951.4	3	3	6.99	601
 Q925J9 	 mediator of RNA polymerase II transcription subunit 1 isoform 3 	 Med1 	20.09	126115.8	7	5	4.76	1575
 O89110 	 caspase-8 isoform 1 precursor 	 Casp8 	66.23	523994.6	24	14	39.58	480
 Q99M28 	 RNA-binding protein with serine-rich domain 1 isoform 1 	 Rnps1 	24.61	192911.7	8	4	14.43	305
 Q61029 	 lamina-associated polypeptide 2 isoform epsilon 	 Tmpo 	138.85	1905989.1	51	16	49.78	452
 Q6PFA2 	 clathrin light chain A isoform a 	 Clta 	20.26	279732.7	15	6	23.85	218
 Q9R0U0 	 serine/arginine-rich splicing factor 10 isoform 2 	 Srsf10 	19.34	217462.2	7	4	14.89	262
 E9QAE3 	 TATA-binding protein-associated factor 172 	 Btaf1 	27.48	175866.7	14	10	7.09	1848
 Q9Z2P8 	 vesicle-associated membrane protein 5 	 Vamp5 	13.07	144418	7	3	38.23	102
 Q3UHU8 	 general transcription factor II-I isoform 5 	 Gtf2i 	132.11	1352323	68	35	43.97	962
 P97379 	 ras GTPase-activating protein-binding protein 2 isoform a 	 G3bp2 	33.2	220952.8	10	6	18.88	482
 E9Q8L9 	 rab11 family-interacting protein 1 isoform 1 	 Rab11fip1 	7.82	201026	6	4	4.55	1166
 A2BH40 	 AT-rich interactive domain-containing protein 1A 	 Arid1a 	92.48	485249.7	30	20	10.82	2283
 Q99LG4 	 tetratricopeptide repeat protein 5 isoform a 	 Ttc5 	5.71	15332	1	1	4.09	440
 Q6P069 	 sorcin isoform 1 	 Sri 	38.89	454102.3	20	9	37.37	198
 D3Z0K6 	 round spermatid basic protein 1-like protein 	 Rsbn1l 	7.07	73661.7	6	5	7.92	821
 D3Z0M9 	 probable ATP-dependent RNA helicase DDX23 	 Ddx23 	48.57	242347.5	12	10	13.92	819
 Q8BNV1 	 tRNA (uracil-5-)-methyltransferase homolog A isoform 2 	 Trmt2a 	42.59	131711.1	7	6	14.68	613
 Q91Z67 	 SLIT-ROBO Rho GTPase-activating protein 2 	 Srgap2 	26.36	153166	9	8	8.68	1071
 F8VPP8 	 zinc finger CCCH domain-containing protein 7B 	 Zc3h7b 	31.03	123899	8	5	7.13	982
 Q8C753 	 protein KIAA0556 	 D430042O09Rik 	1.78	89129.1	4	2	1.55	1610
 Q3UVL4 	 vacuolar protein sorting-associated protein 51 homolog 	 Vps51 	7.41	63259.8	3	3	5.5	782
 Q6PB44 	 tyrosine-protein phosphatase non-receptor type 23 	 Ptpn23 	42.32	237361.9	18	10	8.92	1692
 Q80TG1 	 KAT8 regulatory NSL complex subunit 1 	 Kansl1 	5.67	30551.3	2	2	4.34	1036
 P55200 	 histone-lysine N-methyltransferase 2A 	 Kmt2a 	13.18	157227.8	11	10	3.03	3963
 Q9CZN8 	" glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial "	 Qrsl1 	18.98	104139.4	6	4	11.43	525
