UniprotID	ProteinName	GeneName	LogProb	Intensity	NumofSpectra	NumofUniquePep	Coverage	kD
 O70133 	 ATP-dependent RNA helicase A 	 Dhx9 	4.58	16637.4	1	1	1.59	1383
 O09005 	 sphingolipid delta(4)-desaturase DES1 	 Degs1 	10.15	19665	1	1	4.95	323
 P97425 	 eosinophil cationic protein 2 precursor 	 Ear2 	2.54	27446.9	2	1	12.18	156
 P70245 	" 3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase "	 Ebp 	4.73	26549.2	1	1	5.65	230
 P41158 	 ETS domain-containing protein Elk-4 	 Elk4 	3.41	8804.6	2	1	3.95	430
 Q6AXB7 	 fragile X mental retardation protein 1 homolog isoform 1 	 Fmr1 	4.08	35240.5	2	1	1.3	614
 P21279 	 guanine nucleotide-binding protein G(q) subunit alpha 	 Gnaq 	4.92	20690.7	3	1	4.18	359
 P18608 	 non-histone chromosomal protein HMG-14 	 Hmgn1 	18.45	74653.2	4	1	31.25	96
 P97825 	 hematological and neurological expressed 1 protein 	 Hn1 	11	63570.6	3	1	11.69	154
 Q60766 	 immunity-related GTPase family M protein 1 	 Irgm1 	2.65	18579	3	1	3.91	409
 P47877 	 insulin-like growth factor-binding protein 2 isoform 1 precursor 	 Igfbp2 	5.28	41921.4	3	1	4.26	305
 O35671 	 integrin beta-1-binding protein 1 	 Itgb1bp1 	2.93	19612.9	1	1	7.5	200
 Q60960 	 importin subunit alpha-5 	 Kpna1 	8.09	16991.2	1	1	3.53	538
 P97471 	 mothers against decapentaplegic homolog 4 	 Smad4 	5.99	4972.9	1	1	4.17	551
 P45700 	" mannosyl-oligosaccharide 1,2-alpha-mannosidase IA "	 Man1a 	6.08	18192.4	1	1	1.68	655
 P53368 	" 7,8-dihydro-8-oxoguanine triphosphatase precursor "	 Nudt1 	5.34	4915.6	1	1	9.62	156
 P05132 	 cAMP-dependent protein kinase catalytic subunit alpha isoform 1 	 Prkaca 	6	6819.1	1	1	3.42	351
 P97823 	 acyl-protein thioesterase 1 	 Lypla1 	2.96	26582.9	1	1	4.78	230
 Q62084 	 protein phosphatase 1 regulatory subunit 14B 	 Ppp1r14b 	13.82	99422.4	6	1	17.69	147
 P49443 	 protein phosphatase 1A 	 Ppm1a 	5.26	6555.6	1	1	4.97	382
 O35047 	 homologous-pairing protein 2 homolog 	 Psmc3ip 	4.23	17792.9	1	1	4.61	217
 P55096 	 ATP-binding cassette sub-family D member 3 	 Abcd3 	4	7729.4	2	1	3.79	659
 Q04207 	 transcription factor p65 	 Rela 	7.51	27035.1	2	1	2.91	549
 P48377 	 MHC class II regulatory factor RFX1 	 Rfx1 	3.85	18229.5	1	1	1.35	963
 P47968 	 ribose-5-phosphate isomerase 	 Rpia 	5.46	16978	1	1	5.28	303
 Q99JZ4 	 GTP-binding protein SAR1a 	 Sar1a 	4.56	47140.5	2	1	6.06	198
 O35382 	 exocyst complex component 4 	 Exoc4 	6.36	14012.1	2	1	1.64	975
 P97440 	 histone RNA hairpin-binding protein isoform 1 	 Slbp 	1.8	32943.9	2	1	2.91	275
 A0A1Y7VJR5 	 transcription factor Sp4 isoform 1 	 Sp4 	4.93	5028.2	1	1	2.69	782
 P97364 	" selenide, water dikinase 2 "	 Sephs2 	5.75	38599.4	3	1	4.65	452
 P70452 	 syntaxin-4 	 Stx4a 	3.24	23622	2	1	3.69	298
 P63271 	 transcription elongation factor SPT4-A 	 Supt4a 	3.63	20172.7	1	1	7.69	117
 Q62311 	 transcription initiation factor TFIID subunit 6 	 Taf6 	10.68	15026.2	1	1	2.36	678
 P68373 	 tubulin alpha-1C chain 	 Tuba1c 	8.34	11556.2	2	1	4.23	449
 P52483 	 ubiquitin-conjugating enzyme E2 E3 	 Ube2e3 	7.13	25532	1	1	8.7	207
 P63260 	" actin, cytoplasmic 2 isoform 1 "	 Actg1 	13.15	81842.6	2	1	4.53	375
 O35623 	 BET1 homolog 	 Bet1 	6.76	19120.3	1	1	9.32	118
 P18572 	 basigin isoform 1 precursor 	 Bsg 	5.47	37846.2	2	1	3.34	389
 O09165 	 calsequestrin-1 precursor 	 Casq1 	4.49	44927.9	2	1	2.72	405
 Q9Z1X9 	 cell division control protein 45 homolog isoform 1 	 Cdc45 	5.58	8644.5	1	1	1.77	566
 Q99KK2 	 N-acylneuraminate cytidylyltransferase 	 Cmas 	8.96	45287.1	2	1	3.7	432
 P21460 	 cystatin-C precursor 	 Cst3 	5.12	21003.9	1	1	7.86	140
 O89098 	 cystatin-F precursor 	 Cst7 	6.71	20003.8	1	1	7.64	144
 O70469 	 docking protein 2 	 Dok2 	4.75	16482.7	1	1	2.67	412
 Q9R226 	" KH domain-containing, RNA-binding, signal transduction-associated "	 Khdrbs3 	5.41	41422	2	1	3.47	346
 Q9D2R8 	" 28S ribosomal protein S33, mitochondrial isoform 1 "	 Mrps33 	6.38	20874.1	1	1	11.32	106
 P13707 	 glycerol-3-phosphate dehydrogenase 	 Gpd1 	5.54	8059.4	1	1	3.72	349
 Q9WTK3 	 glycosylphosphatidylinositol anchor attachment 1 protein 	 Gpaa1 	3.37	13061.1	2	1	2.09	621
 P63002 	 amino-terminal enhancer of split isoform 1 	 Aes 	5.13	30622.1	1	1	6.09	197
 Q61133 	 glutathione S-transferase theta-2 	 Gstt2 	8.67	15629.3	2	1	4.51	244
 P06339 	" H-2 class I histocompatibility antigen, D-37 alpha chain precursor "	 H2-T23 	5.46	24126.7	1	1	3.64	357
 P27661 	 histone H2AX 	 H2afx 	14.85	172740.2	4	1	16.08	143
 P52927 	 high mobility group protein HMGI-C 	 Hmga2 	6.39	57808.5	6	1	20.37	108
 O88736 	 3-keto-steroid reductase 	 Hsd17b7 	6.89	21362.2	2	1	5.09	334
 P13597 	 intercellular adhesion molecule 1 precursor 	 Icam1 	5.02	51491.6	3	1	2.61	537
 P35330 	 intercellular adhesion molecule 2 precursor 	 Icam2 	2.01	17839.7	1	1	3.61	277
 O35664 	 interferon alpha/beta receptor 2 isoform a precursor 	 Ifnar2 	3.42	3738.9	1	1	1.95	513
 P11688 	 integrin alpha-5 isoform 1 preproprotein 	 Itga5 	4.26	15267.7	1	1	1.8	1053
 P27782 	 lymphoid enhancer-binding factor 1 isoform a 	 Lef1 	1.71	11099.8	2	1	4.53	397
 P24668 	 cation-dependent mannose-6-phosphate receptor precursor 	 M6pr 	10.59	43367.9	2	1	6.47	278
 Q9Z2L6 	 multiple inositol polyphosphate phosphatase 1 precursor 	 Minpp1 	6.23	10442.3	1	1	2.29	481
 P22366 	 myeloid differentiation primary response protein MyD88 	 Myd88 	5.66	22038.7	1	1	4.39	296
 O70145 	 neutrophil cytosol factor 2 	 Ncf2 	7.17	16412.6	1	1	2.1	525
 P23708 	 nuclear transcription factor Y subunit alpha isoform b 	 Nfya 	4.48	44118.6	3	1	5.97	318
 O55242 	 sigma non-opioid intracellular receptor 1 isoform 1 	 Sigmar1 	1.97	20098.6	1	1	5.83	223
 O54956 	 DNA polymerase epsilon subunit 2 	 Pole2 	5.44	18892	1	1	3.42	527
 Q61152 	 tyrosine-protein phosphatase non-receptor type 18 	 Ptpn18 	9.6	86302	4	1	3.53	453
 P53612 	 geranylgeranyl transferase type-2 subunit beta isoform 1 	 Rabggtb 	5.4	17049.9	1	1	3.24	339
 P14069 	 protein S100-A6 	 S100a6 	8.65	3801	1	1	28.09	89
 P17809 	" solute carrier family 2, facilitated glucose transporter member 1 "	 Slc2a1 	5.79	10897.1	1	1	2.03	492
 Q9Z0V7 	 mitochondrial import inner membrane translocase subunit Tim17-B 	 Timm17b 	7.46	20873.1	1	1	8.72	172
 P68369 	 tubulin alpha-1A chain 	 Tuba1a 	10.32	89712.3	4	1	2.88	451
 P52623 	 uridine-cytidine kinase 1 	 Uck1 	4.68	98011.4	4	1	4.95	283
 Q64705 	 upstream stimulatory factor 2 	 Usf2 	2.31	22186.7	1	1	2.6	346
 Q9Z1K6 	 E3 ubiquitin-protein ligase ARIH2 	 Arih2 	2.08	10371.1	2	1	3.25	492
 Q8R0J2 	 mannose-P-dolichol utilization defect 1 protein isoform 1 	 Mpdu1 	4.42	7314.5	1	1	4.45	247
 O88958 	 glucosamine-6-phosphate isomerase 1 	 Gnpda1 	2.11	15944.3	1	1	6.23	289
 Q9R061 	 cytosolic Fe-S cluster assembly factor NUBP2 	 Nubp2 	9.59	59175.5	2	1	6.55	275
 Q3TMU8 	 dihydropyrimidinase-related protein 4 	 Dpysl4 	3.7	23640.6	1	1	2.8	572
 Q9R0B7 	 zinc finger protein 346 	 Zfp346 	8.04	16921	2	1	6.12	294
 O88665 	 bromodomain-containing protein 7 	 Brd7 	4.68	24036.5	1	1	1.69	651
 P29699 	 alpha-2-HS-glycoprotein isoform 1 precursor 	 Ahsg 	4.1	163424.3	3	1	2.03	345
 Q01339 	 beta-2-glycoprotein 1 precursor 	 Apoh 	8.73	71949.5	2	1	2.61	345
 P53996 	 cellular nucleic acid-binding protein isoform 1 	 Cnbp 	10.63	19501.5	1	1	8.43	178
 Q9Z160 	 conserved oligomeric Golgi complex subunit 1 	 Cog1 	2.79	10411	2	1	1.84	980
 P32848 	 parvalbumin alpha 	 Pvalb 	10.94	30199.3	2	1	12.73	110
 Q9Z223 	 molybdopterin synthase sulfur carrier subunit isoform Mocs2A 	 Mocs2 	6.06	27659.2	4	1	11.36	88
 Q8K268 	 ATP-binding cassette sub-family F member 3 	 Abcf3 	6.54	52626.6	6	1	3.1	709
 Q9JMG7 	 hepatoma-derived growth factor-related protein 3 	 Hdgfrp3 	7.93	15735.8	1	1	7.92	202
 P62073 	 mitochondrial import inner membrane translocase subunit Tim10 	 Timm10 	2.17	17058.7	1	1	7.78	90
 Q9QZD4 	 DNA repair endonuclease XPF 	 Ercc4 	4.54	4010.2	1	1	1.31	917
 Q9JLZ3 	" methylglutaconyl-CoA hydratase, mitochondrial precursor "	 Auh 	4.05	21431.9	1	1	4.46	314
 P97457 	" myosin regulatory light chain 2, skeletal muscle isoform "	 Mylpf 	7.53	40773.5	3	1	7.69	169
 Q91XH6 	 vesicle transport through interaction with t-SNAREs homolog 1B 	 Vti1b 	8.14	19571.7	2	1	5.17	232
 O54825 	 bystin 	 Bysl 	5.84	14951.8	2	1	2.06	436
 Q9CXU4 	 mitochondrial import inner membrane translocase subunit Tim23 	 Timm23 	7.5	29479.5	1	1	8.13	209
 P61025 	 cyclin-dependent kinases regulatory subunit 1 	 Cks1b 	5.29	28194.8	2	1	12.66	79
 P61620 	 protein transport protein Sec61 subunit alpha isoform 1 	 Sec61a1 	5.37	34877.2	1	1	2.1	476
 P28659 	 CUGBP Elav-like family member 1 isoform 1 	 Celf1 	6.01	51720.4	5	1	2.53	513
 Q9DCE9 	 interferon gamma induced GTPase 	 Igtp 	9.55	55224.9	2	1	3.31	423
 P97762 	 retinitis pigmentosa 9 protein homolog 	 Rp9 	6.6	35450.4	3	1	4.23	213
 O88983 	 syntaxin-8 	 Stx8 	11.34	22504.7	2	1	7.63	236
 Q9R1W5 	 calcitonin gene-related peptide type 1 receptor precursor 	 Calcrl 	6.12	23295.8	1	1	2.38	463
 Q3URR4 	 N-sulphoglucosamine sulphohydrolase precursor 	 Sgsh 	9.1	28611.4	2	1	2.59	502
 Q6NZQ4 	 PAX-interacting protein 1 	 Paxip1 	4.17	3185.7	1	1	1.33	1056
 Q9QXD6 	" fructose-1,6-bisphosphatase 1 "	 Fbp1 	3.27	20338.4	2	1	4.44	338
 P63330 	 serine/threonine-protein phosphatase 2A catalytic subunit alpha 	 Ppp2ca 	6.27	21371.4	1	1	4.21	309
 Q9JKW0 	 ADP-ribosylation factor-like protein 6-interacting protein 1 	 Arl6ip1 	5.81	36687.2	3	1	4.93	203
 O88796 	 ribonuclease P protein subunit p30 	 Rpp30 	9.52	35981.1	1	1	4.85	268
 O09111 	 NADH dehydrogenase 	 Ndufb11 	9.22	13989.2	1	1	11.26	151
 Q8CFV9 	 riboflavin kinase 	 Rfk 	6.04	17546.8	1	1	5.81	155
 P63321 	 ras-related protein Ral-A precursor 	 Rala 	5.66	18470.1	1	1	6.8	206
 Q9WV96 	 mitochondrial import inner membrane translocase subunit Tim10 B 	 Timm10b 	11.19	57751	3	1	19	100
 O70503 	 very-long-chain 3-oxoacyl-CoA reductase 	 Hsd17b12 	3.86	23980	2	1	4.81	312
 Q3TQX1 	 origin recognition complex subunit 6 isoform a 	 Orc6 	3.16	10286.4	1	1	3.82	262
 Q9D0J4 	 ADP-ribosylation factor-like protein 2 	 Arl2 	6.19	19753.3	2	1	5.98	184
 Q9WV84 	" nucleoside diphosphate kinase, mitochondrial precursor "	 Nme4 	2.67	39257.1	2	1	4.84	186
 Q9R0X4 	" acyl-coenzyme A thioesterase 9, mitochondrial isoform 1 "	 Acot9 	2.89	10748.5	1	1	2.28	439
 Q8CCI5 	 RING1 and YY1-binding protein 	 Rybp 	3.5	13737.7	2	1	3.07	228
 Q9R1Q7 	 proteolipid protein 2 	 Plp2 	8.33	29694.8	2	1	7.89	152
 Q9R0M6 	 ras-related protein Rab-9A 	 Rab9 	6.37	18510.3	1	1	6.97	201
 Q9JLR9 	" HIG1 domain family member 1A, mitochondrial "	 Higd1a 	9.34	20894	1	1	18.95	95
 P97493 	" thioredoxin, mitochondrial precursor "	 Txn2 	7.65	16186.4	2	1	9.04	166
 O88653 	 ragulator complex protein LAMTOR3 	 Lamtor3 	5.77	55578.3	4	1	8.87	124
 O88845 	" A-kinase anchor protein 10, mitochondrial precursor "	 Akap10 	3.47	5216.6	1	1	3.32	662
 Q9R0P6 	 signal peptidase complex catalytic subunit SEC11A 	 Sec11a 	4.67	4470.2	1	1	6.15	179
 Q9JLJ1 	 selenoprotein K 	 Selk 	2.68	18797.7	1	1	12.77	94
 O35435 	" dihydroorotate dehydrogenase (quinone), mitochondrial precursor "	 Dhodh 	3.6	34505.4	2	1	2.53	395
 Q9R0X0 	 mediator of RNA polymerase II transcription subunit 20 	 Med20 	6.52	9704.4	2	1	5.19	212
 Q04447 	 creatine kinase B-type 	 Ckb 	8.17	38134.1	2	1	4.2	381
 P32883 	 GTPase KRas 	 Kras 	5.28	22537.2	1	1	6.38	188
 Q9EP82 	 tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4 	 Wdr4 	10.23	22301.2	1	1	3.73	456
 Q9QXB9 	 developmentally-regulated GTP-binding protein 2 	 Drg2 	2.38	11980.8	1	1	3.02	364
 Q9JJZ6 	 Krueppel-like factor 13 	 Klf13 	6.86	37152.3	3	1	5.88	289
 P57716 	 nicastrin precursor 	 Ncstn 	7.15	51942.8	3	1	1.69	708
 O88574 	 histone deacetylase complex subunit SAP30 	 Sap30 	7.22	20837.3	1	1	5	220
